b0,ba1,ba2,bt,sigma,lp__
0.23896524038811995,0.03772023188687755,-4.0710030576835104e-4,0.7288471934056466,0.7933611194848199,-1191.1255028971264
0.6495177017916336,0.028912205826681345,-3.580651288994195e-4,0.6674066304302237,0.8258024414477522,-1191.398449494924
0.7178905538600986,0.028013780917514268,-3.6600749059990543e-4,0.8887103535382399,0.7915257689441619,-1191.9889508724427
-0.05769478015938143,0.049997093487424316,-5.133677529211791e-4,0.5270397195279846,0.7617630709256169,-1193.591699788444
0.13551834669661786,0.046689153594917376,-5.124774636428855e-4,0.47437460324362685,0.813603139133377,-1192.4128931139671
0.5247403298208244,0.029688718192631965,-3.493993706803053e-4,0.6813443577033441,0.8064034750842839,-1190.4830144935902
1.0994346866563358,0.017489734007919963,-2.774489595094248e-4,0.2959272412023814,0.7925691762447126,-1195.7255176740214
0.773703726922119,0.0255995604119106,-3.3390826121957917e-4,0.5812477501091059,0.8179466627150194,-1191.3178635461725
1.2048368813758192,0.01486755467578509,-2.7758008808543227e-4,0.5367991483223871,0.7551839643512515,-1195.7274638148047
1.0187535613796315,0.01907032516584911,-2.9845972808048246e-4,0.7231010220680939,0.7951290677675336,-1191.158491603553
1.0018603250045428,0.015373815069440352,-2.452129083023052e-4,0.738220666002883,0.8063288614385532,-1190.9400110573274
0.8541879920005154,0.019279078248824515,-2.697810675562769e-4,0.6952981979668045,0.760277052293521,-1193.0060587395574
0.5565404875071543,0.03412302415486495,-4.245065668732742e-4,1.0013927917656167,0.7923599688978007,-1194.0576003513372
0.19487911392431484,0.040004448974302546,-4.213696994073124e-4,0.5920358713475264,0.7877286016229282,-1191.2957325356078
0.8566543542633914,0.022714469393713823,-3.287731732642531e-4,0.9031425582970533,0.7773985959688797,-1192.3969811480529
0.17876610145419852,0.03799534494685355,-4.1622801645883846e-4,0.9571445763544256,0.8058561450140505,-1196.4279975426734
0.5704493310339293,0.02864306671287495,-3.355875864199116e-4,0.3004122326740286,0.8152144416042918,-1195.7233287772187
0.5410431531302325,0.030741905006812408,-3.6904208267332325e-4,0.6732351531260746,0.8061100067685265,-1190.0044031134232
-0.14324161849474654,0.05273749301624056,-5.489328434972745e-4,0.5600033264339989,0.7779088467161618,-1195.163563102265
0.4438862947805326,0.033605133173376975,-3.814390219542251e-4,0.5095746880248957,0.8052634090757771,-1190.9870204176364
1.184809419509611,0.00806064452898565,-1.7859777925835477e-4,0.8810849824651421,0.8212344672435238,-1193.7702280612402
-0.07795958400899065,0.054504914034778196,-5.899706119415379e-4,0.7863124776976164,0.8545018132761051,-1197.1994593867375
0.09083790046770479,0.04539242566525101,-4.871727364280062e-4,0.4547036551244684,0.8198018798311167,-1194.3750368459384
0.6640324858049526,0.0251910643215702,-3.123815472837194e-4,0.6004619931192584,0.7723849668413223,-1191.9060765652969
0.4365524557052629,0.03607129935073362,-4.191714792730498e-4,0.6067911062814616,0.7741904393880512,-1190.5872188993476
0.25864891995411404,0.038454850006015916,-4.162744247814161e-4,0.8148495024254504,0.7826630233814248,-1191.3363628396532
0.7443861343718507,0.026474885558794636,-3.4317605635789735e-4,0.4051423297561862,0.8406806760329805,-1194.6316778528294
0.39822969276845394,0.038149911711769034,-4.509072104446314e-4,0.7429149807424223,0.7984384846672716,-1190.4342267092845
0.5596756842070454,0.030051998927621483,-3.5966339337958826e-4,0.6942655406679956,0.8173913542501066,-1190.4922960019335
0.19138643712328743,0.04323913955756292,-4.7750685132942774e-4,0.6606318907351051,0.7781870873708986,-1190.8670588490559
0.8079123613560972,0.025650272557872705,-3.520620565890285e-4,0.5982363242388598,0.843179932010643,-1193.5987396785301
0.5033574111321116,0.03575472377349495,-4.2608742932029694e-4,0.49955455397202,0.8021339256497839,-1190.7588758599913
0.9072010935377507,0.020643585152928898,-3.110448927660693e-4,0.9288921874924286,0.7986148034136064,-1192.1460561744984
-0.19333996216488922,0.059862077642624814,-6.244081188132222e-4,0.38631324110055676,0.8330292182959516,-1195.8524954724542
0.7657544190542744,0.026359933762174013,-3.411650007509291e-4,0.4437391172450134,0.8199453192425749,-1192.362498297888
0.4018629610154685,0.03815095662195556,-4.444303183389045e-4,0.8417082826061042,0.8143182716630202,-1191.5804126311295
0.6615677444240854,0.02672342259248315,-3.352599680520943e-4,0.843630212956291,0.7947730447762874,-1190.712432070826
1.1715927521438865,0.01407692743658636,-2.6269030412127606e-4,0.7412409572287086,0.8438114340111872,-1194.620907862008
0.2848365510241771,0.04470132193405279,-5.149605674045413e-4,0.797392114300378,0.8199641237731032,-1193.0370731415135
0.9369614670960303,0.017553678104150892,-2.5100299784116707e-4,0.6146890222763803,0.7994297025971899,-1191.7713963904534
0.19415835980306234,0.0435130149761617,-4.7359821961446386e-4,0.5971094814703998,0.8105370036841917,-1190.3812647556786
0.293061481050648,0.03972072721200402,-4.3795685023592694e-4,0.4295336532854811,0.8032148427771422,-1191.6847385856622
0.7445632545987175,0.02375856589910096,-3.0943982099701864e-4,0.715368859384593,0.7840011139173252,-1190.362894273043
-0.08206697474025972,0.04923906743317881,-5.058288461710108e-4,0.7284724388828163,0.8034905064239848,-1191.359964089081
0.6409859168654264,0.033207022546274216,-4.0956455257383414e-4,0.47312397242974713,0.7840044073989523,-1193.262688194679
0.38085504465112247,0.04051160833361532,-4.761448629820064e-4,0.7748454770901695,0.8043450902164091,-1191.1616784628548
0.3032077885428978,0.03626788248198867,-3.946052048518291e-4,0.7890833574743129,0.8174349023609844,-1191.5392379768762
0.9521340860884043,0.0191792569108434,-2.859363619504841e-4,0.5238885061063442,0.7686830659673279,-1192.434422824398
0.595845458744676,0.032008963260579906,-3.950599282726697e-4,0.6654590952784698,0.8031441023909207,-1189.9760806812978
0.3425382637603682,0.03606946760359913,-4.0739574723163563e-4,0.6835127969070297,0.8229416257481799,-1191.6292466735813
0.6216701279071795,0.028483622829406165,-3.6606434637250087e-4,0.9286834396586325,0.7899112924216821,-1192.135878578906
0.3595534702766926,0.036934696491731825,-4.2712447279800726e-4,0.616910644025272,0.7925468443310071,-1191.849203441056
-0.20163028713996856,0.05703749188112917,-5.900478291757087e-4,0.6307527744466521,0.8045227315944254,-1191.489483728356
0.08599629419424958,0.04719783660761149,-4.93404859168615e-4,0.5225465224260003,0.8074474697451605,-1192.2196373804834
0.7435924176748949,0.027181350767110344,-3.6072147333232135e-4,0.7843789977525544,0.8069221287755853,-1190.6038932403058
0.353930675639302,0.03938944528486971,-4.523756615960094e-4,0.6280679298092979,0.8135946980681902,-1190.3365489097691
0.7835278900735699,0.026254129235249987,-3.5151455478679564e-4,0.4221756765148221,0.8271592275335954,-1193.3443344559323
0.9249100891550572,0.01757972375885739,-2.571833923694874e-4,0.7334295660072695,0.7875825794535466,-1190.931446234495
0.6248879785823103,0.02693430601415787,-3.2723720987705386e-4,0.8268444337138163,0.7944715758062117,-1191.1864908401606
0.9689462541159526,0.019434982885521555,-2.8977240122858913e-4,0.8198256461089866,0.8172916931236627,-1192.9573036283427
0.45395204472838624,0.0346099395683004,-4.0437774057637706e-4,0.8624611368594771,0.8170421418278494,-1191.5128528948535
1.2196393283052929,0.01010781346404532,-2.03925519748188e-4,0.5674036831197737,0.7997721960343209,-1192.4161339332406
0.23487503259404474,0.038350447826053756,-4.142636889046789e-4,0.5519397733141949,0.7862906750917938,-1192.5419572442293
0.8757963707577912,0.018700124085461057,-2.643287031280955e-4,0.8292351956116355,0.8098831768097329,-1191.5424094685654
0.5969567116964706,0.029335541782018006,-3.455159290329828e-4,0.5413333589189359,0.800262688779739,-1191.5941115686646
1.241915891595314,0.013068045028415602,-2.581165735628942e-4,0.6933571242252965,0.7862237098486844,-1192.6958038292582
0.6644000485038448,0.027674830313488913,-3.5582546527203183e-4,0.6694806627058704,0.7932936790179734,-1190.490631233251
0.8690485631653418,0.026328045887908103,-3.746900288931493e-4,0.6793234208713049,0.7953628260286619,-1191.805642254001
0.7532690736715297,0.022341717612433563,-2.967602057945303e-4,0.8927439767852152,0.8222084315541076,-1192.2509927461692
0.5076350804656153,0.032845215902973283,-3.864167787314005e-4,0.7048246560775392,0.7848768997359644,-1190.1537281578628
0.9954013103053263,0.020465315739768255,-2.9988963681240263e-4,0.31241295458999035,0.8128776848512127,-1194.9225252281403
0.16008494743111468,0.04403388135357881,-4.7523800276695914e-4,0.49338071478849227,0.812047792408205,-1191.4379851136866
0.6649893734224729,0.028325751437058216,-3.604524006454087e-4,0.7542412560152576,0.8081869348447352,-1190.082308522671
0.43145413832509616,0.03825292298074299,-4.3993604377065207e-4,0.5993271852268568,0.7931595450160929,-1191.792221350283
0.577023216087961,0.0326187975735446,-3.957375534475413e-4,0.60823793491631,0.8176588213764825,-1190.8518586965915
-0.24608064579878938,0.05269843558163455,-5.208698650772171e-4,0.7723990034776403,0.8549880942893863,-1197.18876124231
0.41759370277123925,0.03948615872413307,-4.5320203239823914e-4,0.46191095099048524,0.8179574701524692,-1192.8888652680241
0.3995723632075482,0.03857118423020129,-4.480848609201422e-4,0.6750926752041579,0.8156907373454324,-1190.565136146048
0.5962078720429834,0.02340189161822228,-2.723655908323805e-4,0.8838701651196712,0.7905225367144146,-1194.2571755077918
0.635027400030616,0.027621237279835068,-3.4545764655011057e-4,0.8180066260092648,0.7898356660357209,-1190.3063958399032
-0.013510978553176284,0.04768870385179039,-4.794264302527409e-4,0.6405778414987257,0.7947585017401898,-1193.0654536583284
0.7888391885569564,0.0269126616187649,-3.5984927963531954e-4,0.6741372982512538,0.7878617376796366,-1190.9710638845042
0.1474433739042917,0.04837530201123894,-5.348214132897387e-4,0.4834379117397421,0.7888571513442001,-1191.9395142897524
0.1470665941286103,0.0430577795647694,-4.6585999694227125e-4,0.797970963793564,0.7881674052730386,-1190.5746949054287
0.40365568592330475,0.03880393051344427,-4.5007956944894756e-4,0.6804324463272579,0.802536114237149,-1190.426987260376
0.472279878774424,0.03773598505582104,-4.4852499965045524e-4,0.7462769090070013,0.7952979152316043,-1191.693058506595
