b0,b_t,b_a1,b_a2,b_at1,b_at2
0.4533342655678137,1.2971884169349035,0.0049837089150987935,-5.576142451112831e-5,-0.03105839045476079,2.415546216346654e-4
0.1871422547010017,1.1250425204486487,0.011899819188838538,-1.0661108806462078e-4,-0.024329693501396243,1.8420056570682302e-4
0.21562356145325956,1.6972786474878174,0.011593624025415266,-1.1042935148081443e-4,-0.04373755244373923,3.4206768597692516e-4
0.34844374647099186,1.6293536112167675,0.00866393594826104,-8.811531066255595e-5,-0.04059608576102277,3.0711061866104804e-4
0.36143092833944834,1.6584322176143902,0.0070462814176277975,-6.757124479203826e-5,-0.04107879963968009,3.1018259096212536e-4
0.3780790555950043,1.2981787865681418,0.006953055312682106,-6.786382523059615e-5,-0.03139583117703423,2.4908380511110294e-4
0.4281554982108834,1.1704255866714726,0.006258407049582087,-7.006363140501556e-5,-0.027218603080370597,2.180335721311987e-4
0.20454112473775926,1.6496874513033386,0.01180287085006714,-1.0497529209516684e-4,-0.0412086878115346,3.175847131006551e-4
0.2412681688280525,1.3818398285293698,0.010216131424542942,-9.093790787334127e-5,-0.03225488016151522,2.448120380282763e-4
0.4479005266159249,1.609796926477146,0.005325605693249772,-5.679712272152063e-5,-0.038631596359020366,2.8428448612863647e-4
0.4153101522149755,1.2881531390092469,0.0063337900597004735,-6.248337499804059e-5,-0.029753593355031013,2.2787110828322127e-4
0.3578675125571712,1.5232562162808496,0.009505892695752543,-9.766043816387677e-5,-0.03857897471106816,3.0634240513715996e-4
0.31414291293776825,1.353145533126546,0.007357191587224537,-7.307881532156794e-5,-0.031717667568164826,2.4019566796953593e-4
0.231581222852987,1.7052782086591183,0.010839948026435519,-9.838356724538702e-5,-0.04227409410401758,3.183452496686754e-4
0.4145753823514997,1.4499924763592258,0.005627949924859046,-5.445868339675262e-5,-0.03378347864827537,2.5200336112171244e-4
0.35123697524212805,1.5346123808591967,0.008237436147550136,-8.10340998013494e-5,-0.03756498048911216,2.911696849435359e-4
0.3356249753776755,1.306217394332777,0.008953462963742678,-8.206673764723257e-5,-0.03061418463115267,2.3524562889419464e-4
0.26864692550631486,1.113269747891705,0.009462183556627347,-8.687942042277975e-5,-0.024094257896360643,1.821358692245059e-4
0.2046226846782666,1.6547863068653808,0.011874582646593234,-1.0590576664913699e-4,-0.03957876965005862,2.8788204872813626e-4
0.10484856373908318,1.598173817980607,0.014391137940975079,-1.2690171886234165e-4,-0.039357673541736436,3.0202732087059606e-4
0.41968571884150657,1.403998936173604,0.005472853988642523,-6.276837708549184e-5,-0.034340760774573494,2.655485328507737e-4
0.40890525808464045,1.4346205082124193,0.006614643949185407,-6.941261267380757e-5,-0.035347519508573184,2.7711720441252435e-4
0.19282538601875968,1.5011760974534674,0.010768644302350984,-9.195478886516843e-5,-0.036646591498284774,2.789619292678043e-4
0.1414948542900351,1.5251108983142734,0.012958520537948609,-1.118880919700022e-4,-0.03518705048616523,2.5119413535989744e-4
0.44893135855705496,1.7244052174061142,0.006656083269686945,-6.779120215422561e-5,-0.04363446078360643,3.3094379329046787e-4
0.06262211556006893,1.8035184351401434,0.017046691498746862,-1.4875608969270397e-4,-0.045027746861365216,3.390106359309695e-4
0.3399944987268689,1.4990347976992313,0.009215904047989045,-8.9883422662072e-5,-0.03767787179601574,2.976812470428647e-4
0.5416440184005497,1.4164703014288442,0.0029365671167793676,-4.016054915413646e-5,-0.03451639208613967,2.709120288572291e-4
0.1794180505819845,1.6116420253345418,0.013133159701529942,-1.1822733579199626e-4,-0.038765450549530095,2.882213632052413e-4
0.32449783751915684,1.460832724920685,0.009096836136680882,-8.852313779034542e-5,-0.03540778609001091,2.7393178879411026e-4
0.2099674660552471,1.4293235554032333,0.009176711403776816,-7.98819889393404e-5,-0.03404867273894062,2.608862685509772e-4
0.35341180275696316,1.4777681616930343,0.00864148671672525,-7.762709721774675e-5,-0.035554667515002865,2.690966730618434e-4
0.4146296741425191,1.23794356454628,0.00617394240242993,-6.275379793747806e-5,-0.027187127172131415,2.014888727438986e-4
0.36066306975304663,1.3712323461346836,0.005330639027259745,-5.822661054093867e-5,-0.032523539881144245,2.490608665511253e-4
0.3737680171374027,1.0389061577128609,0.0073258912855588805,-6.999154506170168e-5,-0.02106238573444371,1.5712209925584385e-4
0.4201522700750532,1.2626497609725125,0.005277525793044569,-5.134681333028991e-5,-0.029518426505657863,2.2718805132426143e-4
0.30322472622763796,1.7176208231209296,0.010263216456480458,-9.017015139941454e-5,-0.0429210311801028,3.241379820142536e-4
0.22214899367710708,1.488892511298665,0.012754848674697556,-1.1552267025116179e-4,-0.035781433978550506,2.715019688401881e-4
0.31460121578015987,1.7262465796870217,0.008586032553899909,-7.963448520762686e-5,-0.043013797384746276,3.230364005714102e-4
0.33038774817114014,1.5671414141928344,0.008450595168957896,-7.842652290951565e-5,-0.037155472380650846,2.735756381765225e-4
0.48802306088398517,1.0916989626681841,0.0018654761483658667,-3.5352367682739144e-5,-0.023850473987909144,1.8418429271605335e-4
0.3040298920458727,1.402493161144299,0.010937071258473059,-9.631526996636556e-5,-0.03336148962417124,2.536311799422533e-4
0.24000061061628197,1.9163800418537378,0.011416514117216904,-1.0731064966104237e-4,-0.04865885528639507,3.663912108026777e-4
0.2755912541280429,1.5579942123101647,0.01016258083684003,-9.457879147857849e-5,-0.0393427313115865,3.0948198117071836e-4
0.41267864976845775,1.474898101640533,0.007927887509635067,-8.411030280978805e-5,-0.03569254719882542,2.7792470555323273e-4
0.33845887489441134,1.3605443276595564,0.005535260269998139,-5.0796280947486866e-5,-0.03150682817526568,2.3793404692997735e-4
