b0,ba1,ba2,bt,bta1,bta2,sigma,lp__
1.1387856324651338,0.016909547930655303,-2.047036273867337e-4,7.667981690990964,-0.15375582358140608,0.0011524118635885456,1.0695705877621717,-1625.817402822954
1.5292976321395653,0.004503757681210986,-1.1310772270381736e-4,6.2516559002617775,-0.11774319668347047,9.287203882649104e-4,1.1056058694145896,-1625.549513396159
0.8864998188270076,0.02070576340203654,-1.8817985674669785e-4,4.9554425240321125,-0.0648776605239019,3.6812137213615615e-4,1.0550683439802269,-1626.7500740286675
1.8921076924500413,-0.0026618379231247735,-6.193739255263093e-5,8.412104531761601,-0.18556996097789957,0.0013936798081613424,1.101082367334246,-1626.475013341616
0.38544659280318183,0.03788064067154891,-3.2373583655168016e-4,11.501705936163937,-0.28046951008099574,0.0021130861934571385,1.1017660494076078,-1625.8807906901582
0.43191318841502374,0.03770953974629217,-3.628659913245657e-4,11.722671415268756,-0.28996402407619287,0.0022163592674836734,1.1026193245664822,-1629.479418627047
3.0726158087924147,-0.04492597272448302,2.922939639696493e-4,5.0373026741445726,-0.06382723134044682,3.62015458844196e-4,1.0905093982651453,-1627.7932404323697
1.4828671123040047,0.006983862462807253,-1.1447918153441298e-4,6.773594130406942,-0.15629686637396745,0.0012964097464681083,1.0958196803907523,-1626.7733865043738
0.5675351234736531,0.03451852855632513,-3.3216546571301003e-4,11.362970376330052,-0.2825876347816568,0.0022299230508550662,1.1063610620199988,-1625.3416370712512
1.2783873157936945,0.009214793005924813,-1.3438517930827525e-4,8.154352218218506,-0.1810507691917217,0.0014423297760579972,1.090630158100421,-1627.9875930751182
2.2341255653821315,-0.019236080386624187,9.287057721628921e-5,4.594782835864495,-0.05753841262756783,4.000599849899524e-4,1.0962062393038743,-1625.217892065702
2.178901955981366,-0.008474374437840769,-4.1108051711072524e-5,4.812986908289479,-0.11850804053525255,0.001200683207732549,1.0847378223724238,-1629.7627860156272
1.1370810497399455,0.018114844307705807,-2.0656897611817814e-4,8.197615636860087,-0.19097007352529136,0.001512106696265158,1.0997973449372933,-1624.9004558041663
0.7448581753109653,0.035636522515469324,-3.938129511528279e-4,10.289151694464563,-0.2779936877753964,0.002432411952751654,1.1685044934500801,-1629.5150423510759
1.1424910936576353,0.01729218533516227,-1.8850901284705137e-4,10.39165697355797,-0.24231448961275504,0.0017760459040645632,1.1095835298175756,-1625.7455130309988
