b0,ba1,ba2,sigma,lp__
-0.12123692814490188,0.0561522613572561,-5.694043113606978e-4,0.7913628717902026,-2377.4305959956678
0.49554868739952074,0.03761768703125501,-4.472507823709066e-4,0.780557529761801,-2378.001177551696
-0.07569013461768717,0.05599446857371802,-5.900609789432989e-4,0.8063869112658656,-2377.631614748058
0.6659962097297379,0.028162490303274827,-3.357752064419362e-4,0.7955157493465392,-2379.0131185988153
0.39234372096171183,0.04216909730311703,-4.8053654713144523e-4,0.806113207214866,-2376.230039624174
0.5281855208630247,0.03698295248461796,-4.3670061210064517e-4,0.7831308268207783,-2376.2099142936167
0.48017640486794627,0.04274862961537489,-5.077966505951804e-4,0.7972606029917286,-2379.4491076670492
-0.06251794427067352,0.05440367810299211,-5.627401211550519e-4,0.778269951109217,-2377.119845660504
0.16323714871345477,0.04849870288144008,-5.206185794587347e-4,0.8098780969167032,-2376.8118090245925
-0.4917860969570691,0.06802017249224751,-6.729680311721469e-4,0.8136985901881125,-2379.8179415045374
-0.5378818113484432,0.06924406050295644,-6.778572318149195e-4,0.7935061399523801,-2378.880203085006
0.5165545279121558,0.03793445166067357,-0.00045136182604692087,0.812002251780163,-2376.5794176693257
0.047641050938307686,0.052953912751845834,-5.730719502038768e-4,0.7953652212846115,-2377.437656639133
0.05938882634245438,0.04710511790763948,-4.8498523885082297e-4,0.7831628216437294,-2379.2688134617197
0.05929401807985063,0.05194341146116322,-5.526827634313095e-4,0.7708764762012243,-2377.879519654377
0.5435936662265526,0.037377352968414046,-4.4353881779243825e-4,0.8100174000096039,-2376.7360535897906
0.3808763659610018,0.040460467763537296,-4.573249195187025e-4,0.8043433583157379,-2375.6713216382414
0.5345355530719975,0.03770507017088075,-4.3942747473680287e-4,0.8105380627201836,-2379.4157760504127
0.3825067529669773,0.04074520489387695,-4.5717191303375204e-4,0.8003757526119699,-2375.801608435256
0.3136511909044272,0.043207091520887315,-4.8320609874715e-4,0.7654591123138268,-2378.627884395906
0.21328960066318017,0.04807384512650993,-5.249406929748723e-4,0.7877750671738543,-2377.0613773322607
0.5145323150297718,0.03623462631001954,-4.2443016817493036e-4,0.7775342497206492,-2376.8377624537807
0.1841438678715597,0.04633735136866236,-4.916299802408907e-4,0.7955926588999742,-2377.1395725567854
-0.31208009125699177,0.06304566037980788,-6.387140035038051e-4,0.8029629283520457,-2377.6838562137227
-0.007370586241498743,0.05425123424544598,-5.705643624142579e-4,0.795804366079908,-2376.0179201160445
-0.35063488684694444,0.06384698587421689,-6.324284498079867e-4,0.7837242046273348,-2378.7074430361863
0.29095191980889573,0.04644785703099171,-5.169922743961508e-4,0.7861134983915399,-2378.161182303867
0.7350698154580196,0.03306688366674024,-4.2554933593769596e-4,0.8047093825043601,-2377.8396700658086
0.162203018690616,0.050235838037463884,-5.510075710723376e-4,0.7924725354593036,-2376.249045860977
0.5731043557120082,0.03864950614086499,-4.7175572261259246e-4,0.7995593127797135,-2377.6785012678747
0.4009683300663782,0.043241024653693304,-4.993233671495843e-4,0.7927363512119482,-2376.7191397362944
0.18933901114095514,0.04856396099730311,-5.348055768218915e-4,0.7855994772956456,-2376.201321869721
0.4320862274255857,0.039856263747622765,-4.576738253819843e-4,0.7970318850161479,-2375.448339798594
-0.3050139133827702,0.05996753788881211,-5.911754893196306e-4,0.8083553491782501,-2378.5936313446073
-0.035236865215268205,0.055533694100409564,-5.900835183738585e-4,0.7970955302537324,-2376.7619666491755
0.28012737359426804,0.046701265999876396,-5.208423053916255e-4,0.7926337838906842,-2376.893571582608
0.35814238462647885,0.03838986176180127,-4.207452335816868e-4,0.7958435697202794,-2377.382645556758
0.5187726373298033,0.03602504413365131,-4.1804407247461286e-4,0.7950533236147602,-2376.0538487350623
0.4421959352225959,0.03918700581940605,-4.4719593520170325e-4,0.8180093077350375,-2377.2316006864453
0.3521350804296761,0.037763965208730106,-4.082227140047569e-4,0.7968484799276202,-2378.5663878886267
-0.06699448934217461,0.05444221121741893,-5.627098983012065e-4,0.7776544009594493,-2377.2418196777057
0.4027526146161484,0.03926709799121175,-4.4019302125821694e-4,0.7809968542851063,-2376.762487849
0.8205712866972686,0.02818779200348992,-3.6975861487737756e-4,0.7930018237970917,-2377.108658971907
0.2813967322267301,0.04596419760591991,-5.124915257792989e-4,0.7858548861944148,-2376.316103281137
0.5343990803397899,0.03770841059899205,-4.529085146750431e-4,0.8106058923636559,-2376.7595971141727
-0.1910724709222139,0.05771817914482241,-5.886778619844724e-4,0.7631522863155362,-2381.632355232384
0.06674796901315459,0.05362444180559836,-5.795517670329314e-4,0.7763812051658534,-2378.054681503714
0.19074065346618532,0.04603786289056611,-4.9755071338361e-4,0.7812447645635997,-2376.412551324834
0.42717803530710535,0.036431643453834636,-4.0716465342298825e-4,0.804784852721721,-2377.386179542771
0.8665449811704933,0.026004669758354568,-3.5552102589265057e-4,0.8021756596567775,-2377.4005378314428
0.44294688816357947,0.040414922677637674,-4.663311526189717e-4,0.7910178765983998,-2375.985286822192
0.012831007326459776,0.05226589799458604,-5.557742757979276e-4,0.8025869586379093,-2377.5378146974817
0.4192902790655756,0.04151752529717843,-4.8380708069443713e-4,0.8037944074670748,-2376.3185433208773
0.24938410485954665,0.04550087576662956,-5.035064128134383e-4,0.7904965504871874,-2375.625990621768
0.5218425078179356,0.038245904454088944,-4.5048953131819917e-4,0.7877051291905297,-2376.7213521225385
0.21105807377569882,0.05069779923762282,-5.668318180966838e-4,0.7895948510403419,-2378.5228572671135
0.06894833615600689,0.04903304881327202,-5.185760965505501e-4,0.7928137667123699,-2377.113048646151
0.33265002429172374,0.04168944469843309,-4.625907556842004e-4,0.795186364707594,-2375.537217148272
0.0938944174421213,0.04736944091817072,-4.975234424729012e-4,0.8070361756787715,-2377.4353973284924
-0.11172047886285841,0.058013437026696965,-6.018521348587231e-4,0.8162234516392951,-2377.7799509046185
0.5275240713591057,0.0364910660250389,-4.310328582274672e-4,0.8231807966155237,-2377.7004810604476
-0.031173072191570034,0.05353357218546942,-5.591325907059675e-4,0.8047534325026123,-2376.215598388901
0.10212648108326648,0.0505635563694798,-5.350152589364523e-4,0.8059076366352083,-2377.558890620653
-0.2605334718119758,0.061082286139612293,-6.152192579455194e-4,0.7994559283045486,-2376.8921766524154
0.5458505683448716,0.0398912865598123,-4.8202436167046707e-4,0.8047816337531843,-2378.3535349306426
-0.042512842711325306,0.05519287877700871,-5.818565480463485e-4,0.7924187938787426,-2376.285674451203
0.2748869192994674,0.044375383386456135,-4.958823255625057e-4,0.791174947029308,-2376.3633589774713
0.556056322867784,0.03672951050285959,-4.3208960491092e-4,0.7857983253717918,-2378.115976164036
0.8811535346093059,0.025653027454796962,-3.5240650184193643e-4,0.7991608271395225,-2377.1764218588023
0.49516426570258637,0.035232574675591766,-4.0436289364214733e-4,0.7770345924294046,-2377.7326138037315
0.2650326182414572,0.043929375326240784,-4.7964584837456196e-4,0.815296180033637,-2376.6273682861083
0.28321024314138066,0.04417997311659307,-4.952938637511288e-4,0.7858801253909424,-2376.798177807875
0.321828830475905,0.04146633708829491,-4.610411228252417e-4,0.8075233842023556,-2376.3712072288804
0.24595980634934833,0.048203155795072075,-5.414725694416356e-4,0.7991468691442409,-2376.6864727463735
-0.0039185140613822705,0.05230569124393905,-5.384557479791538e-4,0.781255621018075,-2377.9628377884155
0.4221395133532629,0.041274300130032186,-4.81200774300698e-4,0.7890744929417458,-2376.357929560695
0.21296288148848408,0.04656460286853584,-5.11366559155063e-4,0.8083352122477286,-2375.998736119612
0.2830631429418055,0.04577108663055861,-5.061547101006997e-4,0.8002947161767154,-2376.878109935908
0.05425840421320548,0.05188463944507351,-5.557628329082185e-4,0.7949695098118296,-2376.1408749851853
0.16288598969048448,0.05088536035489411,-5.58403245833969e-4,0.8039412978633604,-2377.0620415623393
-0.4313161849310397,0.06921659633989828,-6.99902077060739e-4,0.7939901504583304,-2378.9592606946094
0.33354018633038895,0.03993002894776655,-4.351476664326664e-4,0.8125508779608793,-2377.5511207245677
0.057350146990321066,0.049494507678119644,-5.181327119558773e-4,0.7913388609168405,-2376.266220093398
0.24458998503864454,0.04870976622669498,-5.45880008922896e-4,0.8062382104314096,-2377.3445148544474
0.5838410655003867,0.035211103909266274,-4.276713410144353e-4,0.7881824361667199,-2376.3514663982514
-0.05703011221526321,0.056133209569831935,-5.890595987507561e-4,0.7752719912224728,-2377.669644467505
0.3122768896817842,0.04228881665645816,-4.719210245907935e-4,0.7832447010753975,-2376.5646045449867
0.04744007616660233,0.05219500465840842,-5.502243012992248e-4,0.798893487488159,-2376.2477072588813
0.4638619660791707,0.04077272920059026,-4.8045439249634636e-4,0.8013953781305245,-2376.3542011016825
0.5317285221602509,0.03500962024421442,-4.116439775306869e-4,0.7856138515074906,-2376.4446462084707
0.3555178619112739,0.0440565614608158,-5.019160129678197e-4,0.803904061565083,-2376.249796832517
0.45040095478791325,0.03788564920911045,-4.3870241985246433e-4,0.8034666473196814,-2376.4713551893747
-0.5327175467443696,0.06632015146779272,-6.318287948599718e-4,0.7930729716340674,-2380.771444441089
0.05522171103372257,0.05064649864432615,-5.313625321051876e-4,0.7999293042577554,-2375.8854023298504
0.09041489412290103,0.05208603519391297,-5.696941353747915e-4,0.8070164653920622,-2377.8283909638276
-0.14703179152750345,0.05872299200287485,-6.025573399141621e-4,0.7992905054847605,-2377.105312916116
0.40603998542663305,0.038880031387801633,-4.3472863475385094e-4,0.8011869017747321,-2376.266442597883
0.2153484422494027,0.04656286546699111,-5.122258758136693e-4,0.7993576580642566,-2375.659884860959
0.40452434838255785,0.03785456395582598,-4.179875780739377e-4,0.7951649486492429,-2377.320163624137
0.3544282573356744,0.044064844882138444,-4.950748382254306e-4,0.8039609549404694,-2378.047567621916
0.15480095618281373,0.047040903556889856,-5.074347342931295e-4,0.784620671382589,-2376.7700670840195
-0.008664740016321469,0.056189813359779434,-6.008345466355072e-4,0.7738925562044244,-2378.8049727301736
0.45734470201730665,0.04115623956893209,-4.845614959118495e-4,0.7942436127045907,-2376.427755934958
0.3260017364386011,0.04609840849882802,-5.264416305470143e-4,0.7938721664521522,-2377.019447333784
0.3938899716931503,0.04098356954013485,-4.702279516086125e-4,0.7961042161857566,-2375.7280946719407
0.7479249843349358,0.028203807752537984,-3.5639231142964344e-4,0.8016702974215144,-2376.742147529625
0.1365840785596605,0.04900031861708175,-5.357872342471404e-4,0.7893071920970824,-2377.645677877007
0.6275905085656222,0.0336481199351276,-4.040425218368227e-4,0.7913752291387427,-2377.2555044927453
1.095102754811311,0.021713945656508166,-3.331857119891429e-4,0.8210368611860697,-2382.147247817571
0.652007933990395,0.03468130835472226,-4.2476422248947633e-4,0.8092921801712,-2378.211888298955
0.15418587737334047,0.048181592692069376,-5.155593295397897e-4,0.8029177135824572,-2375.969652228601
0.21007763188527556,0.04812175300399135,-5.33570817841551e-4,0.7900892768028712,-2376.125682608056
0.3531341608652459,0.04039712411172408,-4.514733408196248e-4,0.7860567749384255,-2376.3103229975595
0.21508001190767453,0.04793200984273934,-5.318479477785955e-4,0.8060708006106457,-2376.227313567394
0.6955384494067581,0.03135894391112884,-3.8853106235057843e-4,0.7887137891853839,-2376.6643214955716
0.1716979821052104,0.04510644351888199,-4.783664655868556e-4,0.7822343140156456,-2377.2519867500237
0.433539332506042,0.041976813103939685,-4.978110090273873e-4,0.7913915256691683,-2378.276452423338
0.3528152334995966,0.040128052490705196,-4.4664840639466e-4,0.7986570835370396,-2376.0359488886165
0.4162333229016594,0.04067469628860803,-4.565092769459848e-4,0.7899805443127441,-2378.9185509715544
0.2938026756991289,0.04382698773783509,-4.84926030679834e-4,0.7909571973037527,-2375.481757169669
-0.02300440581377417,0.05410783129854828,-5.670560471468889e-4,0.798492340636462,-2375.8215430849355
0.5755405639102394,0.0380677300332037,-4.6170748640095527e-4,0.7833573623868237,-2377.9034956964824
0.11393832699221512,0.04963477058731132,-5.278565783347342e-4,0.7881228554259796,-2376.171355571144
-0.3306905959891389,0.06304611052432642,-6.275134242191484e-4,0.7987431460073001,-2377.4326465302715
-0.11528643973887077,0.058331202799272154,-6.138384786857075e-4,0.7928895366859691,-2377.3522138243984
0.23337723191790263,0.045401649933306344,-5.028849840752045e-4,0.8033860261517873,-2376.8302109793776
1.0409130520373158,0.0223118117094696,-3.400800811538561e-4,0.7866687692897463,-2379.3804592400343
0.1742602147031043,0.04809923553872368,-5.17270569943997e-4,0.7669254829184081,-2379.2412842534654
-0.09871460439716498,0.056781606332550666,-5.889359778369784e-4,0.78819728927985,-2376.352526875079
-0.13126537573367908,0.05821947698929516,-6.080285199371879e-4,0.8025155334369716,-2377.0051475109094
0.11230825267161604,0.050723556376679975,-5.464213403338382e-4,0.7738709972403739,-2377.415375518579
0.34781201673407725,0.042081817600491,-4.786659794295269e-4,0.8166239952970684,-2377.5562948872825
0.2267924784609907,0.04461932667310124,-4.805917069239209e-4,0.8167971683083878,-2377.0942847028423
0.5166073314980877,0.03791938768990522,-4.4544300291843715e-4,0.8120256430642956,-2376.7611432234557
0.2647167677039172,0.045011038278228555,-5.038197306198887e-4,0.7982995956084112,-2376.579940158911
0.07867916960761141,0.048141463364664926,-5.064488527273473e-4,0.804140980439953,-2377.2698020994276
0.14267515200448422,0.049801936559301506,-5.366223376778426e-4,0.7821587908862166,-2376.791276089907
0.6421577292544731,0.030945447762232136,-3.7094486758050093e-4,0.8281562061941156,-2379.77799452775
0.1769661132582841,0.045255643700909634,-4.7627692675231256e-4,0.7812840518654932,-2377.9240973115216
0.18141093325349236,0.04774714481883393,-5.161120550024147e-4,0.800226439009833,-2375.6871355712997
0.506838286935349,0.04294529107040159,-5.197753976161366e-4,0.792587783105364,-2380.961416269563
-0.03368486505167451,0.052957478506402686,-5.357990300441238e-4,0.8022028264457389,-2380.440076472579
-0.044014510252080086,0.05276550278133996,-5.465331958506976e-4,0.7929701882987668,-2376.80516221036
-0.039653948020211896,0.05557523637743132,-5.919820051076146e-4,0.7970219359103398,-2377.507469582608
0.44288624214365785,0.03924568628931136,-4.538715210133354e-4,0.8038710508617424,-2375.684376820034
0.49363782587502036,0.038911948762259424,-4.620615221966437e-4,0.8058565141900648,-2376.416005485191
0.7140321804638174,0.03109608906289112,-3.927470843388326e-4,0.806441361444717,-2376.4484429213035
-0.052717719245087315,0.05466334530277643,-5.796507347733207e-4,0.7782431697847538,-2380.617100508176
0.19588072874326154,0.047784208811797436,-5.156005803049142e-4,0.7783569889047403,-2378.1024749867433
0.38462850764934964,0.04014838563078175,-4.5619638654100056e-4,0.7911456696222182,-2376.000179190218
0.3553859997647485,0.041572688780985995,-4.6060366082331715e-4,0.806843297508988,-2376.825216624624
0.06201419440025685,0.04723282186575369,-4.888356938329509e-4,0.7843867387644872,-2379.104292117174
0.09122327530994034,0.05219810092377527,-5.577492315537715e-4,0.8070193092429814,-2377.672467725215
0.39924727951910516,0.039046426015098945,-4.4315282802080995e-4,0.7974528551248876,-2376.154702347289
0.4103248325783169,0.039774942748376785,-4.4474719406367204e-4,0.804559702110415,-2377.415724052311
0.3249781233166695,0.042136261020475324,-4.6160118488398303e-4,0.7987351765483596,-2376.815390163331
0.05044749220691462,0.04966430981067083,-5.15289510293631e-4,0.8127724924610873,-2377.221418774329
-0.02527553714301934,0.05268190975278752,-5.458503667723919e-4,0.7825999319249368,-2376.7139545132263
0.35357549217312445,0.04293784544784323,-4.802628463879692e-4,0.787068100450983,-2376.903105775129
0.37322724636621335,0.044582078290262284,-5.072074692244095e-4,0.8157108235799604,-2379.6404322036747
0.19432261237946252,0.045775499774162544,-4.89511282123198e-4,0.8026101736247496,-2376.1011368006566
-0.450743030620687,0.06820936903657457,-6.772917715056393e-4,0.8010763735428295,-2378.249828922963
-0.052802882996465565,0.053963867568571244,-5.603004495089949e-4,0.8097490005646997,-2376.614697415594
0.7883455647171134,0.02786743165768887,-3.585433068811717e-4,0.8096957979136761,-2377.2521254764733
-0.11475528380258852,0.05601800401586641,-5.799171725818415e-4,0.801762934017934,-2376.9811706827504
0.3653429888485134,0.04091362817384355,-4.5070101593724915e-4,0.8030232721809566,-2377.764326375983
0.39527669981951435,0.04241138311430338,-4.840858985593272e-4,0.7904347046061772,-2376.38424345869
0.23601119285944805,0.048368813214220166,-5.381520602379506e-4,0.7920361700180998,-2376.6622964394587
0.9907084341978732,0.023985301200138066,-3.476201174079966e-4,0.8067058000428061,-2378.493779827062
0.5298018602056016,0.03538084148721478,-4.1423083567361757e-4,0.8089957095394272,-2376.267608896122
0.4279736415836532,0.043637104281672424,-5.149448539211117e-4,0.7884329136864272,-2378.282044116864
-0.08957682011896574,0.05274686342010141,-5.280386492513224e-4,0.8018675028841254,-2378.3670500116623
0.7111489133070346,0.031145509729586785,-3.903290131099161e-4,0.8139136624898249,-2377.1681569024863
0.6799836317145014,0.033470746320083226,-4.1966196949777876e-4,0.8161262090295096,-2377.5772103727377
-0.16857561538083646,0.05702092698931087,-5.770005125075486e-4,0.8081277106190875,-2377.0559017202368
-0.0021907441575412493,0.05465493054075389,-5.792003089579133e-4,0.796630306074478,-2376.091956761407
0.20717679831805733,0.04868999611147871,-5.449270694684202e-4,0.7933400411456835,-2377.3042812326776
0.23389718546169982,0.04577773830290346,-5.023632985847697e-4,0.7931745332413873,-2375.3884786093786
0.8097346717926556,0.029049420996008057,-3.8461484996813583e-4,0.8066947797836308,-2377.1522908382194
0.49980079501589736,0.03683932007349727,-4.352893908444343e-4,0.7927516714683165,-2376.6534073406747
0.4024991846384038,0.039282607592432156,-4.4833621931763553e-4,0.7810180117069345,-2377.049588068862
-0.324465537573724,0.06377044800235716,-6.446641742779457e-4,0.7689949717698356,-2379.9735554472077
0.737123226173672,0.030051831535317413,-3.839304855993944e-4,0.8070177519584892,-2376.636048845889
0.3946291372405435,0.03902799893661028,-4.428983777370324e-4,0.814693452879322,-2377.4407776947673
-0.17407379320675678,0.059779506218883,-6.19698401289996e-4,0.8231620800134621,-2378.8295705901
0.44149703945286456,0.03921906340461031,-4.5466184215560955e-4,0.8179809886692754,-2377.1095661064683
0.49300628945726904,0.03780257820899187,-4.3969584657534524e-4,0.801022922033073,-2375.718693202256
0.5223716961358625,0.03629342755771683,-4.26894911495989e-4,0.8149842921081958,-2376.6355933669292
-0.04927673772279709,0.05475584227057221,-5.72453958028399e-4,0.7782611039837544,-2377.0678097082755
0.680068117600019,0.031527611066349395,-3.901187740733372e-4,0.7960728804592716,-2376.0603921762777
0.41286378815203134,0.04176185188411806,-4.8292473009048e-4,0.8026090415864545,-2375.9111585866676
0.3485289441720012,0.04279163768670007,-4.7424151132087e-4,0.7870133204048119,-2378.085749812604
-0.1612864152663832,0.05823725245216231,-6.030182099356584e-4,0.7968241902767274,-2377.284097591085
0.5739578517766888,0.03478155353782048,-4.1818030728580556e-4,0.7972345162116846,-2375.903648228655
0.3879258493415781,0.043599514082057034,-5.094015511862003e-4,0.7988396055590458,-2377.4384306185707
-0.4165175964814848,0.0663127966862083,-6.560105961728354e-4,0.7706531291633242,-2380.3986150129517
0.5059270720680514,0.039270969782411395,-4.657828455025893e-4,0.8049111191463311,-2376.3916661081885
0.451089816853161,0.042069989256055165,-4.964612381708798e-4,0.7849018507058264,-2377.507733668958
0.4787934945914414,0.034411496204000316,-3.940526311832055e-4,0.7951413494616947,-2378.4376873434126
0.3952346325699592,0.04309679289743241,-5.01052321030472e-4,0.8001303273759066,-2376.583203723059
0.6906579235251763,0.032079348405215764,-4.0264083315706017e-4,0.7759085969979712,-2377.5490855637217
0.4052576102699678,0.0401715814310344,-4.5457534372824246e-4,0.8029641053635364,-2375.7425877166556
0.39496728740016096,0.04239127098458749,-4.8635069473018536e-4,0.7904342943850506,-2375.9732923406395
0.3680747537183942,0.044487914402182034,-5.187848738820354e-4,0.8151628133090059,-2378.863458867401
0.20959151018337224,0.05067866626574734,-5.720121755264332e-4,0.7894923806178485,-2378.7864185917133
0.31056969988793565,0.044786441370704755,-4.946941537809231e-4,0.7845505507108682,-2378.745169085581
0.7619460043424295,0.028288973301863484,-3.7200358031665084e-4,0.7937967276984086,-2379.520686372278
0.2380479199317263,0.0475775204135679,-5.357132304044887e-4,0.7934816987857541,-2377.293434443054
-0.03456603611909647,0.052949630625397384,-5.512084392488767e-4,0.802308166738734,-2376.5545871678623
-0.45642081114153576,0.06970494206928639,-7.015723109390244e-4,0.7933634149079063,-2378.916480414838
-0.10078971425876597,0.057234982540350914,-6.022881723393892e-4,0.7996960087298512,-2377.4313229006475
0.9169963967923048,0.023270535115291736,-3.1541819810492963e-4,0.7968108963191272,-2378.7797165628044
-0.08912749845744285,0.0559753267558903,-5.765597950855378e-4,0.79899986210903,-2376.3697998184143
0.2781570485962218,0.04336959132609878,-4.771351593319549e-4,0.7953731987264531,-2375.535114011483
0.5521439041883993,0.037742384021416595,-4.6095838671587024e-4,0.8025967829111821,-2377.6841796875965
0.43708735458046183,0.03538970165281169,-3.909343054228111e-4,0.8298458908937287,-2381.4790486295046
0.7099147404404836,0.029744665745679612,-3.64545375095921e-4,0.8075231822861765,-2378.147878593787
0.28663307433760715,0.04469467151719793,-4.985679383140067e-4,0.7946733027393837,-2375.4174719080415
-0.05523159357873802,0.05598359160560207,-5.887346514351266e-4,0.8038357842297464,-2376.29896529604
0.7703372025534202,0.03247058360102677,-4.284840279567286e-4,0.796518851788761,-2378.7320421228223
-0.18405540419136504,0.059055793264605014,-6.067910294218258e-4,0.7779332591839342,-2377.7871206851173
0.1571584912187841,0.0462415922325328,-4.919051536990464e-4,0.8180869561376167,-2377.4222416985367
0.2935173186854211,0.03941536682795252,-4.2135296622504133e-4,0.7949838603576278,-2378.705060603372
