bg.1,bg.2,bg.3,bg.4,bg.5,bg.6,bg.7,bg.8,bg.9,Model
-0.04295401968350057,-0.06770884344160412,-0.18867607026885289,-0.011144058891059795,0.028594928290177044,-0.06860068183006673,0.11727798987995736,0.03373267001079852,0.08167803993552541,C1
-0.0614318428242991,-0.054977072278881225,-0.24777540625935918,-0.026481823849434493,0.05153764497832567,-0.04716763976294887,0.12659450701145042,0.15015147915991212,0.09190546588306432,C1
-0.059138014040513665,-0.12141668514604886,-0.30221172201170027,-0.024833399160156512,-0.02112434310233953,-0.07962966793517438,0.03938939608339892,0.029381895042130297,0.08007959675422656,C1
-0.05333426025555707,-0.1180647940918652,-0.15222282660589695,-0.046818125443399666,0.057964639304238785,-0.07022704634245841,0.12944378822303884,0.08392071046966773,0.07800369857106826,C1
-0.03556505514681184,-0.08177211975552151,-0.20100717569969914,-0.029493497939070242,0.013310302259968335,-0.030793977513561943,0.12018921522058129,0.0467956323728715,0.0933920851618007,C1
-0.033275996985402574,-0.08325895141673269,-0.16967796169272564,-0.0060629471213176685,0.03216245655131818,-0.04505380487449267,0.04833351553898544,-0.043862000216824036,0.08900669688042107,C1
-0.058521760147143526,0.07411359586959898,-0.15030753411255324,-0.019147675506112845,0.018026097749977744,-0.06900721887180816,0.08254674222416365,-0.006361654769753165,0.0629505661589865,C1
-0.05549091357976944,-0.1006959604065951,-0.1855739851280212,-0.02394858419019274,0.025466846915958116,-0.06683433901637627,0.09776998717581101,0.027252343138518445,0.0824826955063141,C1
-0.04254947679118621,-0.009263352813076576,-0.27230746784034277,-0.003019602886184053,-0.06076050422431094,-0.1187551616388626,0.07103036101006394,0.04389186876396928,0.0788854122891097,C1
-0.05478626609096902,-0.05816419672951082,-0.19343424416389887,-0.02644332822802442,-0.02989843306158399,-0.037218285127955796,0.08924641609789945,-0.030515366276060933,0.093498809470788,C1
-0.05831894084526122,-0.13006985579805963,-0.18558317181493006,-0.009151461022002573,0.13426784817951515,-0.04251365302379895,0.14370127638095428,0.05476583003225212,0.09234257926436511,C1
-0.04471584903849522,-0.07740716118315023,-0.3123844038400637,-0.014225377222161616,-0.019922130916491906,-0.027004074412015223,0.0887964171140465,0.006422838452312042,0.07685601456108844,C1
-0.04529805345182291,-0.0997180608342535,-0.20951050378167518,-0.010052857584704422,0.10474410464594361,0.019441707026931973,0.0972658299241941,0.012544403042748405,0.08667613272089204,C1
-0.035143955723265494,-0.05228563081111736,-0.20572041178644337,8.649253988843907e-4,0.06703749385795955,-0.05664750554377105,0.08451141427911311,0.02522679678938831,0.07825809963746089,C1
-0.025120975916565837,-0.10170088929584112,-0.25876000868174887,0.007702480986288874,0.018981853178252652,-0.03235572808242524,0.11103879356853438,0.057067595012206276,0.07868802742588309,C1
-0.043179486316974734,-0.138299603982843,-0.23789182096207281,0.004526956200926559,0.07432158950251036,-0.045831577695950254,0.1231410359968994,0.014360816548390182,0.08659147049507993,C1
-0.04185800636984137,-0.007692064991338024,-0.22004317882611288,-0.015479000674977289,-0.026866501500331402,-0.06942922879959547,0.030525335682236848,0.07664396900744255,0.07682243292244433,C1
-0.030861705786992155,-0.08915737816737655,-0.2683478850173243,-0.03455501718031965,-0.030870199649380772,-0.09743633478470892,0.07850450079146899,0.025154574670911884,0.10178353687945171,C1
