bg.1,bg.2,bg.3,bg.4,bg.5,bg.6,bg.7,bg.8,bg.9,Model
-0.02312771645471609,-0.05981523455646261,-0.2116409420651881,0.029605822264375917,0.07185343221208797,0.008855929792648775,0.14932781673310538,0.05537822022878648,0.03429246275605307,C1
0.020019935846339505,0.06067366419065227,-0.1678467722988274,0.06204904337227975,0.10131830250854688,0.025148141534318977,0.11236620308581599,0.006670587536125889,0.04688449818189555,C1
0.0020300184311919022,-0.008614082298106781,-0.21474564066676094,0.028601625439711887,0.030183858177853663,7.753270314328452e-4,0.13367625351350926,0.09285358622887065,0.053883858059177295,C1
-0.0032158027742844215,-0.05670245491460363,-0.22043756823236205,0.03416792644497253,0.08217764971870282,0.02007372471498116,0.11355070462955968,0.08825224169834472,0.039691196203532196,C1
0.016687316784397697,0.0525620324018249,-0.16114916525705206,0.006951504577880928,0.0805711711572985,0.01059999317120049,0.13136959104139334,0.09682441055535157,0.05595979491591302,C1
-0.020560447010781958,-0.10127931027410464,-0.17303621901781885,0.0030222995248191664,0.10152741377836985,-0.019222526635301825,0.09145191940970165,0.07612367492442383,0.04360685207585792,C1
-0.02063193054086102,0.02982307295787131,-0.16076581874570087,0.005160825705152281,0.05881087081355944,0.010728810225607687,0.13935842198480172,0.1013012754217313,0.04023406019255074,C1
0.029666050100748048,-0.06813186686120637,-0.24005539325576974,0.026345126743481627,0.07832771961239533,0.01709949870697825,0.17566538959041633,0.06353592663672149,0.032955967685416,C1
0.003484685037516138,-0.01637847810725889,-0.1792768849586157,0.035403502677312695,0.10149058747169633,-0.021817426969733676,0.1452996384492872,0.03881025003070737,0.04758437231734912,C1
-0.007319144953267384,-0.12491741806603401,-0.21029351253777834,0.030323747334537455,0.07379969834164819,0.018626562700459467,0.14240900403354492,0.13063135954091928,0.04639294075090634,C1
0.0202353242646936,-0.01479503883773553,-0.1765672254183457,0.03267574500464083,0.0918422894727334,0.00933190242625841,0.15155047777287278,0.12036999666156036,0.04066627830382426,C1
-0.018787720305621685,0.022085868229003755,-0.18356718692596385,0.01998819694372627,0.0725798352137722,-0.03035073492710222,0.08808469465751445,0.13277951544462546,0.03677222086488395,C1
0.022933734004766743,0.024052312111840543,-0.1775945140338028,0.040729663453887344,0.10217459890886221,0.04559472841573582,0.129621646243694,0.061703317357240536,0.034927415843941066,C1
0.02966775324748082,-0.009666308672607963,-0.11960877138685463,0.02670590242500407,0.05741114478445833,0.016422110198365918,0.07891300250671218,0.06560465387090081,0.05199667950786077,C1
-0.023519247907574627,-0.09013754492982924,-0.2280134820133451,0.019024118684061973,0.07389504544178413,0.03794782395115495,0.10120846014808779,0.0984439212246672,0.05660958254205986,C1
0.03434963569901335,-0.07814469516412925,-0.21450470730395058,0.021418969282197196,0.019316093811942762,0.03049802122400362,0.15624289309449962,0.04082963036044224,0.04022664241476421,C1
-0.01030566095383747,-0.008545325211950271,-0.16301368483767792,0.019711547292767674,0.09895749477718746,-0.004839908438977542,0.11030614628979175,0.03338390215325368,0.047697838848703294,C1
0.005962635098930051,-0.011581061116235542,-0.19345258763569528,0.04890923070070441,0.07497247667564233,-6.094164859770067e-4,0.09493399668290486,0.09247630353246009,0.049952615959734326,C1
-0.009276006308171035,-0.05296267715667415,-0.15863348897275553,-0.005415246422548579,0.09601340818266717,-0.026585385390913006,0.15679587929403624,0.026491704652370024,0.031245443556549513,C1
0.011638445337456305,-0.04233354750470863,-0.1513953738674486,0.05679597273038241,0.06295834020418062,-0.019807341121368588,0.1061798521467519,0.07125623356434119,0.03347351183004226,C1
-0.013720074643129479,0.03723958611520021,-0.1750767085082837,-0.002293721245229372,0.06913813938261236,-0.01667698062524343,0.13805188653568642,0.08281552261958608,0.05096591899608711,C1
-0.005602790727990322,0.056348573775376574,-0.25391382217125097,0.04826117661083707,0.07464604864756544,0.024894420116594547,0.14555427830778062,0.02558525472230782,0.04834053360864679,C1
-0.016477489589232976,-0.05682497054489817,-0.29719681503437745,0.036738233204055115,0.09642614281007478,-0.0406913086735264,0.15839685247697963,0.11641961447484649,0.03691878722789774,C1
0.013700225378250306,0.025346100804257903,-0.2773667263931643,-0.008809095088700111,0.055140750599655855,0.010083494531666848,0.1390891364775859,0.04656132475171893,0.05519906054675386,C1
-0.006427931318452129,-0.020934529634646603,-0.19860845482940606,0.02550126350142995,0.03911885803583052,-0.021041961281537964,0.12858486539754893,0.011043519090898846,0.044987139822572395,C1
0.004055377806519102,0.03394225997091785,-0.20318589173853802,0.02461381056900895,0.05060396233723054,0.0013148752047164214,0.128138694894354,0.042793258101573424,0.04137625806962945,C1
