Key,Q,Prop,Cluster
1,1,0.12378149714916314,0
2,1,0.12378149714916314,0
3,1,0.12378149714916314,0
4,1,0.12378149714916314,0
5,1,0.12378149714916314,0
1,-0.15140452101580879,0.13297774508000737,1
2,0.17314883748526672,0.13297774508000737,1
3,-0.2374942370527883,0.13297774508000737,1
4,0.03687472362630626,0.13297774508000737,1
5,0.16402574986772184,0.13297774508000737,1
1,0.6436670764353785,0.7432407577708295,2
2,0.6376402633464346,0.7432407577708295,2
3,0.5053239301854452,0.7432407577708295,2
4,0.6747993444866092,0.7432407577708295,2
5,0.8336058200277825,0.7432407577708295,2
