theta.1,theta.2,mu.1,mu.2,sigma.1,sigma.2,lp__
0.15197430395868702,0.848025696041313,0.15139099772726766,0.7841131835058242,0.26348047768026733,0.12368841064834524,1142.1593189271516
0.16591881855055055,0.8340811814494494,0.1752625125875817,0.7869021684495445,0.26505595095395906,0.12093524644877322,1143.5050251611945
0.14786426986650503,0.852135730133495,0.19204580639938498,0.7832870881767428,0.27333342037276204,0.12136900462073974,1140.5576352806727
0.17698533177946368,0.8230146682205364,0.20531160896532732,0.7874553756783688,0.2828292204572897,0.11907877335358276,1141.728624752211
0.1479647889289541,0.8520352110710459,0.16445253576366572,0.7825783767650717,0.25978221749741764,0.12105965301317456,1143.3088190738424
0.15469013994789632,0.8453098600521036,0.1621534893303377,0.7822339369531723,0.271635101889246,0.12295729924460182,1142.3412946860758
0.1734944224716302,0.8265055775283698,0.2150692608675494,0.7895648000967649,0.2883450252215236,0.11796701354800505,1140.1947152321875
0.156802292695128,0.843197707304872,0.16473445344137727,0.7850178648422553,0.26234376327724496,0.12398591698822328,1143.1312932574474
0.14776472756434442,0.8522352724356556,0.15322409083756325,0.785276373479103,0.2592681002249909,0.12302441760436975,1142.325988604674
0.15283631822781996,0.84716368177218,0.14941416470271435,0.7840804418964533,0.25105659329229735,0.12336177744573767,1143.3292771887704
0.16378192976314634,0.8362180702368537,0.1956361694934921,0.7834659832210626,0.26538995698755424,0.12182538851092278,1143.414129433816
0.1644465954972716,0.8355534045027284,0.1878924534134105,0.7848539085829884,0.27518788637988195,0.12051212320335492,1144.4263193883708
0.14960421851304276,0.8503957814869573,0.16065863511860082,0.7844193476944352,0.25516690854244295,0.12204660226114776,1144.153803577612
0.1577686889222996,0.8422313110777004,0.159844465124265,0.7811601511310499,0.25993834730784804,0.12225557037356473,1143.3629529613584
0.15253264798614988,0.8474673520138502,0.18786463633874348,0.7854464285321139,0.2703812952456341,0.11905300058216793,1142.0422879820946
0.1514538471046482,0.8485461528953517,0.17835142661535666,0.7845595726562488,0.2528122276059765,0.12047459428305622,1143.2512166905933
0.1565559956682653,0.8434440043317347,0.18630155024330294,0.7873217522740846,0.25790347444496126,0.1219812855910206,1142.746055209987
0.16444281257298127,0.8355571874270187,0.19392510333336233,0.7822109625781895,0.25930743221179164,0.1200849577541862,1141.7905385432746
0.15534151026733128,0.8446584897326688,0.15484248121161198,0.7848677954082521,0.2460736712825758,0.12469494892351633,1141.6154293279667
0.16022222478270925,0.8397777752172908,0.18221048489699632,0.7852993142571842,0.2503243367740974,0.12138720010535353,1142.9335584696214
0.14436110542282776,0.8556388945771722,0.1525395646639231,0.7863628151229074,0.24901940957614185,0.12308372606430829,1141.0318063578507
0.16265368945614547,0.8373463105438546,0.17085188938874693,0.7837809764713751,0.2799406686937315,0.12179078639328658,1142.2842916620864
0.16331020185625603,0.836689798143744,0.18308165464028328,0.7811192895704586,0.26393931574224555,0.1209634037033664,1142.7970197617503
0.16507401080484438,0.8349259891951556,0.1712907436292419,0.7861638444643891,0.25727998385252837,0.12003199075616766,1143.047234653846
0.16250319615991793,0.8374968038400821,0.18124567765599628,0.7849308290628582,0.27469891557355264,0.12063801208687105,1144.359702806555
0.1591410732040938,0.8408589267959062,0.15790088045868253,0.781088493172648,0.25993743180648404,0.12428003308873058,1141.6411119935128
0.1562513443906863,0.8437486556093137,0.18065612067413098,0.7852446298200921,0.27043778778695216,0.12376303396573039,1142.8496349163895
0.16377274467912706,0.8362272553208729,0.15519111332105937,0.7819573451078714,0.2642686388336858,0.12256247684892498,1141.4921967198472
0.16888362488634165,0.8311163751136583,0.1812704317815678,0.7861528741874299,0.26743479416959054,0.12166807857936394,1143.367706551253
0.17132223658002085,0.8286777634199791,0.17306162649943374,0.7835113574666399,0.2594631610744988,0.12150373924159892,1141.6020888832254
0.15952421084075236,0.8404757891592476,0.17206269745280944,0.7865103825721995,0.2626704233741891,0.12272650170490405,1143.769815197976
0.15539413307437375,0.8446058669256262,0.15683247698449473,0.7812543915090081,0.26059353872667823,0.12154118875104945,1143.219400898045
0.1501165013869771,0.8498834986130229,0.1555609710071831,0.7853679131065495,0.25895533336704085,0.12263873431673926,1143.1717861505617
0.16183246222227293,0.8381675377777271,0.19871787913307903,0.7852605670936944,0.273582303369961,0.11895034776957572,1143.3262671865184
0.1570710772927777,0.8429289227072223,0.17405629030980335,0.7856730652209258,0.2676002407628671,0.12440186338019495,1142.1611249204957
0.16460396134428626,0.8353960386557138,0.1967592504798801,0.7856011402699223,0.2587422723727069,0.1201326445748754,1142.5965578584157
0.15694911710004725,0.8430508828999528,0.1688521304352962,0.7844369458173714,0.2648581668147249,0.12337181232610805,1143.9388850985001
0.1648237600652377,0.8351762399347623,0.18322843621803686,0.7867525645194959,0.27321490308806756,0.12234032199316727,1143.3882887141801
0.15634203553260312,0.8436579644673969,0.18056899623420758,0.7843259193285446,0.2769073904932791,0.1208431212541156,1143.5780540642543
0.15344201918069914,0.8465579808193009,0.19112378356860998,0.7879496614729677,0.2823893311710558,0.12084671173698373,1140.2979746457513
0.16570676384326027,0.8342932361567397,0.19261457648103605,0.7836110059340441,0.2664881343280563,0.11957385977989497,1143.4371335002133
0.17213392165875638,0.8278660783412436,0.21198103931683276,0.7869038534617362,0.28600764687946967,0.12142012523085928,1142.1154939411629
0.1510319786107555,0.8489680213892445,0.1671124319038846,0.7834214859662294,0.28628672329806104,0.1224794976741723,1138.3547442098104
0.16447830675362618,0.8355216932463738,0.17448239511429992,0.7832832495431825,0.26136342898557285,0.11960525432787085,1143.3396308118906
0.15545575669528305,0.844544243304717,0.18520917202562695,0.7854305056109013,0.2736650020377391,0.12321500890833903,1142.7927312147672
0.15959433356183617,0.8404056664381638,0.18424999524721422,0.7843408938391868,0.2715459562138663,0.12272999048002087,1144.066800585868
0.15477160961468836,0.8452283903853116,0.18419956532682383,0.7871390911532962,0.24690831857960252,0.11999105878967005,1140.1513090280864
0.15944976316532888,0.8405502368346711,0.1616542604977639,0.7862388432377733,0.25134035683343275,0.12133991862363237,1143.2396282032098
0.15399968457613988,0.8460003154238601,0.15943421351652387,0.783263569795872,0.24767531780101432,0.12146301878754888,1144.1062890173591
0.17383416993328354,0.8261658300667165,0.2182303362466731,0.785965116289493,0.27900477991549466,0.118204526662116,1141.2374362097137
0.16547868230580898,0.834521317694191,0.20099034942770908,0.7885398127320393,0.28955457215730396,0.1209326559476118,1141.261074101159
0.15282861649466115,0.8471713835053388,0.15280883699145786,0.7826631415684525,0.2456500595339168,0.12395225538916246,1143.0650275260489
0.16568491510841316,0.8343150848915868,0.18712674817604008,0.7857799031696602,0.2793489588540113,0.12203977957628921,1143.401326523939
0.1515077549235927,0.8484922450764073,0.17206148665822435,0.786521226885621,0.2656628800813193,0.11960410809405253,1142.3258885558334
0.15558687114194505,0.844413128858055,0.18843697811389196,0.782612706614429,0.2640017362207268,0.11773100427537522,1139.9689788419923
0.17155195225996134,0.8284480477400387,0.16517088993299953,0.7840778848638915,0.25984305901019394,0.12177622089201556,1140.8416152621305
0.15549328538457644,0.8445067146154236,0.16426038313607547,0.7849752784720507,0.26872387511697743,0.12114255025887787,1143.7331868563638
0.14589450440861668,0.8541054955913834,0.17603021204781247,0.7850512435854633,0.25563612575311034,0.12092202957624577,1142.0813963658704
0.1586188399844282,0.8413811600155718,0.17402706251044744,0.78212079152093394,0.26391529307054395,0.12075572145314789,1144.1751717410898
0.16888891077490104,0.831111089225099,0.22355149796735518,0.7817502437586684,0.28625562808502164,0.12057877672607759,1138.8680038431246
0.16162734742101645,0.8383726525789835,0.17088511289705102,0.784906328356954,0.2557251976489936,0.12244411558279306,1144.0903221346239
0.1529277763145931,0.8470722236854069,0.1663321032469453,0.7832450772330246,0.26170658054223983,0.12371405013506263,1143.6964862881537
0.1498199558062662,0.8501800441937338,0.1771494845944828,0.7819309070248307,0.2678847455767811,0.12235664377527775,1142.643325771818
0.15490844290332162,0.8450915570966784,0.1701733143674337,0.7825949026563346,0.24892495153163105,0.1231034119815053,1143.5315000387782
0.15653845142064943,0.8434615485793506,0.19921423900042975,0.7876868600152418,0.26378543008483596,0.12208225317703764,1141.3057773799703
0.17070810690717603,0.8292918930928239,0.1879223969652294,0.7853825391227061,0.2804817250766106,0.11863949948991942,1142.0680733372067
0.1655490875607056,0.8344509124392944,0.19523048009973246,0.7811844754590713,0.25654165016497327,0.1197876839575615,1139.5072060099603
0.17219725130295527,0.8278027486970447,0.19859208690306607,0.7865303309777006,0.2773084293516284,0.12255388414767455,1141.895865358217
0.16727249141826886,0.8327275085817312,0.2053370422663997,0.7849256756102371,0.2628250574235129,0.11712022439083065,1138.8457218016467
0.15556446539325736,0.8444355346067427,0.17795738140281542,0.7832833887265824,0.27629426089616854,0.12064584245684985,1143.1611520935314
0.16181012754379845,0.8381898724562016,0.17465466886984207,0.7836820623438701,0.2538094267778883,0.12239700557267087,1143.8285563595314
0.15739238922461785,0.8426076107753822,0.1808956082829398,0.7825401076076607,0.26853955929279116,0.1221424703426334,1144.145114773701
0.15384992362922992,0.8461500763707701,0.17927040022941035,0.7838780208621342,0.2652272809777045,0.12304452406112924,1143.9176263588051
0.16713821069907073,0.8328617893009292,0.17186267260329638,0.7853033365728677,0.24843414820198276,0.12046405975405189,1141.2223656338747
0.15383893957715736,0.8461610604228427,0.16543467440381382,0.786490173786921,0.2524279662532888,0.11920525991772844,1141.9608268567065
0.1651040245216245,0.8348959754783755,0.18243760032027892,0.7880586343573396,0.26647527480585775,0.11883591067296176,1142.2563071493232
0.1530898698644629,0.8469101301355371,0.18498841974360206,0.787230501176461,0.2628986131849339,0.12267950199861354,1142.325610761453
0.15435698949026072,0.8456430105097392,0.17562167128177358,0.7851915378873351,0.25657525359876227,0.12238878042558064,1144.3407246073991
0.16158675961061147,0.8384132403893885,0.1822609402543279,0.7859547282977428,0.261288314735371,0.12124760778567821,1144.5422059621535
0.1576215000515344,0.8423784999484656,0.195898461296726,0.7862616470469301,0.2759201273195024,0.11915646849484154,1142.7190276053718
0.16498843844160604,0.835011561558394,0.20963604363298027,0.7845896436745436,0.27997777767804316,0.12322071079990744,1141.1018139459457
0.1714976923496428,0.8285023076503573,0.19024588170016102,0.7873104482810188,0.2730629974235801,0.1237511132854715,1140.0807083987615
0.15696622491905368,0.8430337750809463,0.17810634082485063,0.7814786124677858,0.2608045245196593,0.12208326012839116,1143.8016217571821
0.1622931411357036,0.8377068588642964,0.1830934884583661,0.7856109391539021,0.2770384444464228,0.12212496904551957,1143.7429725429151
0.15744088734542822,0.8425591126545717,0.1600781841474741,0.7834413419524378,0.268230761871868,0.12174723508512608,1143.4873541115371
0.1526339851779802,0.8473660148220198,0.17012614581900412,0.7819137143219606,0.2687209240231071,0.12257785644239681,1143.1904021084126
0.14805884427544785,0.8519411557245522,0.17471646014927356,0.785680296805156,0.2524763711688743,0.120175672607393,1142.0360832839665
0.16475255903870697,0.835247440961293,0.1657533450767458,0.782055355858944,0.2761114538813133,0.11975035567038272,1140.4961182143516
0.1763210295514677,0.8236789704485323,0.2211479145407591,0.7899996898308335,0.28805614101158095,0.11779679514426182,1139.4765848827597
0.16222589892954387,0.8377741010704561,0.20935831391995718,0.7872547715475503,0.27391542865079166,0.11912474677039706,1142.1387263080378
0.1661779583787431,0.833822041621257,0.193144944362353,0.7802553062336998,0.2683798000474098,0.11984319749635233,1140.2687908446258
0.16823590525116128,0.8317640947488387,0.23907090375024675,0.7855765142981089,0.2814488153669605,0.11999039139315794,1137.9110860523047
0.15975821522767222,0.8402417847723278,0.17356631293161207,0.7844644821354471,0.25389567005237484,0.11996914661179066,1143.8769280673246
0.16660283846791116,0.8333971615320889,0.16466258410072615,0.7858677188337768,0.25871805845213763,0.12303701037185526,1141.7932550760006
0.14629861621255852,0.8537013837874414,0.1884277306652481,0.783929208308212,0.27549193534654487,0.12043927569634717,1139.6270206503737
0.1583924885684713,0.8416075114315287,0.1925742945501257,0.7852998170388024,0.27151327604994674,0.11955544699282399,1143.7794397903845
0.16521825739847318,0.8347817426015268,0.20437001187357803,0.783065888330903,0.2911167553570972,0.11892321832301607,1140.552043035337
0.1636106005431678,0.8363893994568322,0.177400090035468,0.7825704863144596,0.2655508298623179,0.11871425655850786,1142.219415146183
0.1557525924222249,0.84424740757777506,0.15849818979967303,0.7799216668595843,0.24781047130743797,0.1213310957441556,1142.0124418973537
0.15711200670754116,0.8428879932924589,0.16832471990227887,0.782085451538719,0.25587392757058025,0.12032990122783824,1143.8061983000418
0.16431347450453676,0.8356865254954633,0.17501060287293468,0.7825640916130585,0.26872124690743104,0.11973892548587688,1143.0556024554405
0.16297876382232462,0.8370212361776754,0.1752882250507188,0.7861123490665786,0.2657467928440029,0.12225344412844069,1144.0458524473863
0.1683008344806785,0.8316991655193215,0.19912260605490884,0.7831717645767673,0.2880800154686781,0.12135591540857468,1141.8801739348785
0.16352275359312726,0.8364772464068727,0.17817281577582536,0.782131051238313,0.2580943832586983,0.12036770243558596,1143.1824706507125
0.16214354707912665,0.8378564529208734,0.2079748125848067,0.7851565920231722,0.279396377813196,0.1195792155037716,1142.849340900834
0.15758124508087842,0.8424187549191215,0.1874480499523155,0.7820957471211625,0.26722622194647244,0.12234217469463586,1143.443051348376
0.16268946187139557,0.8373105381286045,0.18635289717046738,0.7845011632240726,0.27799482974120554,0.12024910030272598,1144.0099740003566
0.15939098856700631,0.8406090114329937,0.18357049354577643,0.785796565398238,0.27686140237833695,0.12173724776332662,1143.8329133376724
0.15134582991143924,0.8486541700885608,0.1771952440580766,0.7857336170542574,0.2721820467043936,0.1206358368266392,1142.7621868886729
0.15547828673951947,0.8445217132604805,0.20222181356765687,0.7874665710852294,0.2855084087754617,0.11868868682659289,1139.4328864054107
0.16420779785882764,0.8357922021411723,0.19432761572530519,0.7853183576027852,0.2902716360381383,0.12249165802649663,1141.3298904653484
0.15410444634459206,0.8458955536554079,0.15831221131118672,0.7825899887818815,0.24345914863503157,0.12257184747467866,1143.4263297768216
0.15247786711501138,0.8475221328849887,0.20545006655498813,0.7851196085699104,0.26994064489088065,0.12055537093025971,1140.7702821169194
0.14956264600062663,0.8504373539993734,0.16642679948668174,0.7821626832081074,0.2532181153456455,0.12160747663856714,1143.8955813069324
0.14902644345777158,0.8509735565422284,0.17764139472451757,0.7860278802860141,0.25962934178256997,0.12013467117195507,1142.451560999584
0.15611365895422122,0.8438863410457788,0.17100770577337682,0.7849105634100002,0.25320133026651587,0.1231367874933087,1143.9585760675996
0.18090248435657452,0.8190975156434255,0.20645514250350028,0.7886085067768595,0.2799601920440504,0.12084364339326624,1139.6809023814328
0.16614357177345576,0.8338564282265443,0.1856072075175093,0.7833860813321161,0.26451384279143636,0.12190397328356743,1143.7420640303992
0.17031235952027163,0.8296876404797284,0.17282103873567328,0.7845235416341751,0.26964674457163157,0.12183820621259223,1142.3265411260174
0.17649483370725133,0.8235051662927486,0.2277761497629806,0.7838161828615151,0.2935715437346631,0.11890818666113549,1139.5898475802169
0.1515971373707999,0.8484028626292001,0.16709118546223237,0.7833445658603019,0.2604938234896763,0.11914600732605263,1142.5061816847508
0.16290025107296752,0.8370997489270324,0.17356617217871204,0.7873812874221396,0.26474359854193275,0.11748038091431903,1140.0684068389708
0.14728749155893098,0.852712508441069,0.15830813057949286,0.7864148445908653,0.25903054290859434,0.12413407510492308,1140.9115010908138
0.15327998729110417,0.8467200127088959,0.16182483400825642,0.7839260270133289,0.25192874449053676,0.12364243394765129,1143.8835866308575
0.15497848382128332,0.8450215161787167,0.1818132983003479,0.7847992233872234,0.2775071345732094,0.11857070938317046,1141.3253155806374
0.15587341883609837,0.8441265811639016,0.1683917948887773,0.7824636936152514,0.24816348605589916,0.12220407477339393,1143.8002727388764
0.16551789329142874,0.8344821067085713,0.2019176342040399,0.7883265766384362,0.27918818325206773,0.11679822888428826,1139.638572440831
0.15650276273658928,0.8434972372634107,0.17423063016591298,0.785228689817341,0.2590337610831326,0.12128256169737268,1144.8809000298368
0.15450361070284835,0.8454963892971517,0.16479169088791357,0.7820325685432514,0.26710747255201456,0.12078276206917016,1143.287993204868
0.1739719039170725,0.8260280960829275,0.21171816884765352,0.7871940981164236,0.28014030491421793,0.11933313213946882,1142.4216962148173
0.16659851391415487,0.8334014860858452,0.16842043841240897,0.785868528055222,0.26804001550371426,0.11929540599249622,1142.1462911168428
0.15612607062798495,0.843873929372015,0.19605844804397013,0.7836825161862254,0.2644732683148379,0.11923278639679354,1142.1882615144004
0.17421947599810889,0.8257805240018912,0.19528430562405918,0.7845789741381645,0.2697735839089424,0.1198590659934715,1142.2118791891967
0.17321275895939287,0.8267872410406072,0.22546432628625587,0.7918342706511188,0.28788132677657907,0.11847943006994768,1137.568910827349
0.16438453170421066,0.8356154682957894,0.19362603502505885,0.7866742859562013,0.279589201103428,0.12222792754349046,1143.1120121531599
0.1686740298225673,0.8313259701774327,0.2129925570762386,0.7862601180292175,0.28247645248037623,0.11878394480852698,1142.5372400331694
0.14957059371749054,0.8504294062825095,0.18064463723178692,0.7826969802070443,0.26603272383466875,0.11915419374526334,1141.235434853884
0.15984951587153384,0.8401504841284662,0.179085952331597,0.7871987212861272,0.27323069212345275,0.12035220162906728,1143.4957066641223
0.1661573025355016,0.8338426974644984,0.17628671364544726,0.7845262241432981,0.28035628495560544,0.11951636949095543,1142.1074263352639
0.15468103493603366,0.8453189650639663,0.16896465157177135,0.7847688735710648,0.25339538730947664,0.11909670129293654,1142.8258403212287
0.15654223213910268,0.8434577678608973,0.16098705971304111,0.7866117379542308,0.26731916645727294,0.12153218637950201,1142.8115418050918
0.1674345193579841,0.832565480642016,0.20030582876927586,0.7844331648073574,0.2839534028860649,0.12304166230980333,1141.712523285301
0.16040918390873735,0.8395908160912626,0.17200789128873228,0.7845845974064801,0.2521425230677762,0.12313816812842866,1143.4239422127002
0.1658053415186683,0.8341946584813317,0.1829614304317433,0.7842098894526632,0.27315601523600325,0.12198390817476784,1143.9577155539132
0.15619588539904086,0.8438041146009592,0.1722141376958893,0.7822042043837081,0.25911864142296975,0.12128648758624903,1144.4858895139268
0.161689404279796,0.8383105957202039,0.18752627139059716,0.7834395460914201,0.27125733460594215,0.12070460114508716,1144.4285349459374
0.14996239301905356,0.8500376069809464,0.1583083841379783,0.7838021412667779,0.2522089127027505,0.12238444832351615,1144.2417201326914
0.1612735209907867,0.8387264790092133,0.1706496546268761,0.7843298428739867,0.26630203980728573,0.11960083190658834,1143.7914651213905
0.1576627763800447,0.8423372236199553,0.15723703449924387,0.7848020566770012,0.25364857804375,0.12232673535928444,1143.9758939371281
0.16146470347769762,0.8385352965223024,0.15187088027309414,0.7856914877011184,0.2524123988593357,0.12422275613166456,1140.5852009012847
0.15088885381698994,0.8491111461830101,0.14802807755656028,0.7841964541698736,0.2381010133115891,0.12404076802066416,1141.5041706820473
0.15498490316229754,0.8450150968377025,0.1597845515223937,0.7808823330471845,0.2508788406027365,0.12319924900691263,1143.2359964216073
0.164498127728337,0.835501872271663,0.1855940904896518,0.7823344979902956,0.2599872646624692,0.12223973829927944,1142.938971271846
0.15620858983643,0.84379141016357,0.2033071643735465,0.7835784316718284,0.27758599098146913,0.12103738982323411,1142.038069699121
0.17384730400613435,0.8261526959938656,0.19191678998671843,0.7840658819162748,0.2781648794146709,0.12120899874582074,1142.2121704252504
0.1608638517884112,0.8391361482115888,0.19381753110675237,0.7855307649444649,0.2652592374004744,0.12129805976803398,1144.173616543687
0.15120392818715314,0.8487960718128469,0.1576035456653916,0.7817635592224348,0.24040145414179034,0.12298075491476214,1142.6421889192013
0.1642454281957789,0.8357545718042211,0.16667583958689544,0.7853994250307559,0.2525878085010078,0.12275499839348451,1142.608777656784
0.16543508620897707,0.8345649137910229,0.19259422942946736,0.7873358723070493,0.2603945011729255,0.11842671800751382,1141.535675875055
0.15604064341490437,0.8439593565850956,0.182598338178776,0.7850674052065819,0.2782340409335233,0.11834538980423676,1141.1819411316087
0.14074409854574613,0.8592559014542539,0.141343410073541,0.7820358159946428,0.23708153594849204,0.12562573187768736,1138.9692654799383
0.14916139501698808,0.8508386049830119,0.16870756793354885,0.7863048875336274,0.2643111879013334,0.12306298698216864,1142.296380124712
0.16608710944842142,0.8339128905515786,0.16604057276837544,0.7819112720789879,0.2533362778962939,0.12101828734852102,1141.8794398429081
0.15431871126475677,0.8456812887352432,0.18417439488803908,0.7844705139950999,0.2549344748906545,0.12275088661561387,1143.1896905997185
0.14976299837190302,0.850237001628097,0.1716525005018796,0.7845594845240368,0.25001527338592,0.12214067366687452,1143.5369222677318
0.15972270261985766,0.8402772973801423,0.17975808931720713,0.787126401221916,0.26266076970209273,0.12251142695397861,1143.549699335549
0.16136536992072878,0.8386346300792712,0.1779382184430014,0.7864886175963921,0.2579307804937443,0.12267368462090757,1143.4606344711374
0.1560674676941005,0.8439325323058995,0.16116938514297088,0.7828586376610593,0.24028157072255749,0.1229028452728758,1142.3039165807743
