Key,Q_0,Q_1,Q_2,Prop_0,Prop_1,Prop_2,r0,ba1,lp__
1,1,0.025320070691079305,0.7701454834731631,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.002441740250549,-0.00740547658449471,-2580.529087407354
2,1,0.1353469513557396,0.6548516197060347,0.12378149714916314,0.13297774508000737,0.7432407577708295,5.720613812434996,-0.01306106885814118,-2581.2144249549265
3,1,-0.05347887121624448,0.8954143420031475,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.578110094841606,-0.00900553642010133,-2580.8193208433445
4,1,0.1675852913237598,0.7699263753723274,0.12378149714916314,0.13297774508000737,0.7432407577708295,5.494089451565682,-0.01209189302023464,-2581.035081662556
5,1,0.05313149717691687,0.7002985862379394,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.907535056299851,-0.01124823528632751,-2581.167909906362
6,1,0.3720830646213066,0.8195345769598896,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.870550368015489,-0.01016452458834892,-2580.561907386899
7,1,0.10571573540963482,0.7099909332769359,0.12378149714916314,0.13297774508000737,0.7432407577708295,3.7310116279643504,-0.00679030259855259,-2581.2048590366444
8,1,0.3435220540703984,0.6906300926200457,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.809283643962613,-0.00954848765504109,-2581.4270113651014
9,1,0.09593567082716621,0.6460251527588343,0.12378149714916314,0.13297774508000737,0.7432407577708295,5.155602361111817,-0.01171525478013772,-2580.78383544573
10,1,0.06524160914431296,0.8953079982321881,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.6592579109551515,-0.00968783887254485,-2580.3065340501453
11,1,0.3011141187396702,0.8353855547115329,0.12378149714916314,0.13297774508000737,0.7432407577708295,5.210747252278074,-0.0128182427891029,-2583.728774429613
12,1,0.07055127054973816,0.677553863166978,0.12378149714916314,0.13297774508000737,0.7432407577708295,3.4172498902428683,-0.00492374135401332,-2581.598513444117
13,1,0.01675810124999462,0.8624094680125411,0.12378149714916314,0.13297774508000737,0.7432407577708295,5.313956540377455,-0.01169909982543999,-2580.737032773697
14,1,0.35860782567830496,0.7692201210547194,0.12378149714916314,0.13297774508000737,0.7432407577708295,5.358884722865772,-0.01221258502257975,-2580.8653755564333
15,1,0.0394840944495492,0.7680444632863039,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.954140624053911,-0.01066791749300048,-2580.4157569807135
16,1,-0.05336907691084575,0.853899165687188,0.12378149714916314,0.13297774508000737,0.7432407577708295,5.644016883748482,-0.01182142658021372,-2582.875196098101
17,1,-0.21456169258472182,0.5677745240157742,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.707750936763751,-0.00978748918890168,-2580.352696807449
18,1,-0.4256914743756606,0.7970761944904784,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.647188742540034,-0.00880120815976368,-2582.12721669871
19,1,-0.26936443946014565,0.7853863202674837,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.531167446630219,-0.00995334253928535,-2580.912083035658
20,1,-0.25933006473115083,0.5967350044499595,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.452942221238765,-0.00890879546837545,-2580.348328404522
21,1,0.010423440168160839,0.7232373133973322,0.12378149714916314,0.13297774508000737,0.7432407577708295,3.5420546717914347,-0.00593390170941691,-2581.492280727971
22,1,-0.07243930353209543,0.8191285899601022,0.12378149714916314,0.13297774508000737,0.7432407577708295,3.9870862719122218,-0.00771778917080256,-2580.7264781391336
23,1,0.008678932856144878,0.6874527968043228,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.018317263980935,-0.00783008588761839,-2580.6854476751596
24,1,-0.05462339306449934,0.8001034873100041,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.508672406465399,-0.00919645616156182,-2580.2872639792377
25,1,0.3038628421254075,0.7569189833869856,0.12378149714916314,0.13297774508000737,0.7432407577708295,6.111354736873779,-0.01407622481891685,-2581.825721677382
26,1,0.09396495411367659,0.8182210464974947,0.12378149714916314,0.13297774508000737,0.7432407577708295,5.8449550163714505,-0.01286259839597078,-2581.7785678957184
27,1,0.04347720081577827,0.7951946359648214,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.114263633355542,-0.00763409888128442,-2580.54945027274
28,1,-0.024138253416474367,0.6581262583434115,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.141909833036385,-0.00892555579705135,-2582.072206355551
29,1,0.3701413261896015,0.6489804895949484,0.12378149714916314,0.13297774508000737,0.7432407577708295,4.7471748007991295,-0.01094344593514077,-2581.688474788007
