Key,PZ_ba2,PZ_ba1,PZ_b0,PC1_bd15,PZ_bd30,PC1_bd30,PZ_bd15,C2_b0,C1_b0,PC1_b0,r0,ba1
12,-3.742546734105793,-11.57413766544518,-1.5972031150926014,-0.8814154561321884,-0.7901525767713368,-0.47197585301313905,-0.6129602923314049,0.02817124447248156,0.7154926753108473,2.2850317811199807,6.186632834439736,-0.0129280162314145
13,-7.923347120724564,-5.905925656670783,-1.4520139979856852,-0.6737503049728275,-0.8208861854753622,-0.5082036006830103,-0.44919444340582326,0.04440331481116898,0.7454454238214415,2.4388086435630862,5.7803602260880815,-0.01281381069709414
14,-5.708175063806916,-0.6938484264939104,-1.5537374387479923,-0.7138750250683831,-0.7061168464588643,-0.6427649742128033,-0.4299738799607702,-0.0064830835075846,0.7343474982533843,2.308504641544827,4.4471902874803915,-0.00848010064944818
15,-7.923636158893781,-3.2154526706048188,-1.4967269881726235,-0.7048754141936673,-0.8205760574562793,-0.35498523985553393,-0.5036571856121775,0.00299706308841246,0.7330932239004478,2.276991256045823,5.651408100552044,-0.01175327569366847
16,-4.535043252773052,-10.221383931979496,-1.6664881097190982,-0.4944937782264878,-0.6076746482301665,-0.579445474763763,-0.15793138599641626,0.01577653947656209,0.7332689927513248,2.376999043213951,5.668473647138371,-0.01241496826712743
17,-13.113826109048611,-9.14075232069884,-1.6431882743026802,-0.7276448476576015,-0.5759836821408642,-0.5243142806912036,-0.5397714202098873,0.04974545093974912,0.7178517739781302,2.1907328884333523,5.324730479882554,-0.01163749895043848
18,-5.758347310159859,-8.645291858565349,-1.388670866768564,-0.8056171765738406,-0.6383669225454462,-0.7209802018857616,-0.2902397038558524,0.03090279744376657,0.7201125813629567,2.2794308304939994,7.375466198436573,-0.01636586735337191
19,-12.656344768672836,-4.167258568221124,-1.517452404068098,-0.8242091475574248,-0.6149766055402992,-0.4476338060848096,-0.4598212922481579,0.07804009631272507,0.7204358623199155,2.287218052632377,6.236949707160306,-0.01435586707128411
20,-10.899785081385817,-8.695515563202457,-1.7133638311121044,-0.8482853793658238,-0.6589082022746329,-0.6452263869662663,-0.5401306404160979,0.02914075785081586,0.7289025175048136,2.1803148190913397,7.471593038201109,-0.01701336792481033
21,-6.228656803748901,-13.749415443534112,-1.559642763737562,-0.6694066607635122,-0.8647890658894982,-0.544636078855998,-0.11569263215570667,0.02037427676904651,0.7479803475505766,2.250265981257783,5.398281183350496,-0.01178796844628589
22,2.0375683818278727,-6.8112116854855556,-1.5258375286469368,-0.9252520695053263,-0.6230393734018626,-0.5754339396420397,-0.4497473201942771,0.09832769917479724,0.7128200226926807,2.349145681482402,6.263104103484542,-0.01334243720123827
23,2.6584639195214006,-7.806186239320476,-1.5850988389943734,-0.8945235486891927,-0.853591286847964,-0.6978513710843233,-0.42822827048321016,0.03725038140309364,0.7151630277838108,2.4184153400689117,7.0386890496419605,-0.01652244140752914
24,-14.186338356480148,-11.895803371233274,-1.6058770152377424,-0.8722235928950606,-0.8521633555232154,-0.41817859042986527,-0.5062920242555519,0.0804285088164986,0.7260872787528307,2.413721948945583,6.128215477042458,-0.01441171205139313
25,-11.872672755267528,-9.788747233673895,-1.6422777911369353,-0.6912665789540513,-0.532622145936352,-0.4812876244950758,-0.04489280283635816,0.03006942225580548,0.6960300685760329,2.2704540161971845,5.759837817987347,-0.01325405769199719
26,-10.715214258776808,-3.190183803105377,-1.5357116812489906,-0.8304134770149533,-0.6099794206230177,-0.6593112330264848,-0.5129126454166476,0.02661671062130178,0.7169546803692379,2.262017069979561,5.099342780497126,-0.0109948937410471
27,-7.318100801260774,-5.807993093109038,-1.467251011971595,-0.8194780556817565,-0.5748953388049852,-0.4685077040147404,-0.424749670753146,0.05890213219247083,0.7320134314557458,2.2631202835563675,4.183955283053802,-0.00746921619299608
28,-8.782068580243662,-11.954331519971737,-1.5117667649168518,-0.7963049810762187,-0.6675645426372611,-0.4764685427017481,-0.5939813448357344,-0.0415474878649193,0.7379972842780208,2.379947070242582,7.954585481752504,-0.017630271715082
29,-1.358137085356795,-13.965043829209693,-1.580715352051748,-0.4029600516936499,-0.5879935249321356,-0.474392025323624,-0.6566472078356836,0.06514537091054326,0.7497101655964765,2.233955067980588,7.808345433230335,-0.01739611836883123
30,-12.19632489197954,-12.52168313240728,-1.493509578587504,-0.803149448374288,-0.4381619117446812,-0.6825987059878257,-0.3097504930738378,0.03739291564939098,0.7539014775358228,2.289227798781798,5.401133971020235,-0.0106882279540946
31,-6.411590158728345,-6.05738092455253,-1.4992201417261477,-0.740467483557313,-0.7679618523373769,-0.4463437719476832,-0.5340221472586197,0.06098482495338431,0.7144724943059504,2.2447527585132536,5.046604903350034,-0.00993105295270681
32,-4.658741490966012,-14.413407992400888,-1.609489466574204,-0.6285651296061613,-0.8556829481062729,-0.28561857692974063,-0.6152562179193398,0.04696622778563755,0.7347899327108316,2.3349066014891093,4.891352177721238,-0.01051010285580171
33,-4.800655700344095,-3.2243108604601547,-1.6252234934327474,-0.7245436339337228,-0.6995520851368807,-0.5516026230121324,-0.5471036485887985,0.06178493621653452,0.7343074509553854,2.379566154124931,5.380969258784035,-0.01186589969203177
34,-6.0086442804787925,-8.60437223661136,-1.5894588615687657,-0.6883464267482057,-0.6501048870200161,-0.6370802297828343,-0.5359590554485283,0.02411432112592573,0.7155947687443044,2.393671099385005,3.871748733679341,-0.00666402195912537
35,-10.608022110922407,-13.676457612082856,-1.6366503449971863,-0.832245894259163,-0.8438634517384103,-0.6742423904895721,-0.30885860934053816,0.01757071243823208,0.7524753793628577,2.2852893538560632,5.162523963802199,-0.01060263477716443
36,-4.285769991196506,-6.556422445319129,-1.4627116817908068,-0.8248348328891626,-0.9623063961072102,-0.6566353713562775,-0.6357446171453761,0.06944069277238771,0.7252573777747683,2.274621038240574,4.872021892272347,-0.01036065239253718
37,-10.50481559235687,-5.0359439231212075,-1.5900943702565888,-0.7459785799589297,-0.7264099562842955,-0.6719381039637279,-0.6216033073533526,-0.00440406482001295,0.7188094942948849,2.3316580986270847,5.107604121641784,-0.01097332085497232
38,-8.766855398570366,-6.192543000263713,-1.537147104292753,-0.7776050760986932,-0.5743034461854823,-0.4551467224245874,-0.3211536035906742,0.00714910817497522,0.7297400703339956,2.316708210983433,4.863516093470207,-0.01008337766156584
39,-4.392043354904583,-5.253826589532033,-1.550129134170367,-0.686435155502829,-0.5468279067302197,-0.7672759449459351,-0.4993749659923462,0.00897440406712833,0.740592651347167,2.447597868731762,7.649773231827938,-0.01725238732409553
40,-4.371861148007577,-5.607800869180712,-1.4969612245978483,-0.9123400644114956,-0.6277372897136153,-0.6227150356680122,-0.39093141251074104,0.0397118721513984,0.7263672668532444,2.456893104340035,4.874115282813665,-0.00957297623079445
41,-7.212934797471258,-8.903090671065314,-1.5305116736826136,-0.9046750311661312,-0.6447104015104002,-0.7025692968344235,-0.4100002406106299,0.00430506927897039,0.7290440679938047,2.3307861324699832,5.0191584100638575,-0.0104279160225456
42,-0.08014119781652873,-3.749883018357522,-1.4695613408307562,-0.6765050997991399,-0.9104068493626744,-0.32025286195690816,-0.6347168757433056,0.05740128113444779,0.7204392766746927,2.4595970147156327,4.610753914876853,-0.00889615595544416
43,-9.893681783066318,-9.039347938356617,-1.5523431157132368,-0.6168110702440838,-0.8370051231672225,-0.7335487557999386,-0.3397412355610004,0.04213436440697302,0.7334192283245005,2.0995658523582548,6.562867951354761,-0.01454414113968483
44,-9.207395771704173,-9.271264911065076,-1.5056107327416854,-0.7137669926482684,-0.6501208586135362,-0.5326289886687928,-0.5234225751562971,0.0056750465321024,0.7019019965122631,2.335847741118964,6.456410913412101,-0.0152899657865165
45,-3.631501478120821,-7.360310233253663,-1.5337020301002966,-0.7569661836229005,-0.5890614861411082,-0.5031115719721166,-0.3163339323811214,0.03845420566619773,0.7370223132086976,2.4097694496601183,7.07262876553222,-0.01522749809698399
46,-7.463574518157717,-14.6364000521687,-1.5495856447069285,-0.9417491495850564,-0.5747048323680565,-0.501228245381682,-0.6451473891262937,0.0533193317331247,0.7254800590750933,2.1735599719849272,5.736590963673358,-0.01226049047542396
47,-11.655054969455628,-7.5839322467487955,-1.503374556247321,-0.674127259272205,-0.5742697958210492,-0.328750058418521,-0.5357395367546979,0.01649485574277696,0.7167691468995413,2.435550770644973,5.8152969839410105,-0.01380378090325413
48,-9.185811250078766,-6.42229420316616,-1.5058825123810249,-0.8693057907379179,-0.6037905219877779,-0.49242709577710464,-0.7104283641897777,0.01227393805110248,0.7418938300324919,2.4535811665226994,3.9591894897693782,-0.00770082953479368
49,-2.5726659287632883,-9.084227454607396,-1.5586842819999094,-0.5759006530341529,-0.6804038915761839,-0.5409114314585202,-0.5145883361430699,-0.00690097884939294,0.7164947569127567,2.075048751599379,6.307342239753194,-0.01379781524404094
50,-10.163369884448162,-7.591902742062391,-1.7886501341915466,-0.7825459457665372,-0.5652747262424143,-0.45476775480861065,-0.5758474335143096,0.03120172796358644,0.7476646358574166,2.2865626862439954,4.880040972272399,-0.01095391541074538
51,-13.378940914085476,-4.499399129369554,-1.5125387175820175,-0.7608093569233187,-0.907035159851906,-0.5612019239825268,-0.5198898410942737,0.03011936480975452,0.7424740990110115,2.291281790903912,5.025732851856527,-0.00990234140022909
52,-11.173903516845474,-4.844008997048167,-1.6422259119209035,-0.7403296907026271,-0.8562594568192458,-0.6750776978878448,-0.14786958843262338,-0.02251923800676503,0.7224241748880269,2.46843967194453,5.125077517058298,-0.01062451747885209
53,-5.815760966388893,-16.851079555766432,-1.5984756258708983,-0.6909134543008422,-0.6799914176798804,-0.42584036520716545,-0.44834196136720594,0.04305007203727152,0.7294419505299218,2.252478756879021,5.713154808206216,-0.01223077102416507
54,-9.480029681887896,-8.466303085484,-1.6004716409919475,-0.7170672009474875,-0.6081060341347604,-0.5917523319429092,-0.5022679099202878,0.01080047508565431,0.7087128189409945,2.6253944951798056,7.061856924138313,-0.015188803221575
55,-11.627439749435462,-7.582374948600187,-1.3969586495074418,-0.8287670856639466,-0.7442639930805879,-0.4618897752092015,-0.25761222617700086,0.03152084472446419,0.723546620312472,2.3709237885550074,4.458663768945822,-0.00914971594489613
56,-8.479531930875487,-6.85486182799934,-1.4822900482461732,-0.7507991154038015,-0.7159695388641766,-0.4749323759126528,-0.2781395459416039,0.06707136893396726,0.7152962212071505,2.4274083524277197,5.963356769544942,-0.01341123821543656
57,-17.802423551962313,-8.016264878446666,-1.467555060302925,-0.6798923806728757,-0.6665054618363763,-0.6639591859102785,-0.31025854960251126,0.00527752430854178,0.7293071679473907,2.360062737237713,6.451514973985295,-0.01488756482238494
58,-8.08874390934952,-8.024169089132693,-1.5259259186083796,-0.9229842509224632,-0.5554998526892494,-0.636365425006207,-0.5554000854168512,0.06241315645706995,0.7073415541096579,2.2193459999211167,4.139414689063608,-0.0072363825528092
59,-11.631075100805402,-10.980225062562116,-1.6136936650796716,-0.5858870445425352,-0.7938551167189999,-0.6218756701733134,-0.2658321251339362,0.02083343592137688,0.7135709353386485,2.477520458534067,5.430088161189526,-0.01273967502304327
60,-6.492952166082716,-11.466629976840384,-1.606022207275657,-0.700073896340335,-0.5997713839650243,-0.6035060667250646,-0.31785504896212596,0.05058437699051254,0.7120162832544339,2.1242620232449205,4.430905606116432,-0.00831450302988207
61,-6.117330739003842,-8.130615776615672,-1.5006258759883733,-0.7283813143993262,-0.6985578607383114,-0.6204954229431568,-0.6590141468191112,0.04338328771652549,0.7240975736284543,2.2705226629962207,5.2722716935075,-0.01078229438861543
62,-10.68939252080581,-8.791460531030094,-1.4949329209809858,-0.5527887941544175,-0.6534070233596846,-0.4392275840219263,-0.4482318883528784,-0.03341815424019071,0.7206203171314665,2.0574826375631647,7.0617651791574945,-0.0164602520395714
63,-7.88043827796658,-3.1966076933262153,-1.7003857935768183,-0.7017365816571091,-0.4528336684040965,-0.6855344221781405,-0.4152175944384215,0.02808974882948056,0.7497762903323182,2.3309579774830596,5.050912738195681,-0.01050638246239042
64,-11.724085032085272,-15.748347952092852,-1.557965935393634,-0.7033482805932707,-0.7994609669956765,-0.5048455227584815,-0.5034933524194172,0.04709106272699689,0.7180184746626088,2.422925281535384,4.811014611898397,-0.00997570160760029
65,-5.4483922798121025,-5.317934142486164,-1.7370583899624836,-0.7112691836228088,-0.7261583150990352,-0.4694295428668037,-0.27903503717771994,-3.163137912076397e-4,0.7379840527415511,2.4725123536234688,6.101851528241913,-0.01334699609783783
66,-8.77007844733549,-10.811280927500343,-1.6637026456699846,-0.718776714945367,-0.7819516290760697,-0.7020330444123224,-0.5309799485911894,0.04030275385592208,0.7479332061597319,2.213775951476872,6.414126604530168,-0.01398471410198786
67,-9.652971305362986,-4.430966285497179,-1.5539779051074143,-0.7927944699607552,-0.9032931950352386,-0.3179430883025366,-0.32447656907168304,0.0891452999102113,0.7267903950739313,2.428610543093969,5.552996106177534,-0.01278874994747856
68,-3.812686478183165,-9.573395679506648,-1.4623046976422736,-0.7513210347423037,-0.46798861847375606,-0.42192464613368846,-0.424180028538708,0.03224134666377584,0.7268606652848576,2.417762017815342,5.42131650577871,-0.0113212044358279
69,-4.337398829091107,-7.733597958820416,-1.5156896353294962,-0.7938893364967785,-0.6698378501065589,-0.4841752136892195,-0.513966783493139,-0.0141161158040349,0.7215207352494064,2.2471306306922885,6.913990003931642,-0.01532042271764162
70,-13.371896683767275,-8.808648336538928,-1.5453407267995314,-0.5780390632761944,-0.5901216484380445,-0.46000023374565646,-0.5161803295736406,0.01440188745758083,0.7076854699816681,2.4148312221671544,4.562945837791233,-0.00920088741720831
71,-6.730236477065153,-1.555359495351757,-1.509175714332146,-0.8137125612459086,-0.6427491232155176,-0.4736348040768933,-0.24476801179101032,0.07958334775000805,0.7074329006803121,2.3010338091120124,4.989680105321439,-0.01035819044214225
72,-5.021423459912064,0.5240763901089007,-1.5908172710219628,-0.6928654883143667,-0.521041513875659,-0.33873699364186216,-0.18667169914556817,0.08785147664272006,0.7413955636213513,2.394642504805008,6.109796829202841,-0.01353304329660684
73,-7.654646148238648,-4.4764580328425465,-1.729115618436974,-0.5854548090358228,-0.6589602251108422,-0.24068396177319085,-0.35636475045033833,0.10575353861081824,0.7045942046956082,2.2759389995550836,5.420130921303516,-0.01129200119920786
74,-10.416563873453676,-6.335557121597917,-1.6548001054994663,-0.548382879671821,-0.8816357527343515,-0.6838960362805588,-0.5687622212340571,-0.00578330447821016,0.7149672584064138,2.2881055576438363,4.732430288492549,-0.01083547506713541
75,-10.58767446909466,-10.293306632939007,-1.4747532424122458,-0.7005290508382387,-0.9994056282226196,-0.4856400957545026,-0.5179277322530764,0.03924365858105853,0.7556748368214424,2.1793653941610547,4.401669318494354,-0.00872576856883465
76,-6.190941848756523,-8.150010576404428,-1.646721204733477,-0.6694097112293834,-0.6576828773415475,-0.7302501720311441,-0.3877356525081711,0.0372444255476089,0.7430237784242552,2.2427466551994963,8.475301975460965,-0.01876038478357476
77,-2.0405844256893184,-8.129400376302481,-1.504626519416226,-0.910521233991686,-0.6307957756246572,-0.637383119053784,-0.39643154770313455,0.02200897412700624,0.7284748318766715,2.4511713945843616,5.347557595092046,-0.01171382082680891
78,-0.2857613690749563,-7.33232062223652,-1.5164218736009043,-0.791477563851825,-0.8188768001470519,-0.7860287221688772,-0.36636893439184914,0.0426121700488148,0.7226315016538073,2.233341214816291,6.631227061889232,-0.01494202750715797
79,-8.222302047754262,-9.118040479295846,-1.547976975895555,-0.9257399528301344,-0.5451728772585387,-0.6302467716732626,-0.6018603379002158,0.01597932238565348,0.7313442204627009,2.3739191421076282,5.534334118195611,-0.01238417924188249
80,-9.74842790930222,-8.480871000189607,-1.5677656356319392,-0.7782877238047423,-0.8565663614659644,-0.42372392856629754,-0.6758278761005594,0.02327336235658962,0.7113802190073208,2.2900545188294363,6.32645578916496,-0.01355203092876054
81,-10.725145460401636,-8.596575802952,-1.5967295410849884,-0.6278270090361979,-0.494320985748227,-0.47208542241104445,-0.30231393707483406,0.06156214530967682,0.7486852381744723,2.35542673233187,5.555114510396057,-0.01251364718805661
82,-13.193378537869393,-10.465789701581036,-1.5983316915633594,-0.674483033686057,-0.8314973775820276,-0.702403997952039,-0.48483822464379234,-0.0250124069533229,0.7132026421143913,2.0523865063053757,4.923315903822534,-0.00979545542574282
83,-4.67433590847258,-9.71204695466952,-1.5115800378964812,-0.7807722584664046,-0.6328247018754376,-0.40458860654749407,-0.5357966629287478,0.01471884329099167,0.7154501016624831,2.2572547413597364,5.2230224229476745,-0.01128442638067799
84,-10.075909878149709,-10.03368902892158,-1.6824017096714508,-0.8171102632330943,-0.8686680764060459,-0.33647168429056384,-0.5525796722864977,0.085116262201786,0.7234659014803889,2.041423791362118,4.946111404789236,-0.00990766562710723
85,-13.110604710152222,-6.301594139656366,-1.5573039711201355,-0.6703622411925187,-0.5743295318672246,-0.549559843873032,-0.3751541099657002,0.05253977250032353,0.734886115222524,2.2923005980633766,5.371979489332944,-0.01140324820345039
86,-5.42384048977082,-2.0673636440543195,-1.5255519730627085,-0.8377650171987037,-0.7272493115529026,-0.3977550631018884,-0.3329754996095099,0.01055410568182125,0.7248253668771731,2.403544306636163,4.750729352099389,-0.00946937748462451
87,-12.10035749337268,-5.667147981244333,-1.4568328875357637,-0.9403303635862618,-0.664529556502486,-0.5287666868328438,-0.3855911839704572,0.12776473851611633,0.7043092986129634,2.418131182065399,5.716357954307937,-0.01268760064505273
88,-3.776270056260552,-8.356783048447188,-1.5814853889340783,-0.6741715987743764,-0.652283138058465,-0.7815756978303856,-0.4113446047718108,0.02771950624021572,0.708419655640813,2.3726478235528705,5.295411231585462,-0.0111239408302776
89,-10.636318330498693,-7.90456283159793,-1.5669169195916426,-0.7688894793355803,-0.6501570880502628,-0.4775484570984424,-0.38502680668343897,0.09656169294824082,0.7406089945710618,2.209577375429748,5.665498560763895,-0.01325640593931733
90,-12.706559408856885,-9.257011378197811,-1.4786507472595387,-0.6874513927275706,-0.5965217063718946,-0.5677972389080443,-0.30723317537253103,0.00724245048631765,0.7285813998179691,2.1573977868012157,4.832335131686959,-0.01005742888074433
91,-6.342362329711986,-12.597509019370538,-1.5745006269050164,-0.5629260186840395,-0.6612399461897267,-0.4139679037682491,-0.38530549040533657,0.04022898514174971,0.7272696679428702,2.371144741827666,5.075616718381272,-0.01005590990170058
92,-0.3150820963895544,-7.215040027177651,-1.517927931280583,-0.6300474593026455,-0.7015359562949175,-0.6375705760747735,-0.4535156331417317,0.03193373234071398,0.7334887567891953,2.301224053096616,3.867514012010894,-0.00724772919728728
93,-5.898661914307541,-8.020344708545695,-1.5389594030209568,-0.7101737422879438,-0.6386329019050063,-0.329014075954128,-0.5922833324312037,-0.03206146461461223,0.7399300571894215,2.4276703566003093,4.0846294795147235,-0.00647612638362593
94,-8.899338497398483,-15.203753596981258,-1.6005117345703557,-0.5628768769258454,-0.8220117132109156,-0.3089341865794317,-0.442338349772652,0.03638554025525216,0.7528629600123679,2.291330773272146,8.158371558707307,-0.01807188486105153
95,-6.2094007142245475,-7.0895655279827725,-1.3771712741197857,-0.9153008167214242,-0.6821451153496952,-0.783600308966132,-0.4496396752007666,0.00186117036759594,0.7429725790915893,2.416054295279984,4.520389624121951,-0.00934373255883836
96,-8.609437509471372,-5.807226201133683,-1.4471851037294712,-0.8290555309836243,-0.5838177089889154,-0.2911302332334839,-0.1810114885170583,0.13088488304468218,0.7337450816538927,2.3007429898815546,4.3099204792821695,-0.00825047143989275
97,-4.502697629478933,-6.604791572836642,-1.611617537849505,-0.8637208354313703,-0.8442453023733336,-0.45915024703468066,-0.5816256503574073,0.02874310707996455,0.7061536111360243,2.184743580351941,5.723957287638467,-0.01203345430126421
98,-7.704518122268003,-9.291395709944991,-1.520039596204098,-0.8043243097989625,-0.5001036197322744,-0.5838944562880729,-0.4621598524716141,0.02543091580995916,0.7275252081722164,2.419261181720578,6.1121091438334,-0.01377687805479908
99,-15.440102877052428,-12.022527036385672,-1.5730215190282164,-0.7914747156761928,-0.716207691181136,-0.6880603296531236,-0.47424384252937063,0.03952448510814477,0.7311001585148833,2.3562971899314817,6.4472196771746955,-0.01431855160590627
100,-11.557567920669786,-10.477836575537522,-1.585422555445508,-0.7705007059476519,-0.5980509245542517,-0.2359178632854731,-0.5098768599377517,0.06513674156601336,0.725159741010864,2.460637018112923,4.509537156570266,-0.00841575728221184
101,-6.875791314838645,-9.44971050012391,-1.5640418322768832,-0.7547944649340449,-0.7563763781079753,-0.5819553630015871,-0.4347740416835491,-0.05967817006828372,0.730237491113034,2.4584934627659245,5.660466525201975,-0.01248825355707344
102,-5.502182609280131,-4.440047451228594,-1.5746004254485058,-0.7021168503676561,-0.6368513367199053,-0.5176802321706683,-0.27649960488839,0.07267178299593181,0.7239589295893648,2.348582976913228,5.294419026415019,-0.01117061268535997
103,-8.170946229534218,-8.536196320238263,-1.5557407960468257,-0.9810965157216864,-0.8835394394174831,-0.6133102758841671,-0.39595056219186936,-0.00930734908540066,0.7130590207340384,2.1145395516865033,5.15193271976324,-0.01106034681073191
104,-7.996021557550013,-8.287162730755046,-1.5445818108957212,-0.6680470850882894,-0.646564811429682,-0.594991837771534,-0.2135783878042601,-0.02262929837294933,0.716956667915865,2.387120936000377,5.464693561603882,-0.01099033679031029
105,-4.9314280172541896,-7.144836976997782,-1.4774280406719988,-0.6156190994926316,-0.7930311067364885,-0.486126604013419,-0.4383343006660495,0.01829102479901638,0.7284724287986205,2.4183308544358657,5.253940329979616,-0.00985218669721931
106,-13.597952026315848,-6.248034296077245,-1.508712686636197,-0.7153670585142268,-0.6394830886637183,-0.3738854672022094,-0.4353577308481113,0.03422659259426196,0.7152654246559754,2.427056459012852,5.7975912096786635,-0.01342362385829815
107,-8.592302040586969,-9.414656914888791,-1.5690351116750123,-0.6844060760794224,-0.7227218635657627,-0.7275659281427689,-0.4948812370266772,0.07088080160885979,0.7267499539121421,2.475307559942042,6.795621291281507,-0.01468230807100657
108,-14.16585507172152,-0.4562898589100719,-1.4312523684014822,-0.7958747198225011,-0.8091406546975837,-0.46126263792185784,-0.45898027095645944,0.00732554125637578,0.7149900362660966,2.163661320743695,3.649813916589698,-0.00553087908361477
109,-11.695690889071624,-7.204522038285348,-1.4912885648092309,-0.8577061370117053,-1.034338619975967,-0.6468863233858368,-0.5490166570860445,0.00513275696642365,0.707819168650764,2.3304469618822212,6.332319966652907,-0.01390492552622421
110,-8.884098431623054,-15.0139361048752,-1.547783731573056,-0.8883832230146751,-0.6397315369835593,-0.529762629655628,-0.4568670782640889,0.05994803679820974,0.7418161109382015,2.4366148772269702,5.2049189207852455,-0.01203402532880436
111,-11.641035458482303,-2.872263734783388,-1.529127908588085,-0.8414649400983871,-0.7149683116242264,-0.3937165684380207,-0.778154587182917,0.01120155911801162,0.7272845287985756,2.1495007861538986,6.054213866716738,-0.01364195169061083
112,-12.149615709240509,-5.571390275975077,-1.5244266088594571,-0.7278550248226408,-0.7253303601198589,-0.5714389859022017,-0.458876218697489,0.0824285472428197,0.7268084263869957,2.361892335060983,4.912841035231033,-0.01038213773516407
113,-4.600987168587,-14.10742991593608,-1.6076075400899137,-0.7642062076470504,-0.706190121845557,-0.568928638082232,-0.505044403414284,0.04448952349916806,0.7305696126497002,2.5642921194948705,5.846998534643093,-0.01252075377639414
114,-14.39841474713461,-4.539051226228507,-1.572157341255953,-0.7526089743642107,-0.8833724342631939,-0.4751444817660623,-0.26558730520618073,-0.01835288488894999,0.7144013605269565,2.3517345361598343,6.270054018770077,-0.01465263711323605
115,-10.038041481280542,-9.575746203385318,-1.5949332427757346,-0.8886946334662315,-0.6753752776631254,-0.6072748727659728,-0.5339433883689031,0.05289523991540004,0.7146655657697303,2.3193791413455784,5.561422992689043,-0.01170679883494907
116,-5.667560920724979,-7.749453176305662,-1.5942794651941958,-0.8146279590873046,-0.6054318339532343,-0.628752366212619,-0.3116210738580604,-0.00635204835132998,0.7121291320468955,2.5244624396138535,5.043432455731346,-0.01044143553967578
117,-14.549593670991914,-7.912391560406461,-1.5475051009942302,-0.7131835894557572,-0.8166019560361352,-0.5960816419581149,-0.3935784907345291,0.01564298313390469,0.7168235976852919,2.360250566780648,4.029550548192145,-0.00728736299646121
118,-7.9330923769981325,-11.40174491510054,-1.67254589096956,-0.596629176198691,-0.7183289441209298,-0.5204588986098382,-0.06315953988018197,0.03460864064073583,0.7033973945750136,2.2421880402152343,7.970825343508194,-0.01760933987777631
119,-14.25934521122466,-6.9409789240092055,-1.663400435848364,-0.7120846500458466,-0.7278077568991812,-0.538605321139131,-0.49928463997095673,0.02602779435521297,0.7465253257147899,2.314941289151074,6.889775606481201,-0.01553112960319491
120,-10.721787488366587,-12.622388475650636,-1.5039450699515255,-0.8565623613237778,-0.666473867518504,-0.583430474721122,-0.6682900876164491,0.0708095551674305,0.7434924033880596,2.29977076043195,5.440716472583317,-0.01377812364402384
121,-9.98001856141254,-8.319909550778934,-1.5896595531414823,-0.6342271352600158,-0.7844526826123047,-0.7005221370364224,-0.656493517841968,0.01835171746555335,0.744144844669074,2.164317669943022,4.725368726167624,-0.01047060439155962
