Key,PZ_ba2,PZ_ba1,PZ_b0,PC1_bd15,PZ_bd30,PC1_bd30,PZ_bd15,C2_b0,C1_b0,PC1_b0,r0,ba1
13,-8.885246515367763,-8.855631996214168,-1.5619141594596493,-1.0224509491757332,-0.48237277991786576,-0.5211327644406457,-0.2846775295615348,-0.01004805733875625,0.7172884182365231,2.3701328036427456,5.678180479859839,-0.0127322335046324
14,-6.04255779752534,-8.356062703781728,-1.5587052803538244,-0.8659247723050879,-0.7708401720570677,-0.5671384018392022,-0.2656637737619687,0.05070457145801202,0.7141635029179164,2.509786611269906,5.15483422574481,-0.01184261203074655
15,-3.3454638681376316,-10.143018043234743,-1.594803703287582,-0.8960258688668298,-0.653405973023506,-0.5189410432702026,-0.4797089413756534,0.02804441054975729,0.7015892055310522,2.3628578032541325,4.898659735783359,-0.00998553326548811
16,-10.145629674579318,-9.372134597822788,-1.5990091675415046,-0.782547191331665,-0.6524807001620191,-0.32766352738803484,-0.38251888791601785,0.02040220234373159,0.7297667515609192,2.2906289345920534,4.236982138119366,-0.00741611077673648
17,-6.165571750193477,-12.465262066096066,-1.4399439254557274,-0.7817267594558306,-0.7095288821217742,-0.561448400500435,-0.34682380891424697,-0.00655134240634206,0.7244896840716916,2.328035397235001,5.42131650577871,-0.0113212044358279
18,-2.6638951819172716,-9.586822161985484,-1.524101894190602,-0.7738015173613251,-0.7077825312837502,-0.5025603730181138,-0.4827321716610477,0.07604684695847408,0.7137278888686038,2.36179794285351,4.2641858264854235,-0.00835535810440303
19,-6.848093658058679,-6.269051727250619,-1.5029167038272844,-0.8972496822680999,-0.7373358673477373,-0.6937617400351817,-0.6001395266942483,0.02741518139654606,0.7023092321638054,2.4498155905191683,4.643101485742135,-0.00952179252294894
20,-8.847851319714533,-10.42702649516912,-1.7443265444310465,-0.6995849855159654,-0.7895172178328319,-0.3848907264021226,-0.4734103330732122,0.01027492580091789,0.7236534068704891,2.236545139950503,6.3708565533188635,-0.01311161125778725
21,-5.885695255144094,-5.783649493546852,-1.535398015727876,-0.8076570961034303,-0.5921712540975668,-0.6013561069680851,-0.17882772067150676,0.03761807776691611,0.706298233338089,2.2646672594642814,5.7760167596977965,-0.01296429481115842
22,-10.150746315857408,-5.0714798962192695,-1.6242331323642676,-0.8117924371756965,-0.6561267827302238,-0.6695574808693286,-0.5090381230214116,0.03891984290713742,0.7214194467529709,2.5023110363787073,6.337571856455641,-0.01400183836783475
23,-7.017069473963655,-9.59139306514632,-1.6848301939271173,-0.8089658910591875,-0.7029260752274751,-0.5946703025750666,-0.3303464277382342,0.04066717332177173,0.7176415874405006,2.317553700563161,4.391206665628888,-0.00844214766445626
24,-11.149338569039353,-8.374461590958084,-1.7048854815150494,-0.7545428401180179,-0.8669006290583068,-0.4693691947639941,-0.4650151865980041,0.04682369722967858,0.7411099968659589,2.51863501658215,7.792005178716255,-0.01811762035797072
25,-4.448850897818346,-5.170855319207808,-1.5459659505255336,-0.641150727591804,-0.7410381768404075,-0.6910747773733391,-0.444986989428467,-0.01083320700698072,0.7159924470935458,2.360395090953529,6.156233646370083,-0.01318460386052197
26,-9.76007430198202,-9.948330576789878,-1.5412378555861572,-0.6986361614964635,-0.9213016116696264,-0.462365166453655,-0.41411263694264194,0.02026756469004636,0.7051269823864015,2.4841892733283024,5.524294565353654,-0.01127007533944079
27,0.8269270782952791,-11.134196586900034,-1.570631273269424,-0.6720499138720868,-0.5762536356177016,-0.5446022067586044,-0.2912735669753884,0.05199146700352904,0.7204500364827839,2.4337171810542335,3.916589505809946,-0.00636589443704931
28,-3.1800997564764693,-6.399191707073179,-1.7619863208887032,-0.8960581460440091,-0.6584922647926831,-0.5121663834957131,-0.2953542310209667,0.06930742089127598,0.7139995661034517,2.15353823042336,4.230690990766839,-0.00827773694030904
29,-6.2517436851918085,-16.792597696500344,-1.5112800136463638,-0.905289287336263,-0.7509686875595506,-0.3837443156915534,-0.3949528494249288,0.04144141725642086,0.7196028095229526,2.286279997035013,5.289679303943658,-0.01139958578472712
30,-12.89040201170491,-6.610637789582428,-1.6441341566737913,-0.680461394676565,-0.6160727311784813,-0.47381132443510093,-0.5004471721594899,0.00909457227093029,0.7115474883566227,2.320715981073312,5.981753528694039,-0.01309067888589838
31,-7.689535527513727,-7.417435376900409,-1.6197764711170175,-0.79189715979011,-0.8042781145889643,-0.5527279427938115,-0.3246639708523029,0.00498125703761269,0.7234225798196443,2.4653027824167855,6.690658938510693,-0.01541921371424966
32,-7.649847277663984,-10.53067411368275,-1.5774809479521252,-0.720445511346251,-0.5744559571033027,-0.524533177060991,-0.391462811126384,0.02613740770545718,0.7079218835656143,2.2851000422717815,5.524873260821139,-0.01275318561882294
33,-7.533280815034605,-5.607962122944877,-1.6184602723647248,-0.780098366000509,-0.8155377614944411,-0.6192929135947317,-0.3726544660423689,0.02014505809945872,0.7116815007831554,2.2953024972761655,6.09732340484008,-0.0136062206182102
34,-5.304950755586621,-8.65909124258592,-1.562726802830394,-0.737052677341884,-0.5849998160445108,-0.5789254065123116,-0.295586886080213,-0.01483690948476929,0.7007987747780835,2.299766607531568,6.643390045585468,-0.01511960717001595
35,-10.345531546733763,-9.96751275387504,-1.6531451031311415,-1.0053720369026964,-0.7187148136487009,-0.6263972129553043,-0.34448250784742457,0.00361937680226647,0.7277279026203217,2.3387759153889474,5.926455723213065,-0.01250026383191467
36,-8.378446579897933,-4.041968987352471,-1.5077659866008395,-0.7286903084175911,-0.6933373055466615,-0.5672457080235705,-0.2500699698761259,0.01628678212407728,0.7301993440049875,2.3203622032975844,5.24869484337783,-0.01157282771399083
37,-7.293313353569952,-8.283707231593338,-1.5838306795911603,-1.0724367438192737,-0.7282350374192169,-0.7049478212293848,-0.4606461832064237,0.04162609300751349,0.7323339563526425,2.3340399569742987,6.770439581052972,-0.01506772911851146
38,-6.98609700525275,-7.070520997788846,-1.5193549857732127,-0.7057100211085299,-0.8153979578921007,-0.2861825216487332,-0.352155993264676,0.03785242903040384,0.7118378151345992,2.44430765977422,6.194480534953409,-0.01402905261872973
39,-13.319282457277762,-8.868488871638942,-1.6336889136957584,-0.761873093388916,-0.8259594726674288,-0.3856789331653133,-0.511746594079631,0.02752848672043477,0.7170008866963988,2.3746105867417766,4.221056347316366,-0.00821669398661762
40,-8.907077928558678,-14.510063927316777,-1.6169375815377458,-0.7668946095546785,-0.7834448745385406,-0.4673273320268353,-0.6726723483227789,0.03793952179110052,0.7167626939064375,2.288468694488576,5.341000066863336,-0.01084086657447112
41,-2.8252359250308574,-8.719109912654195,-1.615859231551886,-0.8302929019119599,-0.6634425241709835,-0.6803880597213132,-0.17142312629648154,-0.0095119593272297,0.706923203714643,2.3392089432313505,6.1179780099204875,-0.01371444121320797
42,-4.990056390909789,-5.839792263027029,-1.4980425085884204,-0.8790893759082932,-0.5653982455275217,-0.7489028837898577,-0.28950701458208583,0.0105918895828507,0.7015213105615997,2.263819688410261,5.814089877383282,-0.01313968365278107
43,-2.1944235679333177,-7.071413778532821,-1.698525819173411,-0.8525895552256171,-0.642278228296829,-0.5915392458133101,-0.29445561292419453,0.03976926750403821,0.7273817572285733,2.444222509616671,4.542993115957805,-0.00899655827364549
44,-12.756259340148471,-3.709274260243264,-1.622145054022855,-0.9931357978634838,-0.4549789160727214,-0.4707850311707268,-0.6158046008955921,0.02242726705634347,0.7063316293208235,2.275846068611357,4.619022089526113,-0.00896840997298703
45,3.2697293727076673,-7.039290274375244,-1.5723695465961982,-0.7475317098211934,-0.7171899138375715,-0.5810826096251138,-0.4084685174580346,0.06850271836429764,0.710744632556221,2.242768443464133,4.482335686504975,-0.00880580323503263
46,-4.924596466579146,-9.042826574222586,-1.546300913248553,-0.8281703695117834,-0.631305673307446,-0.4922533261201031,-0.3610335930239902,0.07765817800945614,0.7197451525728044,2.311754022233136,4.232751103401545,-0.00863759244272893
47,-10.25291217618008,-10.680091728216295,-1.6223252253748226,-0.7341502490108325,-0.7298289382361042,-0.8375348046153352,-0.49580048144776423,0.0032203480257335,0.6951425003837709,2.4070199256183535,4.053063346254863,-0.00719850133528738
48,-5.83850650966758,-10.42027436656423,-1.535672439940464,-0.9096028775332684,-0.7081279583226623,-0.5042695184863568,-0.39725691721666495,0.01334104933209227,0.7248069989080156,2.315400029850442,5.793525224044752,-0.0124894299994492
49,-4.689202125691876,-10.85179969543816,-1.4185374289859276,-0.7193542575900607,-0.5911365676074432,-0.6848433524321768,-0.35677106576136647,-0.01051640313873886,0.7047441970346482,2.195746611944043,4.079171056960267,-0.00766317822480741
50,-13.870866863668436,-5.997029088633042,-1.570208687002696,-0.8233457021591096,-0.7243189905017419,-0.5054128105934388,-0.15214937211626367,0.012848321661441,0.7267877534178884,2.172979109696615,5.135881217989849,-0.01129945946587875
51,-8.808738149263098,-8.587768243715534,-1.4982448616552215,-0.9945314484659556,-0.795355618607595,-0.5464431082147896,-0.2339282899782076,0.06217112219291067,0.7256904020548868,2.508164923919327,6.406610463480253,-0.01457732030560248
52,-5.017928767055716,-12.885288680024749,-1.5997412848615824,-0.6471104747814855,-0.7595671360100821,-0.3751127292582711,-0.3569869529034765,0.01103416953113687,0.7358059714462968,2.359395149009677,5.595035855382339,-0.01133891851542905
53,-10.501604520179557,-9.642439980653563,-1.588177270312066,-0.841583798733814,-0.7662577700196187,-0.3482944396008102,-0.45897649484537223,0.06080051173869837,0.6810294295723057,2.5848488295910363,7.1137581267847185,-0.01582228329380493
54,-7.274238914892647,-6.484398958203695,-1.5849666014440116,-0.8044490181515813,-0.6418336186338005,-0.3674900649347453,-0.5597475587699045,-0.00135224886325516,0.7327251829107119,2.215909377947672,4.702614685654815,-0.00957506128431051
55,-9.563060218621796,-7.082101384533788,-1.552402269157913,-0.9998020639643568,-0.5772077202703039,-0.5176093125605534,-0.20567727254980503,-0.00511295743121066,0.7103167062003338,2.1680575831229847,7.454520574957754,-0.01637978110655093
56,-11.89072383169637,-9.21877385269003,-1.549333663373476,-0.8836494593790404,-0.6395780193169713,-0.408233497803505,-0.35654740502464355,0.07640962908172513,0.7105518822978998,2.294889606688527,5.89127429647946,-0.01301948342444019
57,-5.551652208682274,-4.794520522692075,-1.4370882472715647,-0.829492719635152,-0.577467484734231,-0.5013292470712521,-0.33390567595818516,0.02911754900601202,0.7298708176136643,2.3120299290885096,5.451851865644292,-0.01178828636952429
58,-13.96190640553682,-5.168509000692481,-1.6036542355032124,-0.886071544258166,-0.780902742372226,-0.4178403630889547,-0.5771102078184803,0.02803261051048242,0.7320088058202373,2.4839742149714,4.0789745534614825,-0.00660366483600322
59,-5.079328527979353,-10.756069724911452,-1.6223190019534173,-0.860491413959978,-0.9085594772621646,-0.6472364931285033,-0.4213907493864976,-0.00804265757867476,0.718087219226225,2.3904194407765176,4.931927699163156,-0.00977323031019436
60,-11.207496614677993,-13.268401263990828,-1.477500278160249,-0.790847147426538,-0.7316938671917473,-0.5923657403579559,-0.5980085407960011,-5.82935248967624e-5,0.7146718395751327,2.4638955435476486,5.580215181694102,-0.01327011681404594
61,-7.724294535090406,-9.78304005799112,-1.4556681089654595,-0.7137006858857025,-0.5976839373625502,-0.5498226693868883,-0.39694580771022303,-7.289872664058943e-4,0.7213103328751324,2.38462469771063,8.338292981448795,-0.01886272051616212
62,-12.333488024249892,-15.596726853276996,-1.5175705648737472,-0.8614744208222133,-0.913149686803118,-0.3440174610865532,-0.5853972647741835,0.04962618001640252,0.7256896443105239,2.19652016548432,6.419905192655023,-0.01451028476486651
63,-8.265858754235289,-8.606504293168975,-1.7261661427138302,-0.9752558963498588,-0.6928480375035283,-0.4996671454858155,-0.4970780810126843,0.0177613144020089,0.7154862518790951,2.2044920637554233,6.144894356742554,-0.01408014274305709
64,-5.850358376942404,-7.517370612070612,-1.5005403440726606,-0.9765928312602656,-0.7570481322591175,-0.7504539686812217,-0.16089834958411803,0.03932286643355093,0.7079505734922529,2.2874291410500485,7.22575798281941,-0.01586504993478942
65,-8.2788715950359,-4.989126465585448,-1.441727101831648,-0.8782896514325005,-0.65541620084321806,-0.5564056288337433,-0.43724988198612,-0.01992719162905822,0.7194974431001824,2.294510901944743,4.907501552622122,-0.0100496769521404
66,-7.56386802276816,-8.325950244799504,-1.5601398360654093,-0.8406083350750311,-0.7716847761702538,-0.6577003686680086,-0.3364939986240478,0.05875227610524634,0.7259337598530413,2.374507106385688,5.323568381309853,-0.01034956346467226
67,-6.061465005460857,-6.396465401727485,-1.5797583667672186,-0.7868471623585928,-0.7376587274960675,-0.6179564601563933,-0.5919969707212023,0.02889500803366804,0.7322211387591854,2.317251637193728,6.093676224030356,-0.01376982195754043
68,-3.3956628136973652,-5.411757471523597,-1.5247898110857907,-1.009053607474233,-0.6978351174206803,-0.3065577217720621,-0.5427339161273624,0.06295000447237259,0.7126826019385405,2.2692208403401515,7.06853423074307,-0.01564561840756117
69,-1.6265939906570557,-5.432741093899335,-1.480037053182996,-0.7823745289624366,-0.7768434213403322,-0.8053015323052146,-0.37705564326203056,-0.00529794309416203,0.723889143991833,2.4781744571296995,7.22438404015612,-0.01652914054083663
70,-9.365394178099098,-9.49303223621823,-1.5694428918520071,-0.6362900515001926,-0.7944426491528742,-0.4487650521194749,-0.16004682851360552,-0.02383050492386428,0.716257624462058,2.2941914964059062,6.314666000693012,-0.01460140682532433
71,-9.178583762114949,-8.261628009747612,-1.556130209493548,-0.8453894530792069,-1.025606336173534,-0.6225994923641787,-0.3274642103907453,0.03179470638997442,0.7203764152498103,2.4220860648430325,4.505735862845068,-0.00804958457054824
72,-3.559346775969259,-6.8272943978931115,-1.4855278651350592,-0.8983653017787749,-0.6915943902468897,-0.6597710551690605,-0.2359532622987779,0.01833468067957071,0.7321484770877124,2.274665588289491,7.411574772081216,-0.01656982666328791
73,-9.721848971948276,-5.54349002779619,-1.532914174646682,-0.7827366861908142,-0.7015226213742031,-0.6187613663191712,-0.438894038300251,0.02303773729657915,0.7468009722551023,2.332647533897871,5.451362754211733,-0.01256766097105025
74,-7.385757152106286,-8.521666722905707,-1.5690019171396534,-0.6916113755559614,-0.6665514820880383,-0.34352329938389,-0.6086051880603371,0.01693812064982816,0.709634492770018,2.3234703855320076,4.078070575658071,-0.00698547184989934
75,-2.207005520264256,-8.231173395948277,-1.56609332153083,-0.7558761824971924,-0.5215352318337474,-0.7151681221922712,-0.4832876528781223,-1.9271697316215752e-4,0.706704783337921,2.391256849845275,4.557201205404359,-0.0088264781670763
76,-7.351795180842208,-3.368277840284482,-1.528520609287654,-0.7424263360228021,-0.755628833486265,-0.741571916925864,-0.3315843930223047,0.05434434022948023,0.6908277379327732,2.5416678890018023,5.716149719189304,-0.01258811924671642
77,-10.144667608968721,-10.235063692511394,-1.5500822456647922,-0.9637853061927574,-0.6648814820267512,-0.5653340493099658,-0.4794005635343608,0.00818804544770489,0.7222636881584404,2.3653534753330794,6.292379510204452,-0.01409963046650263
78,-9.947170752915577,-8.002465160815746,-1.478341228235354,-0.7501199114959392,-0.5639124957439254,-0.6754601761970312,-0.2938810964132946,0.01355282340032728,0.7204566976953914,2.3302406331969983,4.837249734609687,-0.00998720258584037
79,-10.463570267991344,-8.722109688254214,-1.602908971583187,-0.804332782953676,-0.7778355935692334,-0.4700652317097234,-0.26016951834625246,0.08224854487736252,0.7208565504195229,2.4140217069487364,4.446684503834208,-0.00911721517836476
80,-7.062134757349538,-6.618716643892999,-1.553794078243827,-0.772368079119035,-0.5383863628850387,-0.6150549987506627,-0.3250816432716822,0.0344698526144659,0.7253459508069997,2.302696945129358,5.665498560763895,-0.01325640593931733
81,-10.728113688371188,-4.670426976644771,-1.6525118546847717,-0.8713893034794657,-0.6057413683853283,-0.5797786803331881,-0.34667229980622877,0.05771007232744518,0.7047091524170215,2.264885045562051,3.916448263858555,-0.00581318770132359
82,-9.46291369553452,-8.56325210766424,-1.578861237519858,-0.5860593140430552,-0.9035016274074548,-0.42513193631381424,-0.5073676049801351,-0.01756112112800843,0.7251643633022923,2.329182558809533,4.732430288492549,-0.01083547506713541
83,-4.931055936641716,-9.520974408272767,-1.3970244843668205,-0.6826150786310544,-0.5262916357665437,-0.5687224205072756,-0.41912610728058386,0.00808704529851152,0.7177219593306574,2.352377371967843,5.912696239453848,-0.01261980434845117
84,-5.490151482085838,-5.832790439049675,-1.5293704999220714,-0.81215925688047,-0.8622596239094863,-0.6758703482699892,-0.39171287566329294,0.00430298125044454,0.7261682135204202,2.5051228797829523,8.011897319249128,-0.01726706835649803
85,-11.6133571649343,-7.728199874746671,-1.6329562369933388,-0.8687311282994388,-0.6585133345467296,-0.5730348578273626,-0.5293069146165497,0.03122208296996312,0.7020818805922644,2.3170285429336466,5.815190166392133,-0.01251561374550913
86,-6.814462495770434,-8.951384391677053,-1.609113785589431,-0.8343326819379714,-0.7628406026964297,-0.6125030179921108,-0.5146284833350405,0.01015122316299984,0.7000006940180498,2.1869667730983875,6.849634300269407,-0.0158622593510975
87,-7.389800579700756,-7.205265247311243,-1.463999735336094,-0.7085791839667905,-0.7268621784122832,-0.5025812823373471,-0.3088438465819683,0.00621911840668679,0.7526219850845646,2.496939725220613,5.697600933404151,-0.01246983727043691
88,-4.292789528604807,-10.894116667554306,-1.452680986506362,-0.587190947235293,-0.5326887452421225,-0.585568354707134,-0.41184108630509497,0.02584012112709212,0.7114597572143526,2.471999453432617,4.610753914876853,-0.00889615595544416
89,-7.656163099169536,-6.734070439320515,-1.47536531661174,-0.8360564719974252,-0.6090758361876882,-0.5498487591315777,-0.6015811709853317,0.05019791866173136,0.6928233595564595,2.475399964994585,4.64623524802484,-0.00880122606922925
90,-5.8619994461150675,-3.86229635875849,-1.3822007226256394,-0.7849689515136401,-0.7744282188033635,-0.4403325769413028,-0.5134766940706229,0.0470856942105094,0.7008336476568156,2.352314803837196,3.487610235399981,-0.00553618667743725
91,-12.02376819936744,-2.1191180375823144,-1.5614619675712476,-0.8807100938519693,-0.6927381058263504,-0.631355217447634,-0.2414402739762035,0.07294669564654216,0.7099399941021857,2.384983473474941,5.706401617104097,-0.01348444443848135
92,-3.794222654961763,-6.385140845654112,-1.6111245743076656,-0.8064416442904512,-0.646722987821648,-0.7041102865839112,-0.5540625848279878,0.0036296639559203602,0.7117798859335163,2.181930337464851,5.655757280084231,-0.01264620741020691
93,-14.536506499104757,-9.339083458208668,-1.6355381884209483,-0.7620581347627126,-0.661392222223442,-0.6978119496682553,-0.5877279492305265,0.0103035037764534,0.7233723883399766,2.202962758413197,4.4471902874803915,-0.00848010064944818
94,-12.86203653955431,-5.050573732420027,-1.506308899786564,-0.7220508291419158,-0.6538377603494844,-0.5858885143939611,-0.4982901287641136,-0.00574274386321178,0.7242996763510747,2.3409529346094846,5.468164976626986,-0.01214852616869156
95,0.3968257287554984,-7.3278603380105185,-1.6376942897585167,-0.95696117970547,-0.8169226879346121,-0.5242905938571537,-0.46271075708500886,0.01763999439358055,0.7108031313036163,2.228565800908699,5.233751630247069,-0.01090129534168447
96,-7.0746146244054735,-6.075325537919596,-1.582737347749413,-0.721071287963874,-0.980248733025689,-0.4357433811067409,-0.28531588894344706,0.00882567478630835,0.7121787749225863,2.1693473242922825,7.329607035520031,-0.01581008635807034
97,-2.935168425039361,-7.782195689024151,-1.5055001031374955,-0.6603262660086671,-0.8856194861690746,-0.3080585079312473,-0.33881486830876345,-0.0166613531068495,0.7157431126102932,2.3476443456935456,3.531088831830146,-0.00515626330634003
98,-7.073405713557678,-11.655534198394964,-1.6803873770089794,-0.7190707098075313,-0.569107625241977,-0.39154668867039866,-0.1896253428238127,0.05924281642442424,0.704902812744869,2.2762692196211587,4.484950627056123,-0.00898839368070274
99,-5.354413411698355,-11.55768534879863,-1.5275326714686368,-0.7135761127044996,-0.7172009419683704,-0.4104368931077016,-0.5353179030619086,0.03549628445118714,0.7185257581030822,2.1735075620875226,7.580178116834201,-0.01698267888657385
100,-10.35735767994452,-10.40714073123912,-1.694592497732041,-0.9604689888098854,-0.8879459260310562,-0.5216293567526995,-0.4068191401599726,-0.02552716688412347,0.7173664297458043,2.328044543070883,6.184543618285097,-0.0133083769445544
101,-5.929868261077104,-7.348513450171037,-1.5100643015885296,-0.6901522556017148,-0.9077810939093306,-0.55771553237894,-0.5602490153753134,-0.0267427154671177,0.70867762169013,2.461337860158389,4.174922724480968,-0.00790948837931742
102,-10.675947933734726,-8.038243995626996,-1.572879250327234,-0.8579356873507434,-0.6836466618566892,-0.6605401297839327,-0.7151545026859389,0.0080182400814661,0.714990614690414,2.2856374330748808,5.406846340046729,-0.0119061859926711
103,-5.305052624231435,-7.558398704462454,-1.4564388079066122,-0.8278868253403531,-0.8127602640223274,-0.3759707906936022,-0.48987086654134154,-0.00606620122730213,0.7222015273060292,2.306160941517941,6.400347348851391,-0.01360665259094985
104,-11.139760276871886,0.3761560861003943,-1.5687958201961898,-0.7918819218844122,-0.7072454254437899,-0.5243520964258321,-0.3035351574626599,0.02061844063770802,0.7205948529886097,2.271540383346016,6.323657309917496,-0.01379021412050436
105,-11.339967441492856,-5.552711960403654,-1.5468868830444653,-0.5334494060505937,-0.5683068086611636,-0.5128869785957836,-0.3925406537904936,0.02665208729239753,0.7182127736251819,2.2857374754418456,6.236949707160306,-0.01435586707128411
106,-6.955421512993563,-6.759170900025117,-1.5117603050177242,-0.8285805020663332,-0.6408014054530089,-0.5667413297262104,-0.3720207151528371,-0.01579194833400384,0.7042814978024821,2.377528755927416,6.543319657998267,-0.0149122415790586
107,-10.496453489856265,-8.648447520903522,-1.7024714366108422,-0.9160044670545144,-0.7321670150255601,-0.6782178062582371,-0.40718621823291906,0.02364382562723837,0.7242858552401368,2.379044052295741,7.806931280508783,-0.01674934343274315
108,-6.968023600201885,-7.451652382737445,-1.4824565553849682,-0.9344257946097272,-0.5844280770323651,-0.39299424946962674,-0.3692720553734756,-0.00301360741820315,0.7127596443236349,2.468754309059784,6.7054947380342425,-0.014389292300818
109,-7.322039034540794,-6.143836882585683,-1.6765838010200105,-0.7216634536578345,-0.6463841847880826,-0.44138887687557815,-0.4680986097211813,-0.02572397567338128,0.7206813967212837,2.197299683075976,4.716030665073488,-0.01002896562059905
110,-12.44152436020364,-5.488765611874324,-1.5705395204403332,-0.7551013043503798,-0.943139787921364,-0.5227805141814081,-0.3850081762208494,-0.02002465643819032,0.709670520687335,2.416663379376359,5.636775348965829,-0.01252424816891512
111,-9.652360054059626,-5.527969087591194,-1.513961170151695,-0.7165065392995968,-0.7646004467185729,-0.5587545214709908,-0.6208343586953609,0.05503042740474622,0.7100394806729547,2.236643150005817,5.715758491713727,-0.01233965021596693
112,-3.5319035093518822,-9.74907508772936,-1.5850275859548328,-0.5290082022784467,-0.6540750889101751,-0.549760046093243,-0.5961213064265193,0.00435571612554015,0.7226448372732031,2.274128880595321,5.438058163920338,-0.01150108120305817
113,-10.831368769850918,-10.409059752452254,-1.7682792678981627,-0.8681389335634533,-0.7960545424770409,-0.5995014251261552,-0.49954523526558386,0.03217626535308688,0.7033346633939277,2.288762667587426,7.0617651791574945,-0.0164602520395714
114,0.5070972755361733,-10.517930870484872,-1.5828181985209289,-0.7766692066744171,-0.447788418163192,-0.5863915162387378,-0.17142618676190202,0.0513026540362073,0.7027043662256426,2.42833989230355,6.317604149241819,-0.01419986619873761
115,-4.783523468831182,-12.337103814333236,-1.525647180509632,-0.7735703366554575,-0.5465121342318648,-0.4704973691292332,-0.11789175286143494,0.02651377851574771,0.7112236201954366,2.3599587039980237,5.14873040960448,-0.01073433993690578
116,-8.541037225485772,-6.66997667263997,-1.518825896266459,-0.7898738686426267,-0.8043672929731528,-0.5380778010231706,-0.5796366038402546,0.03596564828456619,0.7238212363468689,2.3592981632833596,4.31874150420332,-0.00829135245036259
117,-8.524369369108468,-7.260424125887416,-1.6267994153977297,-0.623519631260245,-0.5664309668427673,-0.5876563106459366,-0.15900981989014762,-0.01063763626648397,0.7161999573426666,2.4867331040412637,7.110077442977181,-0.01592879552445237
118,-8.328421336321217,-11.715441621392332,-1.4579260681893549,-0.6853908105400311,-0.6612737732213817,-0.7691645723650775,-0.4457832355213327,0.07163790209402623,0.725347615593547,2.4636883955018685,6.031579452268235,-0.01340170231826635
119,-9.549868392151298,-6.9177475004000275,-1.490489959204335,-0.7710826669293261,-0.6790097128306888,-0.6404236672296156,-0.31199587635273535,0.05561635892632403,0.7215576999594397,2.30182573516167,7.661321473977786,-0.01614340377726242
120,-10.836833090939052,-11.37751266612357,-1.4261509392846703,-0.737424320012761,-0.7944524665482348,-0.8064757212618799,-0.4865693544561881,0.04689670262665746,0.7049016998153842,2.442072473985246,5.494480998091254,-0.0128534401777372
121,-5.18219123835879,-8.450942055325042,-1.6098159171752775,-0.6423870389036729,-0.6757875125701662,-0.2688836766774387,-0.460068143848173,0.06213267525556135,0.7019791623382323,2.618672186914611,4.03594114368837,-0.00675344761884238
