b0,b1,b2,bt,lp__
1.7513270434009165,0.02104041804673787,-5.240251788174753e-4,0.9934926617242361,-4896.529860205783
-0.27786013572992224,0.027484810786544255,-9.74405902513565e-5,0.9263657295452337,-4937.83799530942
-1.751456809330427,0.10121724893189897,-8.367940678166186e-4,1.0024025321595542,-4896.126011080303
0.5527335003543494,0.042622585674908564,-5.954704692899928e-4,0.9299259912015543,-4855.6941718428925
0.5123960634308805,0.008433375620797464,2.9393690082350897e-5,1.0132688684131668,-4864.911371070959
-0.9613338185244712,0.08413444082211285,-7.924718592714315e-4,1.0134732284336356,-4879.15891952061
-0.4687717578075951,0.05567534529457702,-3.523185622824354e-4,0.9732090654807406,-4865.2294107308035
-0.4278539010124771,0.08706432989925632,-0.0010038124935034332,0.937933335025791,-4874.922738036855
-0.9182424813024841,0.06835651938277963,-4.3531704021654874e-4,1.000089978467091,-4840.110196341519
-0.051369807832378066,0.03848330141832966,-1.8966402486575733e-4,1.0227485055618568,-4862.216096998599
0.05997599739103679,0.037924692822381346,-3.4986692476948695e-4,1.0287892750079237,-4887.053253042886
-1.2960369272463275,0.07116295709842223,-4.7648042303174976e-4,1.0553432708315058,-4876.376634048464
-1.0211174318852765,0.0714276340875086,-4.516242721193799e-4,0.959284809174608,-4867.803073790979
-1.0327086147378246,0.06353224375606004,-3.177296666038343e-4,0.9849479866991505,-4913.103949352709
0.09372103826728095,0.05181819721305718,-6.187560893396652e-4,1.1497028617016136,-4885.878701133167
1.1839268530502742,-0.002394529291041675,1.4295633461342195e-4,1.02209795875576,-4910.524758793904
-0.20248134982115076,0.025537754556914656,-9.439777537199523e-5,0.9749024368709897,-4928.65295578952
0.6662215744514594,0.03896376707952311,-5.761991608912886e-4,1.0139505552771892,-4884.303901832252
-2.7130607504519637,0.1360400019509674,-0.001197622564186748,0.9440337832046299,-4891.305737080376
0.2840028560223184,-7.688616960379155e-4,2.0088597555085365e-4,0.9130834639471803,-4868.551862126935
0.33822032007498587,0.028747266804631674,-1.571110279568795e-4,1.0489401529500513,-4909.573062246338
0.890933603794417,0.03264016352995485,-5.269050311159291e-4,1.0153309853742505,-4909.795531656781
1.1705523499798494,0.04903686922446197,-7.926686005390357e-4,1.1359008294777797,-4891.732805728114
2.276058004008776,-0.059747327881198145,6.297893799167814e-4,1.0505164679932526,-4925.001509581158
0.9375842288644265,-0.0012683977377292402,1.0650409327855843e-4,1.0315413268484739,-4879.334158417114
