Key,b0,b1
1,2.1222083458729872,-0.01277180642451147
2,2.072536004799387,-0.01198634941275897
3,2.064310395794404,-0.01126814930442952
4,1.9988086115240769,-0.01091061335121663
5,2.076769740265928,-0.01223299217922345
6,2.071542112051381,-0.01198305527032523
7,2.079228093539448,-0.01208405957012761
8,2.048479712686839,-0.01163394837659803
9,2.2066455070892617,-0.0142263237854369
10,2.0653172548932206,-0.0117147803332184
11,1.956427973741853,-0.01030724721338687
12,2.0841780226276527,-0.01228354188896519
13,2.089233382494085,-0.01214492840965751
14,2.1395618838844475,-0.0132942953237025
15,2.1969474815930887,-0.01426374655543102
16,2.022884878769557,-0.01175400604495748
17,2.142951826305826,-0.01270536533325749
18,2.0191280834137846,-0.01098888573857866
19,2.16485889352438,-0.01320434625832644
20,2.130685834516042,-0.01265016027923153
21,2.099560909780215,-0.01251200859263885
22,2.0311862538908776,-0.01160083596833437
23,2.0245508952343183,-0.01110342455693172
24,2.010344022705871,-0.0104868631419556
25,2.1212251902934125,-0.01287554661839678
26,2.0518066693987285,-0.01149547781052476
27,2.1205261217952565,-0.01283327975465618
28,2.1940231003135846,-0.01368349324135123
29,2.053825702573254,-0.01124201982042723
30,2.121742441483175,-0.01241476589437964
31,2.115773102615639,-0.01268228180525642
32,2.132481001178636,-0.01300330874637155
33,2.0759921327122406,-0.0122586815765789
34,2.2247669225698252,-0.01400987127552296
35,2.0139342942127665,-0.01109266526237679
36,2.08156233155015,-0.01225619089374789
37,2.0753294143579164,-0.01194220647863012
38,2.0980634368778404,-0.012413007937257
39,2.0477755392140713,-0.01181198183722475
40,1.9382314136569192,-0.01025203243860684
41,2.1204818343395133,-0.01233107747172287
42,2.1164293432843087,-0.01297060642155188
43,2.144286605489651,-0.01309334230514338
44,2.0848402742673877,-0.01202283022502479
45,2.163659917260825,-0.01294771069292916
46,2.021125142488545,-0.01093584313188713
47,2.1073990744453184,-0.01222870692423853
48,2.247573000671243,-0.01476601153391174
49,2.351624850097902,-0.01613057720381465
50,2.0372381504231463,-0.01163725648114143
51,2.0150624329379068,-0.01104020034666151
52,2.1468331720341536,-0.01330537366494142
53,1.9944839281083888,-0.01077262473955771
54,2.1001718792573794,-0.01247234706505359
55,2.1808541098632213,-0.01340855335419402
56,2.1406672763794083,-0.01278246509875107
57,1.903423298811872,-0.00955963207154882
58,1.8586328521931748,-0.0082903429958412
59,2.1838237473985633,-0.01378853928587049
60,2.022322006063761,-0.01093232489471899
61,2.2111995157182207,-0.01403256931765589
62,1.9711426606070277,-0.01037209509758544
63,2.260576761553938,-0.01507099171853925
64,2.1526021505817594,-0.01307272315126851
65,2.176922350162488,-0.0133973337482805
66,2.0493041749669145,-0.01167693901360068
67,2.0452269253084423,-0.0114869091701684
68,2.0705937571348376,-0.01196234483314245
69,2.0619594926589286,-0.01111005667581198
70,2.1324695818494495,-0.0126804475922834
71,2.155093856277768,-0.01310547649950193
72,2.1266831640254065,-0.01273136074977966
73,2.338485472547881,-0.01630223046663809
74,2.2222845159159985,-0.01415948623374547
75,2.0507368524056897,-0.01181621115624823
76,2.0240152877267317,-0.01089452180310759
77,2.1586009674224664,-0.01371169216671265
78,2.1086906876349913,-0.01237997741083099
79,2.183212831544327,-0.01375089380309594
80,1.9812407173845137,-0.01036969006126607
81,2.058207029905991,-0.01127204790405716
82,2.142186301045325,-0.01337555416719044
83,2.154315391260663,-0.01319179529314025
84,1.9108488040024243,-0.00929466373175623
85,1.964634404270431,-0.01046582577095663
86,2.07984575361235,-0.01254138790201988
87,1.8594002253162296,-0.00928323050611132
88,2.094854280945639,-0.01210201013659875
89,2.194589279587411,-0.01358969749517205
90,2.130063276969081,-0.0133560751866886
91,2.1276809415877467,-0.0129022257081896
92,1.9985163053299864,-0.0110695964775317
93,1.9668698978070345,-0.01025862314985453
94,2.293658681596776,-0.01541744069000471
95,2.002963247365639,-0.01124899243238134
96,2.0271348111124117,-0.01093518742306304
97,1.840166161107381,-0.00801224526024479
98,1.9103358800251808,-0.00960462197012225
99,2.2224206985656747,-0.01439311955765008
100,2.017180731729358,-0.0113350882272144
101,2.1186358881783516,-0.01279804744472185
102,1.955962044584833,-0.01036899477689339
103,2.0214758071721635,-0.01101820501980146
104,2.068826792766023,-0.01153982610524773
105,2.19623948337089,-0.014098646123722
106,2.1362910240073565,-0.01262372157449546
107,2.07432366058731,-0.01169931871662534
108,2.1717544370347563,-0.01338236812173795
109,1.9644575331669152,-0.01048107917917674
110,1.999869491631288,-0.01070152923854843
111,2.0556139651909375,-0.01159513301560654
112,2.2035700955350803,-0.01384207329252952
113,2.0630153505648474,-0.01180785345647819
114,2.0945160226808155,-0.01230546121471862
115,2.079614553691588,-0.0120159578079565
116,2.1563410843810353,-0.01341653987903804
117,2.0822506412378905,-0.01248441970563798
118,2.107690488426366,-0.01294980622272676
119,2.0853890928799577,-0.0118343013844268
120,2.194545113852757,-0.01419491833366524
121,2.015863802033816,-0.01134439221266424
122,2.112393665815288,-0.01280569893799987
123,2.088299182324606,-0.01195093322139626
124,2.1841629326022174,-0.01359124035221862
125,2.2544995491512174,-0.01459114645543417
126,2.161482408385016,-0.01381933487814768
127,2.0904398627078433,-0.0122243788326674
128,2.1565537302962112,-0.01338443612402064
129,2.2015844568506644,-0.01435627393688023
130,2.140836241857865,-0.01309611220387115
131,2.137843187050352,-0.01279086305611577
132,2.2160225242188827,-0.01421167159920565
133,1.9667523307152164,-0.01054149915530171
134,2.087937646566897,-0.01198171776967795
135,2.134422515850951,-0.01265822302568966
136,2.175015603611856,-0.01381507845957534
137,2.167821364218134,-0.0134487197099623
138,2.085258539348855,-0.01215985185128088
139,2.104208130960884,-0.01234810025359249
140,2.1017719968595165,-0.01253769977412493
141,2.0214092293887336,-0.01106399450591571
142,2.1524614564414386,-0.01309369479626743
143,2.1897797457824413,-0.01415537652176963
144,2.1091848752593862,-0.01250703746094817
145,2.2356768540445477,-0.01454177798060378
146,2.109693835999103,-0.01248950540373052
147,1.8861964863421885,-0.0091784182437557
148,2.0475560827135033,-0.01179557436765008
149,2.0837278535769967,-0.01225321707555309
150,1.9740637595889936,-0.01049747293384593
151,2.0093087393846263,-0.01090999031992355
152,1.9640352861270771,-0.01051782946503508
153,2.067582003505949,-0.01153931840750839
154,2.1124447301067653,-0.01279058052887894
155,2.052677960846268,-0.01158763313473586
156,2.1158633432248397,-0.01267152922295552
157,1.9764368652287023,-0.01041212838966705
158,2.0973797697826684,-0.01210219301189591
159,2.0883482221430993,-0.01221118503939221
160,2.063582825659458,-0.01157909394554101
161,2.2239397335758864,-0.01419471166061114
162,2.009618680896397,-0.011225142252379
163,1.99578776100828,-0.01075244598665132
164,2.027028870894452,-0.0113880939126867
165,2.233035914268676,-0.01482145328617643
166,2.1827641777008107,-0.01372807836121214
167,2.0299406030820952,-0.01110890042569329
168,2.18924994647881,-0.0138656560177051
169,2.085932657161221,-0.0123095696762111
170,2.0732585096660343,-0.01221647729658813
171,2.1093050696529447,-0.01233462223487344
172,2.1180329995708074,-0.01309643144302208
173,2.0949232914727496,-0.01208504883367964
174,2.144246263450144,-0.01327096597883432
175,2.0733759034717494,-0.01156752325064344
176,2.039035548565901,-0.01163553023090096
177,2.108793702818347,-0.01269181188301822
178,2.124936330272792,-0.01246840477079551
179,2.1879358557752258,-0.0136546137597575
180,2.078044253527948,-0.01180155818134355
181,1.9878648898861788,-0.01102312032057816
182,2.020049887102438,-0.01096672971628959
183,2.1316944033584533,-0.01259244126434105
184,2.062253318804745,-0.01141749363314095
185,2.1830774479426984,-0.0138182941548553
186,2.0413879727668802,-0.01136706276744933
187,2.2367849423437023,-0.01422312465150901
188,2.1223291126647705,-0.01285920211050221
189,2.0299418020623747,-0.01137556169290651
190,2.025607039555808,-0.01101380658866753
191,2.066463219568092,-0.01145817353270463
192,2.2047544406160497,-0.01359132414099557
193,2.125533879475151,-0.01235465848840655
194,2.027353234776946,-0.01146701388887658
195,2.0662917163322807,-0.01143243512972576
196,2.109326146196969,-0.01266577377499439
197,2.175240255983874,-0.01390263768221501
198,2.269542442329197,-0.01521453172061322
199,2.0703892516121125,-0.01143197589023772
200,2.151363173788375,-0.01283571119026503
201,2.0524424589381915,-0.01169525708466996
202,2.003700397261877,-0.01056710499129381
203,2.1561263576589815,-0.01395159694961425
204,2.0244627670332096,-0.01099936768848243
205,1.9562768902713992,-0.01020046478565964
206,2.1795266291515607,-0.01367358561933893
207,2.2354075047784447,-0.01439477861896636
208,2.1648769483762997,-0.01278895370666737
209,2.175133554003171,-0.01345789464915451
210,2.180812614964635,-0.01372681184409558
211,2.013434517745122,-0.01100600891825509
212,1.9814163035328496,-0.01046783013020574
213,2.0360561191688142,-0.0111557536682131
214,2.01634412863607,-0.01085579116900082
215,1.9980897823464832,-0.0109009195575
216,2.123649480129192,-0.01260129105519402
217,2.0921103381592303,-0.01257000635314274
218,1.9962353127177173,-0.0112593653135785
219,2.001135047077512,-0.01115723063311411
220,2.194543057167623,-0.01375437404096477
221,2.28606710102476,-0.01520355920021148
222,2.18032396338255,-0.01370588852252396
223,2.0932412142440175,-0.01221698957037399
224,2.1511353934030697,-0.01327115376737373
225,2.090944429961686,-0.01233976546373741
226,2.124629323323741,-0.01304315286304825
227,2.00595409335352,-0.0110581886895887
