b0,b1,b2,lp__
-0.15470172529468132,0.052931928215572265,-4.31225793850317e-4,-5889.126189639035
0.553477433711003,0.031096697008688067,-2.705805174893912e-4,-5890.342282385836
0.012116340799992662,0.04807816439617696,-3.9940319997555044e-4,-5889.913042835205
0.31780393029630905,0.03885570920044359,-3.2826069401806706e-4,-5889.15502533019
0.5851067637271201,0.028689815021045475,-2.4112222274559324e-4,-5890.872016043004
0.21560301158251943,0.04120020866241538,-3.414106048460106e-4,-5888.717332722942
-0.263162744954605,0.055191919546627353,-4.405226488920851e-4,-5890.0324793715135
-0.049829920014089805,0.05133603119273933,-4.317609835870329e-4,-5890.3007075586775
0.3407095759357362,0.03673785011480867,-3.048066392734806e-4,-5888.851169871018
-0.04568123575145096,0.047813524314622484,-3.8582861151807387e-4,-5890.372949964511
0.09092385779855004,0.04658937893961709,-3.9160894259039966e-4,-5889.655487762804
0.3313904703646202,0.03735264140852628,-3.060864389679481e-4,-5891.000206076606
0.5321784133729536,0.03163719042542299,-2.726100605435712e-4,-5890.391854964516
0.06295467474331354,0.04592040057046168,-3.762980589986926e-4,-5888.7317884638605
-0.13028745060504365,0.05312716406958527,-4.406568095453883e-4,-5889.969457096329
0.19260283727181374,0.042936687872499976,-3.602136418997404e-4,-5891.661707489023
-0.11128281121292546,0.05000177460220794,-3.994763916937455e-4,-5889.549751097578
0.09676474281117198,0.04589534418605148,-3.832814227286689e-4,-5890.553500847107
0.3174121038537372,0.03655595365747408,-3.001944684559806e-4,-5890.230711289096
0.18342329878758137,0.04175492702958243,-3.449187024862223e-4,-5889.095134398448
-0.10847399889337334,0.052146332092640704,-4.2694536094269953e-4,-5892.173132181051
0.2366764731996832,0.03891109248543902,-3.1437327501394993e-4,-5889.116955075565
0.021340572193146213,0.04574344628281424,-3.6753116765162754e-4,-5889.2387233545405
0.2010715469287581,0.041089842805121096,-3.323976748184369e-4,-5890.995520644924
0.06530659754876383,0.045859568222450436,-3.783404497031842e-4,-5890.477782537085
0.17181314519835225,0.041692955331837506,-3.3795676449553804e-4,-5889.671945788839
0.32022369352062907,0.03656575523802319,-2.997239536354823e-4,-5889.742473341768
0.058073156482616954,0.04646730120288416,-3.876163586387058e-4,-5890.132186093793
0.060632018225804066,0.04440047288321319,-3.55058143120071e-4,-5889.31510212137
-0.045278578724368565,0.05012107977237739,-4.162447746704217e-4,-5891.366475418885
-0.06252691840856485,0.04845934757432112,-3.935267433962307e-4,-5891.621267682031
0.4629179434843495,0.03443294925808684,-3.007643133135887e-4,-5890.843415168361
0.3467167737955069,0.03699365566363313,-3.1081107655340107e-4,-5888.936198914817
-8.618406156932249e-4,0.046412378995236335,-3.721825354038232e-4,-5889.470535990043
0.6273630524089256,0.028115021095036084,-2.4214439506323448e-4,-5890.531107623615
0.25087676765134925,0.03851100450628666,-3.1396706674333526e-4,-5889.806643598462
0.09409783079986168,0.04349769495787882,-3.506408403458427e-4,-5889.060700381228
0.23549093890598735,0.04232123550462896,-3.611947599133375e-4,-5889.861120400656
0.25359322190900324,0.039623622045571856,-3.274189930799253e-4,-5888.467716203403
0.5447769638123151,0.03084952237727306,-2.651138282140535e-4,-5890.792816091699
0.2952007080697523,0.04068709498932481,-3.534721207975675e-4,-5890.512163167591
0.27823250086292095,0.039837596260336464,-3.3796487740041475e-4,-5889.22906141475
-0.16114127033671719,0.05302159203966029,-4.319865695076582e-4,-5889.467242940038
0.383512690503793,0.034642190242288,-2.8292523996534664e-4,-5889.287089429019
0.21263185304858187,0.04002557093474319,-3.294388744330636e-4,-5890.483396930004
0.1323268924090867,0.04457789161232799,-3.733316356011599e-4,-5889.211135123385
0.08006663949953748,0.046842647586134135,-3.97314104540919e-4,-5889.9120554162455
-0.11423533296516668,0.04943914365838806,-3.893108976631903e-4,-5890.01765652618
-0.22850145675732805,0.05341440825033871,-4.252354710259311e-4,-5890.6012489744135
0.04235390127868137,0.044893598040851246,-3.6119892032160876e-4,-5891.855490558538
0.5981474605057536,0.02909446480495121,-2.5089927721370914e-4,-5890.183054870601
0.4504393857622962,0.03330411476584325,-2.799575018869637e-4,-5890.240460364651
0.22880991585355667,0.03990868666021534,-3.269362182181651e-4,-5888.524857810035
-0.09703431189636709,0.050083461773914366,-4.0629427525279795e-4,-5889.325824636454
0.811090269591297,0.022511499732526974,-1.9878617934133096e-4,-5891.954695901949
0.6035440877543059,0.03040715160997286,-2.651525741418005e-4,-5891.762284637314
0.19325738685385965,0.04445035893843501,-3.8285728829567386e-4,-5891.134003198509
0.0865801278435232,0.04613037751309445,-3.866089178510057e-4,-5889.130300778405
0.5343909412918515,0.030088364415121298,-2.4872332999867076e-4,-5890.055897522433
0.40189330626770864,0.035228042186608556,-2.916245347266461e-4,-5890.3718385067305
0.013674830731753452,0.0460668689290491,-3.716527389610944e-4,-5889.322057703444
0.614440280438696,0.02973741109299311,-2.6190956952356123e-4,-5891.083994280199
-0.16096641116254115,0.05214574799912656,-4.1904849923644753e-4,-5890.449395501205
-0.1385533095884514,0.052339682950053375,-4.3274940674331173e-4,-5891.398023448016
0.2893414154904601,0.03777186657003511,-3.079465442312969e-4,-5888.822294151741
0.23340260334770951,0.03965962585281412,-3.2394455365584844e-4,-5888.9952557217075
-0.1178120062384233,0.051644481458926875,-4.215754020558803e-4,-5889.180270316804
-0.038492268258733614,0.04843384078332058,-3.9458320686466976e-4,-5889.23869384718
-0.25040467643366604,0.05450832144203249,-4.329572227914111e-4,-5889.9568248074565
0.21328610703803938,0.040966038367807864,-3.3751422008888475e-4,-5889.165528927687
-0.002655545754658944,0.04739093265446671,-3.8125438192132413e-4,-5889.450788178115
0.12114663072919413,0.04524832464418017,-3.823315191995733e-4,-5890.038073470555
-0.2247424516017206,0.05471415153138246,-4.435947519876767e-4,-5889.340154673078
0.0683345487189017,0.04661201163350718,-3.929175389991579e-4,-5890.817648632144
0.28662732784415124,0.038909978845522594,-3.204971883180923e-4,-5889.897820528163
0.06452932042710643,0.04493551392022507,-3.633148858756302e-4,-5888.533533256914
0.6844121546482262,0.028066547908213852,-2.5368273719001967e-4,-5891.657520241613
-0.19682066322788735,0.05393143231832187,-4.384643691028498e-4,-5889.882291022154
0.02480404178427276,0.0457317093092697,-3.695965875603084e-4,-5890.688162693044
0.5402723852315043,0.03154914278116504,-2.7146880621211077e-4,-5889.677930164322
0.41078569121276304,0.03526564109469073,-0.00029340513661914173,-5890.625272125368
-0.07430033809072563,0.05019514314340033,-4.1268835537527226e-4,-5889.40107138566
0.2873403688036651,0.03738885916535901,-2.9972684034559963e-4,-5890.069849741492
-0.14984402598962213,0.05234336818009197,-4.2376226437785397e-4,-5889.007853159863
-4.7730229270953064e-4,0.04836905920594238,-3.972126060512712e-4,-5888.931393196794
0.18622144292430132,0.04315823806784406,-3.6605265388157645e-4,-5889.321069209718
0.31725516675214704,0.03882685223414226,-3.283112073765008e-4,-5889.502274034271
-0.12021005188410865,0.0489490536077431,-3.8098178867921885e-4,-5891.305166594403
0.16268214889988605,0.04243112396688569,-3.4784125092436965e-4,-5888.462005145225
0.22913637431717943,0.04007134723657205,-3.310286038631668e-4,-5888.8327039065525
0.060775643958937635,0.044413324989355796,-3.6171530296301164e-4,-5892.067410279225
-0.17061179918468186,0.05316106487304245,-4.354875505007279e-4,-5889.807000645361
0.14996037888027283,0.04352702883880722,-3.5502601573177936e-4,-5892.421313389043
0.1991790873815243,0.03990994780385036,-3.2349271768056167e-4,-5890.206101495203
0.5067163881619925,0.03136256492662003,-2.610865100381275e-4,-5889.622548341654
-0.06368340296342605,0.047916630782273456,-3.757689653694074e-4,-5890.924722795879
-0.33309430413722413,0.05987647348821575,-4.963024337547955e-4,-5892.2444338435225
0.27931542259010317,0.0393301024422421,-3.2688158961872505e-4,-5888.969369757531
0.008977730281321561,0.04698053258047832,-3.829548273381823e-4,-5888.608319245853
0.2541876223873788,0.03858678288702793,-3.157708364385635e-4,-5889.65595511336
0.023094437629181643,0.04594622983778407,-3.726246049914061e-4,-5889.36463810628
-0.4336906666105348,0.06119091504958526,-4.8641413887620937e-4,-5893.285896228668
0.4997608684729638,0.031071703402260738,-2.6019503116573065e-4,-5890.8879035855925
0.47419004889333827,0.03253418362896269,-2.741293935792927e-4,-5889.623485374091
0.046359723246832796,0.0467344044417592,-3.860802542500875e-4,-5888.739260995066
0.010073114792389112,0.0488074290980214,-4.0713561095234436e-4,-5889.445289592116
