Age,Index,A,M,L,U
50,LE,33.207888725230546,33.207888725230546,33.207888725230546,33.207888725230546
50,QALE1,25.692680593005555,25.692693778851524,25.68310919767211,25.701109521798173
50,QALE0,25.72459508290332,25.72459508290332,25.72459508290332,25.72459508290332
50,QL00,0.03191448989776424,0.031901304051795525,0.023485561105149575,0.041485885231207616
50,QL15,0.031907586611196685,0.031892818725814676,0.023481620788698147,0.04146972967501026
50,QL35,0.031898699128858156,0.03188423551600383,0.023476547138873934,0.04144893833394279
50,QLH00,0.0684010072198882,0.06822072297208451,0.057428067173721634,0.08059583490857643
50,QLH15,0.06838435601876168,0.06820508214277524,0.05741918086206516,0.0805709047777264
50,QLH35,0.06836291903259464,0.06818464722375439,0.05740773755692,0.08053881337998262
51,LE,32.29341230485099,32.29341230485099,32.29341230485099,32.29341230485099
51,QALE1,24.936540127394174,24.936520888478356,24.926879502905134,24.945013823020545
51,QALE0,24.968351650032456,24.968351650032456,24.968351650032456,24.968351650032456
51,QL00,0.031811522638285364,0.031830761554101764,0.023337827011911456,0.04147214712732225
51,QL15,0.03180422438821917,0.03182332977019439,0.023334774112978643,0.04145921566751393
51,QL35,0.03179482875174966,0.031813762313720996,0.02333084280008813,0.04144257098708692
51,QLH00,0.06935556395425516,0.06918722236290434,0.05838769634561704,0.08146876424725134
51,QLH15,0.06933763928513449,0.06916996167305262,0.05837385489768766,0.08144231286181515
51,QLH35,0.06931456363763859,0.0691474365751226,0.05835603374153838,0.081408264493315
52,LE,31.382961980164676,31.382961980164676,31.382961980164676,31.382961980164676
52,QALE1,24.185806262753715,24.185768671270573,24.176079300554264,24.194389222419318
52,QALE0,24.21754463596915,24.21754463596915,24.21754463596915,24.21754463596915
52,QL00,0.03173837321543504,0.03177596469857791,0.023155413549831628,0.04146533541488554
52,QL15,0.031730654897388653,0.031768275122940955,0.023152193314599997,0.041452239571271136
52,QL35,0.03172071884246683,0.031758375877911235,0.023148046624814612,0.04143538290013197
52,QLH00,0.0703241171243778,0.07012940409960697,0.059437272799062364,0.08247454629158564
52,QLH15,0.07030483214131339,0.07011281981245562,0.05942633580308853,0.08245035802587837
52,QLH35,0.07028000619806914,0.07009282583350598,0.059412252766821445,0.08241922089687695
53,LE,30.476734751604734,30.476734751604734,30.476734751604734,30.476734751604734
53,QALE1,23.44043762833317,23.44040074093511,23.430618233320132,23.449080892776006
53,QALE0,23.47212611537699,23.47212611537699,23.47212611537699,23.47212611537699
53,QL00,0.03168848704381693,0.03172537444187627,0.02304522260098215,0.04150788205685766
53,QL15,0.031680324028064505,0.031715408705596235,0.023040537798996792,0.041493418293711344
53,QL35,0.03166981590834582,0.03170503671448535,0.023034506502153204,0.041474803180209276
53,QLH00,0.07130664690408814,0.07111613271272854,0.06051268649568046,0.0835851533962755
53,QLH15,0.07128591000807866,0.07109546126504906,0.060501948584455435,0.08355496320891019
53,QLH35,0.07125921604097307,0.071068850624529,0.06048367190276482,0.08351610530918002
54,LE,29.575066685887577,29.575066685887577,29.575066685887577,29.575066685887577
54,QALE1,22.700535505535658,22.700531693862374,22.69054936458058,22.709307583539132
54,QALE0,22.732190372866174,22.732190372866174,22.732190372866174,22.732190372866174
54,QL00,0.031654867330514126,0.03165867900380134,0.02288278932704242,0.041641008285593875
54,QL15,0.03164623598682551,0.03164925878882339,0.022877816755085028,0.04162614375464789
54,QL35,0.031635125449661954,0.0316371335563326,0.022871460030548508,0.041607012544690083
54,QLH00,0.0723030991565574,0.07210329997272227,0.06151682638398009,0.08475982940557551
54,QLH15,0.0722808137669218,0.07208470402953288,0.06150353543373382,0.08473126082781958
54,QLH35,0.0722521276627822,0.07206076304367962,0.061486422665913136,0.08469448798233076
55,LE,28.67843420690897,28.67843420690897,28.67843420690897,28.67843420690897
55,QALE1,21.966343725849487,21.96630774319572,21.95619242079795,21.975211090627315
55,QALE0,21.997973928337725,21.997973928337725,21.997973928337725,21.997973928337725
55,QL00,0.03163020248823635,0.031666185142002715,0.02276283771040968,0.04178150753977426
55,QL15,0.031621080804928335,0.031655652221884684,0.02275753908903041,0.041765692740482196
55,QL35,0.03160933958819373,0.0316420949437846,0.022750717578489184,0.0417453395870428
55,QLH00,0.07331371817364253,0.07306652431438823,0.06261478194103846,0.08606338506436659
55,QLH15,0.07328978246528049,0.07304198928845326,0.0626016802939463,0.08603250831561576
55,QLH35,0.07325897339058313,0.07301040857460513,0.06258481112248075,0.08599276667858534
56,LE,27.787189966171912,27.787189966171912,27.787189966171912,27.787189966171912
56,QALE1,21.23804554794008,21.238040933089295,21.227737735244773,21.246970910305574
56,QALE0,21.269652127134755,21.269652127134755,21.269652127134755,21.269652127134755
56,QL00,0.031606579194675695,0.03161119404546171,0.022681216829180166,0.041914391889977906
56,QL15,0.03159694770050635,0.031603459554356034,0.022675545114633308,0.04190056108471756
56,QL35,0.031584550819095863,0.03159350235663051,0.022668243635711568,0.04188275999494569
56,QLH00,0.07433843235907636,0.07404848990939258,0.06368107861928936,0.0872938512003895
56,QLH15,0.07431273949155676,0.07402043931160465,0.06366644198409137,0.08726266443372682
56,QLH35,0.07427967019066871,0.07398360913878456,0.06364759729132013,0.0872225243534004
57,LE,26.901789731185676,26.901789731185676,26.901789731185676,26.901789731185676
57,QALE1,20.5159379397244,20.515877125256573,20.50558695043296,20.52497908192307
57,QALE0,20.54751327754421,20.54751327754421,20.54751327754421,20.54751327754421
57,QL00,0.03157533781980806,0.03163615228763454,0.022534195621139553,0.04192632711124922
57,QL15,0.03156518054447277,0.031625915936755726,0.022527613112340243,0.04191185259767334
57,QL35,0.0315521075262848,0.0316127405879366,0.022519140107369554,0.04189322380127398
57,QLH00,0.07537652222585378,0.07510134545632013,0.06468559798705605,0.08849920554676556
57,QLH15,0.07534896047352826,0.07507278159491962,0.06466950937203308,0.08846351204366149
57,QLH35,0.07531348744032733,0.07503601872043068,0.0646487962354105,0.08841757550599247
58,LE,26.023215664820796,26.023215664820796,26.023215664820796,26.023215664820796
58,QALE1,19.80075307340204,19.800714057348067,19.790360267365816,19.809939370822267
58,QALE0,19.83228078934704,19.83228078934704,19.83228078934704,19.83228078934704
58,QL00,0.031527715945002026,0.031566731998972836,0.02234141852477169,0.04192052198122139
58,QL15,0.03151702116732366,0.03155749261777927,0.022334023465163735,0.041905375438921096
58,QL35,0.031503257015479263,0.03154559933348036,0.022324506014364268,0.04188588260886573
58,QLH00,0.07642789807165415,0.07616926959908293,0.06569428195333236,0.08967532679556912
58,QLH15,0.07639834997187617,0.07614227559704334,0.06567018058471015,0.08963428213745947
58,QLH35,0.07636032235779017,0.0761077615519043,0.06563915999471166,0.08958146551134542
59,LE,25.152465612810943,25.152465612810943,25.152465612810943,25.152465612810943
59,QALE1,19.093265789735856,19.093236229543862,19.082808648717922,19.102609885912365
59,QALE0,19.124720651621338,19.124720651621338,19.124720651621338,19.124720651621338
59,QL00,0.03145486188548125,0.03148442207747411,0.022110765708972344,0.04191200290341313
59,QL15,0.03144362312051927,0.03147387971335523,0.022104079604411103,0.041898559016910815
59,QL35,0.03142915958279904,0.03146031151011106,0.02209547397205533,0.04188125594839173
59,QLH00,0.077493369443619,0.07716631576668034,0.06661416233085028,0.09082741492191289
59,QLH15,0.07746171098235219,0.07714105857440041,0.06659244130727847,0.09078246685497168
59,QLH35,0.07742096955250823,0.07711008797990129,0.06656448127277692,0.09071115677093579
60,LE,24.289961896974415,24.289961896974415,24.289961896974415,24.289961896974415
60,QALE1,18.393844874895116,18.39379079589402,18.383257916130873,18.403229258641748
60,QALE0,18.425192071229986,18.425192071229986,18.425192071229986,18.425192071229986
60,QL00,0.03134719633486887,0.03140127533596512,0.021962812588239414,0.04193415509910958
60,QL15,0.03133541366406733,0.031389841877745656,0.021955769501268627,0.04191496732942211
60,QL35,0.0313202509430853,0.03137512755312838,0.02194670455768959,0.04189027851584472
60,QLH00,0.0785734821876915,0.07825092262146495,0.06746100389116778,0.09189254428322012
60,QLH15,0.07853958291488118,0.07822192323001409,0.06743357434171192,0.09183984390921839
60,QLH35,0.07849596020127511,0.07818559666161834,0.06739827371639696,0.09177204990891648
61,LE,23.435782272948558,23.435782272948558,23.435782272948558,23.435782272948558
61,QALE1,17.70263196523443,17.702582918341506,17.69199912408348,17.71219242111814
61,QALE0,17.733826446268353,17.733826446268353,17.733826446268353,17.733826446268353
61,QL00,0.0311944810339187,0.031243527926843925,0.021634025150209898,0.04182732218486945
61,QL15,0.031182162556170494,0.03123017232437588,0.02162685687199358,0.041807118015419885
61,QL35,0.03116631117665118,0.031211557535057458,0.021617631091367242,0.041781123193535025
61,QLH00,0.07966821211031078,0.0793370761113602,0.068857993345364,0.09296459862064453
61,QLH15,0.07963193537959952,0.07930622971230655,0.06883546947724953,0.09291861425968835
61,QLH35,0.07958525599474911,0.07926653011867102,0.06880647690688153,0.09285944859488135
62,LE,22.590028279863702,22.590028279863702,22.590028279863702,22.590028279863702
62,QALE1,17.019822040208616,17.019790783489363,17.00916317794212,17.02943564193377
62,QALE0,17.05080838345058,17.05080838345058,17.05080838345058,17.05080838345058
62,QL00,0.03098634324196319,0.031017599961219933,0.021372741516810928,0.0416452055084606
62,QL15,0.030973505123295164,0.03100717452220204,0.021364674967400996,0.04162019677092373
62,QL35,0.03095698601156908,0.030993756121607353,0.021354294283468172,0.04158803490472675
62,QLH00,0.08077754602563658,0.0805209755074193,0.06977522896448247,0.0941531950929953
