Age,Index,A,M,L,U
50,LE,33.207888725230546,33.207888725230546,33.207888725230546,33.207888725230546
50,QALE1,25.673355795011663,25.673767084079977,25.662606524999443,25.68274481705216
50,QALE0,25.72459508290332,25.72459508290332,25.72459508290332,25.72459508290332
50,QL00,0.0512392878916592,0.05082799882334442,0.041850265851159404,0.061988557903878375
50,QL15,0.05120589127821305,0.05079541422377044,0.041829858060630665,0.061952457616173816
50,QL35,0.05116294577304074,0.050753507296605944,0.04180360373996693,0.06190602483599695
50,QLH00,0.1014587543246741,0.10110027346344955,0.08911651814303478,0.11496937617842962
50,QLH15,0.101386597755876,0.10102218727038587,0.08906628436490782,0.11486603264199007
50,QLH35,0.1012938124769022,0.10092570469274159,0.08900166281053412,0.1147332004441158
51,LE,32.29341230485099,32.29341230485099,32.29341230485099,32.29341230485099
51,QALE1,24.91731515181469,24.917674089442254,24.906370154527906,24.926658470122906
51,QALE0,24.968351650032456,24.968351650032456,24.968351650032456,24.968351650032456
51,QL00,0.05103649821776577,0.05067756059020459,0.041693179909553096,0.06198149550455076
51,QL15,0.05100206257951477,0.050644937382900185,0.04167119537733262,0.06193285974820625
51,QL35,0.05095778361026368,0.05059782466824099,0.04164291560572304,0.06187033502225109
51,QLH00,0.10250724252636706,0.10219436571480778,0.09034003411150725,0.11587102521416652
51,QLH15,0.10243174248803202,0.10211845704077954,0.09028662235863645,0.1157723465941986
51,QLH35,0.10233466362546038,0.10201543068381572,0.09021791735260568,0.11564549821041753
52,LE,31.382961980164676,31.382961980164676,31.382961980164676,31.382961980164676
52,QALE1,24.16666770260879,24.166991973954772,24.155754408533017,24.175995799537645
52,QALE0,24.21754463596915,24.21754463596915,24.21754463596915,24.21754463596915
52,QL00,0.05087693336036109,0.05055266201438134,0.04154883643150619,0.06179022743613547
52,QL15,0.050841407696062706,0.050518201853955905,0.04152337761638722,0.061736537711955294
52,QL35,0.05079572991600342,0.05047218604278786,0.04149063467663689,0.06166753217788498
52,QLH00,0.10356691762383287,0.103265428613566,0.09164028508726467,0.11690433935206868
52,QLH15,0.10348793683559093,0.10318514157677719,0.09158811019409492,0.11680169877525656
52,QLH35,0.10338638858498955,0.10308431579928327,0.09152099180902679,0.11666976610811033
53,LE,30.476734751604734,30.476734751604734,30.476734751604734,30.476734751604734
53,QALE1,23.42137498376536,23.421648914532977,23.41064242884906,23.430680928136205
53,QALE0,23.47212611537699,23.47212611537699,23.47212611537699,23.47212611537699
53,QL00,0.05075113161162979,0.05047720084401393,0.04144518724078623,0.061483686527928065
53,QL15,0.050714470479858484,0.05044559701359536,0.04141462236200925,0.06143668615195508
53,QL35,0.050667335707135365,0.05040714375070768,0.04137532504927874,0.061376264593063896
53,QLH00,0.10463753045547737,0.10442033515525445,0.09285554661377876,0.11805042942826723
53,QLH15,0.10455492784417922,0.10433640196453417,0.092784109644799,0.11793263378677873
53,QLH35,0.10444872958625016,0.1042272798706401,0.09270018643476693,0.11778126807461203
54,LE,29.575066685887577,29.575066685887577,29.575066685887577,29.575066685887577
54,QALE1,22.681541197126382,22.68179200117668,22.67073557995219,22.690807915979875
54,QALE0,22.732190372866174,22.732190372866174,22.732190372866174,22.732190372866174
54,QL00,0.050649175739791795,0.05039837168949051,0.041382456886299025,0.06145479291398157
54,QL15,0.0506113405565019,0.05036092160695006,0.041350522441147855,0.0613992153722704
54,QL35,0.05056269944033008,0.05031466695795828,0.041309468014073314,0.06132253613246839
54,QLH00,0.10571879338190548,0.10550600666815213,0.094077207447948,0.11900479696864504
54,QLH15,0.10563242383188833,0.10541768582047906,0.09399802545644995,0.11889420703733736
54,QLH35,0.1055213898148168,0.10529606306361211,0.09389788468324163,0.11875203359366118
55,LE,28.67843420690897,28.67843420690897,28.67843420690897,28.67843420690897
55,QALE1,21.947413023431377,21.94764650612703,21.93679239655063,21.956642458054734
55,QALE0,21.997973928337725,21.997973928337725,21.997973928337725,21.997973928337725
55,QL00,0.05056090490634729,0.05032742221069697,0.04133147028298709,0.06118153178709603
55,QL15,0.05052186538972427,0.05028566281846529,0.04129812472820358,0.06112087549365825
55,QL35,0.050471679264106055,0.0502319830837077,0.04125526019563706,0.06106270763710059
55,QLH00,0.1068108518028443,0.10659124328051821,0.09514937878936477,0.12015615392879829
55,QLH15,0.10672056588366739,0.10650258328319719,0.09508238228063239,0.12005664928160859
55,QLH35,0.10660450487430745,0.10638860361173855,0.09499622410941594,0.11992872957403346
56,LE,27.787189966171912,27.787189966171912,27.787189966171912,27.787189966171912
56,QALE1,21.219176674748287,21.219401464582717,21.20844276402518,21.228482577756495
56,QALE0,21.269652127134755,21.269652127134755,21.269652127134755,21.269652127134755
56,QL00,0.050475452386468125,0.05025066255203829,0.04116954937825896,0.06120936310957419
56,QL15,0.05043518892942606,0.05020806993596896,0.04113796233133939,0.06116964902093728
56,QL35,0.05038343285960016,0.050157961631808086,0.041096078338441394,0.061118576647467386
56,QLH00,0.10791334304548644,0.10767647261400151,0.09604684967580114,0.1214281117003348
56,QLH15,0.10781898852073975,0.10758711838561744,0.09597347883847722,0.12130302536811062
56,QLH35,0.10769770574816365,0.1074731177521081,0.0958791705033339,0.1211322833228852
57,LE,26.901789731185676,26.901789731185676,26.901789731185676,26.901789731185676
57,QALE1,20.49713222962299,20.497277277804443,20.48631065415115,20.506543846479833
57,QALE0,20.54751327754421,20.54751327754421,20.54751327754421,20.54751327754421
57,QL00,0.05038104792121875,0.05023599973976814,0.040969431064374645,0.061202623393060165
57,QL15,0.05033955380548083,0.05019717898178396,0.040936042307261375,0.06115055430245281
57,QL35,0.050286219431301474,0.050143095800278745,0.0408931294924266,0.06108356882746491
57,QLH00,0.10902497029793619,0.10884091266961268,0.09714550188077999,0.12247295806962503
57,QLH15,0.10892639295786766,0.10874360390871537,0.09706981255020762,0.12234736235646469
57,QLH35,0.10879969119195324,0.10861852568247259,0.0969724920747824,0.12218597742121633
58,LE,26.023215664820796,26.023215664820796,26.023215664820796,26.023215664820796
58,QALE1,19.782014881059794,19.782168638741048,19.77121033055692,19.79153443436739
58,QALE0,19.83228078934704,19.83228078934704,19.83228078934704,19.83228078934704
58,QL00,0.05026590828724514,0.05011215060599173,0.040746354979647736,0.06107045879012133
58,QL15,0.050223190601785705,0.05006443802937431,0.04071205795612235,0.06102210151834702
58,QL35,0.05016828731336285,0.050012198441130376,0.04066805574052886,0.06095994161137175
58,QLH00,0.11014543267479282,0.10995282032875286,0.09833551647828567,0.12341016420988371
58,QLH15,0.11004247368624906,0.10984912542023892,0.09825681441661693,0.12328799790718711
58,QLH35,0.10991014983764469,0.10971609736041736,0.098155628058426,0.12313101031652832
59,LE,25.152465612810943,25.152465612810943,25.152465612810943,25.152465612810943
59,QALE1,19.074602303046248,19.074742154064616,19.063756910516137,19.08420294491225
59,QALE0,19.124720651621338,19.124720651621338,19.124720651621338,19.124720651621338
59,QL00,0.05011834857508938,0.04997849755672255,0.040517706709088185,0.060963741105200434
59,QL15,0.05007442962853229,0.0499323387065975,0.04048957115762708,0.060895446204270245
59,QL35,0.0500179863740572,0.04988084661145628,0.04045339625309548,0.06080773444020398
59,QLH00,0.1112757530441474,0.11105610562201199,0.09942303622773897,0.12464265856337949
