Age,rate_A,rate_M,rate_L,rate_U,dur_A,dur_M,dur_L,dur_U,QL00_A,QL00_M,QL00_L,QL00_U,QL15_A,QL15_M,QL15_L,QL15_U,QL35_A,QL35_M,QL35_L,QL35_U
50,3.0061983398736714,3.0050749484765884,2.703964827834906,3.2720249261414867,0.33335982858166924,0.3327704027266889,0.30562116776711246,0.3698272958099287,0.10315546302464111,0.10284769185129358,0.09391901498392735,0.11444136906564123,0.10268363997117519,0.10237727503944852,0.09352338486735369,0.11387442536074138,0.10206178092593962,0.10175721051835085,0.09300154152964264,0.11312785435658687
51,2.9717153800872125,2.9710072790681328,2.6893325726828987,3.2273629715727528,0.3371694309421293,0.3365861830996406,0.3098504929714114,0.37183947070294904,0.1042543228188001,0.10403970619018524,0.09531121878116577,0.11517543217435026,0.10377175849400258,0.10356056863341336,0.09490297422367766,0.11459819868377656,0.10313582444497839,0.10292912467498458,0.09436458261435757,0.11383809771452563
52,2.9376491391720445,2.9358211208226885,2.674779498659679,3.1744685515460795,0.3410250603604555,0.34062020869186027,0.31501335901825056,0.3738625935429977,0.10536625314279857,0.10514497621987863,0.09669218714817254,0.11626048608733948,0.10487268837106771,0.10464698416214435,0.09625624696955272,0.11567159486888942,0.10422234263945156,0.10399091461171955,0.09568154674720905,0.1148962532410793
53,2.9039943592721125,2.903217136762769,2.660307710941567,3.1259166313519797,0.3449272989998692,0.34444547314075147,0.31990616742203054,0.375896365789461,0.10649142113696426,0.10624457749766889,0.09788403379631216,0.11721020667997906,0.10598659021466784,0.10574192635403806,0.09744908520489079,0.11659689278246843,0.10532148775159061,0.10508317218569815,0.09688693391025137,0.11578980209966662
54,2.870745851336933,2.870064558777223,2.6426530452697676,3.0777405608348967,0.3488767366767718,0.3484242182199619,0.3249136924615575,0.3784076229747393,0.10762999609681949,0.1074078245378022,0.09925670686436155,0.11777016372750429,0.10711362662372419,0.10689111155841066,0.09881736731003132,0.11715838759548212,0.10643341379832466,0.10622657908405983,0.09823828611688273,0.11635326411812781
55,2.8378984941923657,2.836995415486603,2.626756409957998,3.0377254240538023,0.3528739709647513,0.3524855912102335,0.3291936764224433,0.38069779259926656,0.10878214949749657,0.10855076086703577,0.10051458031690302,0.11861894988760169,0.1082539622040018,0.10803378579342021,0.10006926544609712,0.11799957841690926,0.10755827658638574,0.10734239795059111,0.09948211658494703,0.11718436068267384
56,2.8054472336242844,2.8041826848986826,2.6023132452007602,2.9936718410162837,0.35691960730004374,0.3566101472416251,0.3340379487270283,0.38427349374536274,0.10994805501780389,0.10974865576444777,0.10182183775032252,0.11950472385511725,0.10940776358791542,0.10921089998630357,0.10135428242745709,0.11886931134988006,0.1086962337269277,0.1085010753903695,0.10073836891941018,0.11803290061169955
57,2.7733870814749606,2.7738828638989155,2.5794688239362102,2.9559034622770386,0.3610142590884706,0.3605054903682197,0.33830604173974244,0.3876767171624802,0.11112788856384888,0.11087403591975022,0.10308378560433379,0.12035038559836783,0.11057519945383175,0.11033230054102999,0.10261415469172909,0.11970455182124225,0.10984744464957505,0.10960299595806855,0.10199513053564076,0.11886817794468407
58,2.741713114751991,2.7419704436862173,2.5522815568334214,2.921254227395624,0.365158547813874,0.3647012335618051,0.3423187173120735,0.391806314026154,0.11232182829211285,0.11210164090340984,0.10439575063930093,0.12151184885956468,0.11175644054476887,0.11153583750766569,0.10391309911748543,0.12086809062516476,0.11101207061580963,0.1107993834433709,0.10327701671733196,0.12002101922684347
59,2.710420474749576,2.710400558941423,2.530141411479007,2.885439744211812,0.36935310314806935,0.3689491566771791,0.3465676256711529,0.3952348347566659,0.1135300546318623,0.11329743089068661,0.10558096697854716,0.12262019111577994,0.11295165968638343,0.11272134048943841,0.10507852280869513,0.12195893927241347,0.11219027473159397,0.11196694150931341,0.1044228866793768,0.12108896673272847
60,2.6795043661819875,2.6784803272378443,2.5061102531684636,2.850088774380297,0.37359856306233963,0.3733460316838073,0.35086626842885493,0.399024743731451,0.11475275030676935,0.1144788814457473,0.10675871134455493,0.12383339841158937,0.11416103180412585,0.1138932958331007,0.10624530454422322,0.12315623441931682,0.1133822219591205,0.11313044876217701,0.10557188036164217,0.12226554091155194
61,2.6489600563290394,2.647960226664032,2.4861592059787037,2.817931152272339,0.3778955739404915,0.37764917746627585,0.3548702743022111,0.4022268572493627,0.11599010035560164,0.11567977907902305,0.10786627195495103,0.1252395536013248,0.11538473393943173,0.11507311863115272,0.10735106954982698,0.12455764259572201,0.11458807912756554,0.11428271750343527,0.10666318789285395,0.12364934530203951
62,2.618782874193401,2.6173520234788628,2.4560817818430043,2.784974909585321,0.38224479069349687,0.38206553529148013,0.3590696648369596,0.40715256630702407,0.1172422921518298,0.11703361549043514,0.10899424168408958,0.1267104441937042,0.1166229452648068,0.11643673440767488,0.10845933061481959,0.1259847514264716,0.11580801494271692,0.11564281105153429,0.10773811878565473,0.12503091522434523
