Age,rate_A,rate_M,rate_L,rate_U,dur_A,dur_M,dur_L,dur_U,QL00_A,QL00_M,QL00_L,QL00_U,QL15_A,QL15_M,QL15_L,QL15_U,QL35_A,QL35_M,QL35_L,QL35_U
50,3.1691472625337207,3.162079770194342,2.898542371792207,3.466681099910128,0.3162285225962065,0.3162475579105599,0.2884603375912896,0.345000995029251,0.0564354882842595,0.05632979303896228,0.0512704751884606,0.06226471568780417,0.05620233385539204,0.056094771354225956,0.05107457320566228,0.06199525025156934,0.05589483846910774,0.05578343564911069,0.05082192307718807,0.06164001381374172
51,3.1522451968013097,3.1455959595277903,2.896059243422428,3.4308835137195928,0.3178662763796698,0.31790478776777714,0.2914701127722068,0.3452968037596662,0.056061637085534625,0.05598485195377567,0.05108221766518813,0.061618607238151366,0.05582903704705754,0.05575682715439723,0.050880939489227804,0.061351773857556746,0.05552228880752864,0.05544782952051885,0.05062359067372802,0.060999999693618356
52,3.1354572226923705,3.129172792839352,2.894978494066116,3.4049336787730353,0.31951493441352435,0.31957327589733253,0.2936914796117368,0.3454257247125865,0.05567953849445015,0.055569616151992476,0.05088337857191907,0.061088855883455355,0.055447537590153535,0.05534270019991876,0.05068136463874605,0.06081040156581354,0.05514159561836615,0.05504472021125437,0.05043102000481909,0.060443557153451066
53,3.118782473150662,3.113073109562168,2.891350972586385,3.3748079913615032,0.3211745787782732,0.32122599295542176,0.2963131584129449,0.34585912079480485,0.0552910993298627,0.055230893872895676,0.05072223879057997,0.06054289322747238,0.055059734163646075,0.055004822348251145,0.05052794970018377,0.06027182398974028,0.05475464683933956,0.054705816931768084,0.0502640802314829,0.0599145984969483
54,3.1022200883475195,3.0974328998545486,2.880838854357881,3.3498360439991046,0.32284529223510666,0.3228479950128357,0.29852207492588506,0.3471211170480542,0.054898266387643335,0.05483430360321821,0.050510259071621884,0.06007892958826481,0.054667565065766276,0.05459825459222503,0.05029827603078192,0.05981095347419083,0.054363369557901865,0.05429058951922974,0.050018718946557905,0.05945754629710671
55,3.0857692156172614,3.080569231721208,2.8739091287576146,3.3251846575430966,0.32452715823197387,0.3246153324743817,0.3007351784299353,0.34795811476244604,0.05450302711127394,0.05439884035949197,0.05026180841200585,0.059557366638903375,0.05427300887242705,0.0541684937155271,0.050061578887834225,0.059292896214282124,0.053969730653800084,0.05387895578793794,0.04980801226797099,0.058940691062603
56,3.0694290093932155,3.065313394070751,2.8604369720277734,3.2967049273761915,0.326220260909712,0.32623092427516387,0.30333319160960803,0.3495969361683475,0.05410741027263411,0.05402771990226249,0.050020633686853305,0.05898298601077586,0.05387808510546076,0.05379992330061778,0.04981446446363984,0.05872422306791984,0.0535757374509812,0.05350014088202219,0.049542535947849735,0.058383160758648106
57,3.053198631144342,3.0501357732128893,2.850818578143237,3.2662750075875002,0.3279246851082334,0.32785425806965895,0.30615915619478856,0.35077645199742896,0.053713486663129494,0.05364334716011285,0.04973264985302852,0.05849214961880104,0.05348485491081809,0.0534056717629982,0.04952934148779526,0.05823695331188691,0.053183438378970604,0.05309537314481845,0.04925939236810854,0.05788418700610688
58,3.037077249312457,3.0351767014001476,2.8380779359224726,3.245372563496202,0.3296405163727712,0.3294701097686284,0.3081310344170246,0.3523511413681291,0.05332336979530814,0.05321997194723273,0.04933800243834597,0.05789384802983222,0.05309542174686389,0.052997162078148634,0.04913399271599775,0.057635841944816336,0.052794923643844756,0.05270337582417567,0.04886500645828402,0.05729584046414357
59,3.021064039250047,3.018776730085685,2.823413573978586,3.2288630207541393,0.331367840960184,0.33126000679401857,0.3097065453468313,0.3541811973891087,0.05293921661511848,0.052838497294777895,0.048850761630217926,0.057433815368162534,0.052711932082912,0.05261071169908772,0.048657275253117645,0.057168647716800323,0.05241232590892626,0.05231199417832334,0.048402021756613164,0.056834319665740575
60,3.0051581831586716,3.0033603593736764,2.8123209300073087,3.2049262043758446,0.3331067458453203,0.33296037834391057,0.31201967874418635,0.35557819575083505,0.052561847126943076,0.0524702891997592,0.0484772372095974,0.05707203795065897,0.052335201677457935,0.05224012141840044,0.04828402866211406,0.05680271036314247,0.052036455341935996,0.051941207632999996,0.048016260197279295,0.05644800846225601
61,2.9893588700279436,2.9868945077547915,2.8001003299236156,3.1863523654444865,0.33485731872744307,0.3347958885291364,0.3138384883547673,0.3571300605494709,0.05219013378506217,0.05208750998047453,0.048086476916928696,0.05666228153002044,0.05196410810023632,0.0518606383147378,0.047886602690301684,0.05640491975900505,0.051666196260439924,0.05156235902654695,0.04762304880165217,0.056065797446204046
62,2.9736652955750857,2.9704469185021,2.788715294580563,3.1666530130105675,0.3366196480367157,0.3366496802166856,0.3157908366288438,0.3585880609700568,0.05182333329388438,0.05171699049922183,0.04771436572298358,0.0563315397627229,0.0515979114061094,0.05148779543624971,0.047521425731455444,0.05607485566782121,0.05130081313971306,0.05118427276367918,0.04726296057665259,0.05573664298167074
63,2.958076662185057,2.955434573182502,2.777456181529926,3.141185577229131,0.33839382294074855,0.3383597151225409,0.31835115281108467,0.36004168370181056,0.05146068624113276,0.05134932646257588,0.04728738351372422,0.055871160943841904,0.051235855684501175,0.051124220477876854,0.04709582589304835,0.055626943210759394,0.05093955468792138,0.05083347559965229,0.046843254255461875,0.05530509168128426
64,2.942592178851239,2.940939646187382,2.7649714501949023,3.1320022538072516,0.3401799333512086,0.34002738028442814,0.31928457601007526,0.3616673873343783,0.051102193507316956,0.051026596219997,0.04695693677777328,0.05552411518438724,0.05087794164336199,0.050804274571466156,0.04675349865683251,0.055257225396332474,0.050582421389355176,0.05051288662269584,0.0464891581189071,0.054905812711656045
65,2.927211061116684,2.926338878145482,2.749748626198098,3.118992908310004,0.34197806993049107,0.34172392267592366,0.32061631219913916,0.3636696095656363,0.050747983763011005,0.05068343934516245,0.04662312329550627,0.05524278314576743,0.050524297143032054,0.05046080666541175,0.0464364838510098,0.05498284783930786,0.05022954004065646,0.05017362614061739,0.04619621869130233,0.054652083642562244
66,2.911932531015914,2.9114858413232074,2.731860387954715,3.1084339119473547,0.34378832409845456,0.34346723791174816,0.3217054083698108,0.36605091716313576,0.05039746752447431,0.050311395415559554,0.04622668184569238,0.054931335792353465,0.05017433545243593,0.050084642331764004,0.04603485131827594,0.05467354466807733,0.04988032754141975,0.04978032883728144,0.04578191886816045,0.05433359611797282
67,2.8967558170172647,2.895447098507244,2.708172153683628,3.097541684467188,0.34561078803922046,0.3453698050781605,0.3228366585799171,0.3692527444299927,0.050050042461697725,0.04997603302418539,0.04587977103859595,0.05462791058899379,0.04982745711882185,0.049757317443637775,0.04568625763082723,0.05436947327035462,0.049534188232844764,0.04946482552928294,0.04542858038962137,0.05402916184181433
68,2.881680153965775,2.879556506230834,2.69024049541724,3.0895863032296926,0.3474455547080366,0.3472757051871971,0.3236679296642847,0.37171398019101726,0.04970509317781272,0.04963177623553858,0.04546890468961348,0.0543510606499334,0.04948304975152803,0.049411667671089995,0.04528080580850418,0.054105079283361855,0.04919051368716062,0.04912383286542618,0.04503278674366136,0.05378092574977667
69,2.866704783026609,2.8640488044529024,2.6711924291822373,3.079556275320431,0.3492927178382063,0.3491560643911177,0.32472210673271606,0.37436464466060265,0.04936199098508919,0.04931772526624431,0.04506638843686758,0.05409988182570882,0.04914048780247289,0.0490983395450203,0.0448785894075242,0.05384527745622456,0.04884868249394725,0.048805990032851354,0.0446310362611014,0.05350959479002762
70,2.8518289516290096,2.850968388340669,2.64627186978093,3.0681905194045904,0.3511523719480833,0.3507580131766782,0.32592500216754355,0.3778901223971424,0.04902009367747191,0.04897815901573942,0.044658572799335175,0.05381381593468412,0.04879913234332338,0.04876157156336945,0.04447177296452143,0.05355714419188921,0.04850806004331343,0.04847967792620102,0.04422550203048809,0.05321919335833053
71,2.8370519134107823,2.8343415774381997,2.626504234301187,3.060123663030992,0.3530246123481332,0.35281562818402623,0.32678419625164157,0.3807342055615093,0.04866758089286407,0.04864406374124228,0.044270463830792056,0.05353532147605584,0.04844722365254619,0.04842539607905339,0.04408484149495055,0.05326946672429109,0.048156966479866344,0.0481287821809388,0.04384013265062486,0.05292343518019423
72,2.822372928163292,2.81949728651392,2.607830614392072,3.0587925198913517,0.3549095351480621,0.35467315688190304,0.32692639245335453,0.38346049005411187,0.04829775432855092,0.048245432178427694,0.04383420761813247,0.05325835548842232,0.04807809902430385,0.048023724452386764,0.043651727856575145,0.052980676368753116,0.04778878596079413,0.04773724199255591,0.04341113536205903,0.052615471313649
