Var,mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat
r0,5.402774123016204,0.04726714679173899,0.9231874855248267,3.70836932092409,4.7564249772910205,5.358431142259235,5.973204652994892,7.388693637954054,381.47057343543463,1.010816662312658
ba1,-0.011455944515774641,1.3916348252793241e-4,0.0027108081956618256,-0.016486492091427548,-0.013314017872617318,-0.011552271602710832,-0.009707827075581977,-0.006073994968992028,379.44340016754524,1.0106219665925933
lp__,-2584.9962876983504,0.04535642700477947,0.9657547211534316,-2587.443505764381,-2585.436172648515,-2584.7275606052626,-2584.260162571882,-2584.020852043948,453.3733721503443,1.0054629944427447
