Age,Model,Key_M,Key_L,Key_U,LE_M,LE_L,LE_U,QALE1_M,QALE1_L,QALE1_U,QALE0_M,QALE0_L,QALE0_U,QL00_M,QL00_L,QL00_U,QL15_M,QL15_L,QL15_U,QL35_M,QL35_L,QL35_U,QLH00_M,QLH00_L,QLH00_U,QLH15_M,QLH15_L,QLH15_U,QLH35_M,QLH35_L,QLH35_U
50,M1,250.5,13.475000000000001,487.525,33.6071225718594,33.6071225718594,33.6071225718594,25.982490608571645,25.979584867711214,25.985473959659814,26.01423950643465,26.01423950643465,26.01423950643465,0.03174889786300623,0.028765546774838363,0.034654638723434654,0.03174734726311512,0.028764280377386285,0.03465267301845214,0.031745349943719074,0.028762649118350733,0.03465014105615988,0.06461593147364322,0.061065606353410885,0.06897713709386077,0.06461276362824184,0.06106308496227271,0.06897273121693927,0.06460868314649379,0.06105983711324919,0.06896705624213803
50,M2,250.5,13.475000000000001,487.525,33.6071225718594,33.6071225718594,33.6071225718594,25.983248698418446,25.979618497852094,25.986477788028196,26.01423950643465,26.01423950643465,26.01423950643465,0.03099080801620289,0.027761718406452696,0.034621008582551543,0.03099060335422712,0.027761688642534,0.034620513783719845,0.03099033969950793,0.02776165029932151,0.034619876362014676,0.06386357163277487,0.059925408057601576,0.0682227751207585,0.06386172280495606,0.05992401648488244,0.06822039508371358,0.06385934121678108,0.059922223891876354,0.06821732925604868
50,M3,250.5,13.475000000000001,487.525,33.6071225718594,33.6071225718594,33.6071225718594,26.00609274749221,26.002425786627274,26.008995104873524,26.01423950643465,26.01423950643465,26.01423950643465,0.008146758942441101,0.005244401561124452,0.011813719807373939,0.008146758942441101,0.005244401561124452,0.011813719807373939,0.008146758942441101,0.005244401561124452,0.011813719807373939,0.05040203766905271,0.04265702810358265,0.05918877881300741,0.050399926831842856,0.042655769477592316,0.059185510381969085,0.05039720756517184,0.042654148061695735,0.059181299851098476
51,M1,250.5,13.475000000000001,487.525,32.69282845629901,32.69282845629901,32.69282845629901,25.22675531193054,25.224025765096382,25.229539291728887,25.25802340670578,25.25802340670578,25.25802340670578,0.03126809477524319,0.028484114976893314,0.0339976416094003,0.03126647399758267,0.028482889471345536,0.033995794618925324,0.03126438630274428,0.028481310881946997,0.033993415555750944,0.06427292383051342,0.06103458614053361,0.06837612177311056,0.06426985767885472,0.0610318538738686,0.06837195017371153,0.06426590818155745,0.06102833442186229,0.06836657692261093
51,M2,250.5,13.475000000000001,487.525,32.69282845629901,32.69282845629901,32.69282845629901,25.227387633260683,25.22396779536019,25.230514471244764,25.25802340670578,25.25802340670578,25.25802340670578,0.030635773445100697,0.027508935461018603,0.03405561134559773,0.03063548177728695,0.02750877987379765,0.03405499629984317,0.030635106037752324,0.02750857943937452,0.03405420397059751,0.06361305666824768,0.05975574617411882,0.06782789205060807,0.06361138522869966,0.05975412608988183,0.06782530891681637,0.06360923213253383,0.059752039159677285,0.06782198150316937
51,M3,250.5,13.475000000000001,487.525,32.69282845629901,32.69282845629901,32.69282845629901,25.25008779336468,25.2467371472414,25.252729794140635,25.25802340670578,25.25802340670578,25.25802340670578,0.007935613341100323,0.005293612565145972,0.011286259464382664,0.007935613341100323,0.005293612565145972,0.011286259464382664,0.007935613341100323,0.005293612565145972,0.011286259464382664,0.05079386984014534,0.04333062226946932,0.05951725043963356,0.0507926225132455,0.0433292172017514,0.05951066321227218,0.050791707481678945,0.04332740713363205,0.05950217737280027
52,M1,250.5,13.475000000000001,487.525,31.782663744506042,31.782663744506042,31.782663744506042,24.476417980196707,24.473832198280583,24.479046845897027,24.507316253308055,24.507316253308055,24.507316253308055,0.030898273111346575,0.028269407411028263,0.03348405502747585,0.030897020056456576,0.028268216458163,0.033482580309192544,0.03089540597042291,0.02826668237461704,0.03348068071026664,0.06398504268153922,0.06096091085140034,0.06781616556870129,0.06398240201042225,0.06095864947777861,0.06781225624212925,0.06397898603417163,0.06095573653169167,0.067807220769241
52,M2,250.5,13.475000000000001,487.525,31.782663744506042,31.782663744506042,31.782663744506042,24.476997558230366,24.473739362580467,24.479946376988124,24.507316253308055,24.507316253308055,24.507316253308055,0.03031869507769041,0.027369876319931437,0.03357689072759171,0.03031864301748309,0.02736983801766981,0.03357655856315064,0.030318575951193465,0.027369788674981715,0.033576130654047805,0.06338536582576776,0.05970156288348134,0.06756473809458244,0.06338393412739024,0.059700431583269695,0.06756257425928834,0.06338208984297153,0.05969897425248568,0.06755978691054011
52,M3,250.5,13.475000000000001,487.525,31.782663744506042,31.782663744506042,31.782663744506042,24.499537122905632,24.496316154151522,24.502042567240043,24.507316253308055,24.507316253308055,24.507316253308055,0.00777913040242334,0.005273686068015052,0.011000099156533352,0.00777913040242334,0.005273686068015052,0.011000099156533352,0.00777913040242334,0.005273686068015052,0.011000099156533352,0.05125003716390604,0.044063086458903264,0.059541235840754436,0.051249207691763124,0.044062472312397946,0.05953533115261603,0.05124813912889053,0.04406168114149245,0.05952772458100681
53,M1,250.5,13.475000000000001,487.525,30.87682416363425,30.87682416363425,30.87682416363425,23.731505944144274,23.7290461108659,23.73400152217205,23.762068084976452,23.762068084976452,23.762068084976452,0.030562140832177596,0.028066562804397954,0.03302197411055029,0.030560985347141925,0.02806542766631292,0.033020397551020625,0.03055949693326928,0.028063965472106083,0.03301836679544022,0.06373527896776282,0.0608169038056275,0.06726969178527095,0.06373264934769632,0.06081448937173668,0.06726613716814639,0.06372926208583088,0.06081137928411877,0.06726155853033797
