Age,Index,A,M,L,U,ValueSet
54,QLH00,0.128776653948123,0.12956906551968345,0.06461694515229886,0.18867405071116963,orig
54,QLH15,0.12859919008708562,0.12941043235498562,0.06454118995201748,0.1884158665421224,orig
54,QLH35,0.1283712988620987,0.12917782974158812,0.06444386027856669,0.18808430152183603,orig
55,LE,29.099166635530345,29.099166635530345,29.099166635530345,29.099166635530345,orig
55,QALE1,22.235942797668603,22.23857671930984,22.179345153347327,22.27745013115289,orig
55,QALE0,22.300943162193782,22.300943162193782,22.300943162193782,22.300943162193782,orig
55,QL00,0.0650003645251786,0.062366442883939166,0.023493031040891503,0.12159800884645017,orig
55,QL15,0.06491026079361366,0.062277838220321784,0.02346374331826961,0.12143006161062458,orig
55,QL35,0.0647945554272989,0.06216406390809498,0.023426120874976242,0.12121438671030418,orig
55,QLH00,0.12955912933787636,0.13043721468709946,0.06511664082495176,0.18984854320163516,orig
55,QLH15,0.12937774313092643,0.13026372782405382,0.06503303547586907,0.18958527073362352,orig
55,QLH35,0.1291448262254488,0.1300454359370645,0.06492564718357992,0.18924718528572052,orig
56,LE,28.20868403041001,28.20868403041001,28.20868403041001,28.20868403041001,orig
56,QALE1,21.508197968944568,21.511044695959786,21.451573659264355,21.54956428715295,orig
56,QALE0,21.57303758651046,21.57303758651046,21.57303758651046,21.57303758651046,orig
56,QL00,0.06483961756588905,0.061992890550672405,0.023473299357509067,0.12146392724610375,orig
56,QL15,0.06474831279252834,0.06190697404860501,0.02344577880543805,0.1212818711556859,orig
56,QL35,0.06463107071427221,0.06180204725261827,0.023410420561815085,0.12104814068727496,orig
56,QLH00,0.13034650161530004,0.1312312977497117,0.0655785742678449,0.19096441046673832,orig
56,QLH15,0.13016111770045302,0.13102125336988824,0.06549274028404063,0.19069008948745764,orig
56,QLH35,0.1299230790064532,0.1307809426562609,0.06538249563489817,0.19034996502880266,orig
57,LE,27.3240818251823,27.3240818251823,27.3240818251823,27.3240818251823,orig
57,QALE1,20.786651704219924,20.7895768802747,20.7297501216335,20.82772238948526,orig
57,QALE0,20.851329139608456,20.851329139608456,20.851329139608456,20.851329139608456,orig
57,QL00,0.06467743538852964,0.06175225933375644,0.023606750123193326,0.1215790179749546,orig
57,QL15,0.06458494279559121,0.06166497236689837,0.023578303768562802,0.12139297789474213,orig
57,QL35,0.0644661811462249,0.06155289038487423,0.023541758757088888,0.12115414955307163,orig
57,QLH00,0.13113847803321593,0.13199716246941157,0.06604344850571094,0.19221067890186722,orig
57,QLH15,0.13094902493956892,0.13180265397118862,0.0659552817414569,0.19193497612683136,orig
57,QLH35,0.13070577337180983,0.1315578204282608,0.06584212540190754,0.19158096640597627,orig
58,LE,26.44638179547639,26.44638179547639,26.44638179547639,26.44638179547639,orig
58,QALE1,20.072067526884236,20.07509525518126,20.015107850244846,20.113217725106605,orig
58,QALE0,20.136569314844138,20.136569314844138,20.136569314844138,20.136569314844138,orig
58,QL00,0.06450178795989985,0.06147405966287793,0.02335158973752884,0.12146146459928851,orig
58,QL15,0.0644081366575577,0.06138933894012999,0.023318970282152823,0.12126215471011044,orig
58,QL35,0.06428789297835778,0.06128054175555938,0.023277081944449742,0.12101292399258841,orig
58,QLH00,0.13193501866148574,0.13274748581552276,0.0665184259624771,0.193408451667679,orig
58,QLH15,0.13174142441081285,0.13254435191007652,0.0664280742111834,0.19312692783175733,orig
58,QLH35,0.13149286827216208,0.1322835876765841,0.06631203997184713,0.19276546131138264,orig
59,LE,25.57655495072586,25.57655495072586,25.57655495072586,25.57655495072586,orig
59,QALE1,19.36519878753292,19.368316444828878,19.308126185470087,19.40623047039416,orig
59,QALE0,19.42950145448087,19.42950145448087,19.42950145448087,19.42950145448087,orig
59,QL00,0.06430266694795413,0.0611850096519957,0.023270984086714245,0.1213752690107849,orig
59,QL15,0.06420790075929296,0.06109601119119312,0.023237996054170595,0.12122163455670924,orig
59,QL35,0.06408623147234248,0.06098173954518327,0.023195636871432772,0.12102428829338657,orig
59,QLH00,0.13273633326268597,0.13338137919232262,0.06700037941243717,0.19460368985429766,orig
59,QLH15,0.1325385214769756,0.13318430511703366,0.06690760691243919,0.1943158581687923,orig
59,QLH35,0.13228456345337186,0.13293128163795861,0.06678847099766061,0.19394631236057475,orig
60,LE,24.714972389340982,24.714972389340982,24.714972389340982,24.714972389340982,orig
60,QALE1,18.66637432523728,18.669537077368872,18.60909811415325,18.707405520288383,orig
60,QALE0,18.73044470076008,18.73044470076008,18.73044470076008,18.73044470076008,orig
60,QL00,0.06407037552280526,0.06090762339121114,0.023039180471698412,0.12134658660683321,orig
60,QL15,0.06397455560952224,0.06081769918097152,0.02300255644460436,0.12119094391625658,orig
60,QL35,0.06385153938910026,0.06070224522621767,0.022955546786925386,0.12099102511406869,orig
60,QLH00,0.1335424979399785,0.13402743162594746,0.06743047286656288,0.1958052565263536,orig
60,QLH15,0.13334039016375732,0.13382480645331613,0.06732943638649333,0.1955110142692638,orig
60,QLH35,0.13308093029927176,0.1335646765813307,0.06719972175589757,0.1951332583153999,orig
61,LE,23.86173278374074,23.86173278374074,23.86173278374074,23.86173278374074,orig
61,QALE1,17.975751152410307,17.97907938482159,17.918287073893726,18.016566783261467,orig
61,QALE0,18.03954585367068,18.03954585367068,18.03954585367068,18.03954585367068,orig
61,QL00,0.06379470126037509,0.06046646884909001,0.022979070409213303,0.1212587797769582,orig
61,QL15,0.06369790742911609,0.06038429470512095,0.02294626313885005,0.12110087593480487,orig
61,QL35,0.0635736469163049,0.06027876389177361,0.022904136978916852,0.1208980617495625,orig
61,QLH00,0.13435345200255203,0.13492922670808377,0.0678035484316591,0.19701304678852963,orig
61,QLH15,0.1341469699353893,0.1347239892867512,0.06770051083394042,0.19671229214943847,orig
61,QLH35,0.13388190849824144,0.13445786802304988,0.06756823349601232,0.19632619638440416,orig
62,LE,23.01694293503456,23.01694293503456,23.01694293503456,23.01694293503456,orig
62,QALE1,17.29352758975965,17.297056951643597,17.235894797849312,17.334063442429674,orig
62,QALE0,17.356993117324766,17.356993117324766,17.356993117324766,17.356993117324766,orig
62,QL00,0.06346552756512043,0.05993616568117201,0.022929674895094412,0.1210983194754514,orig
62,QL15,0.06336785213624825,0.05984594909156836,0.022894755138763396,0.12093825122028859,orig
62,QL35,0.06324246621972501,0.059731478549002584,0.022849926203050073,0.12073266636179876,orig
62,QLH00,0.13516911970872314,0.13573042568297894,0.06817829448829073,0.19844506798295744,orig
62,QLH15,0.1349581854245961,0.13552412543800135,0.06807322839671577,0.19815030915489226,orig
62,QLH35,0.13468742318984317,0.1352498226786527,0.06793835350028689,0.19777187467776247,orig
63,LE,22.180725411472874,22.180725411472874,22.180725411472874,22.180725411472874,orig
63,QALE1,16.619947295731073,16.62369967450828,16.562167958960774,16.660468209962556,orig
63,QALE0,16.68302208792921,16.68302208792921,16.68302208792921,16.68302208792921,orig
63,QL00,0.06307479219813854,0.059322413420929074,0.022553877966653403,0.120854128968435,orig
63,QL15,0.06297629540349906,0.05923216240253677,0.022518119720501373,0.1206919614880479,orig
63,QL35,0.06284986176304157,0.05911630056701042,0.022472220313390457,0.1204836901327296,orig
63,QLH00,0.1359894463014688,0.13655503686615378,0.06885983478277871,0.1996030564994361,orig
63,QLH15,0.1357739819499702,0.1363416854648487,0.06874678402878173,0.19930097648414297,orig
63,QLH35,0.13549741981379773,0.13606781930557846,0.06860169246809454,0.19891316726351124,orig
64,LE,21.35315534384775,21.35315534384775,21.35315534384775,21.35315534384775,orig
64,QALE1,15.955222702534604,15.959051768244615,15.897314786531327,15.995934614566455,orig
64,QALE0,16.017868668590083,16.017868668590083,16.017868668590083,16.017868668590083,orig
64,QL00,0.06264596605548008,0.058816900345468395,0.021934054023629405,0.12055388205875704,orig
64,QL15,0.06254667426156531,0.058722839970932056,0.02189910702960208,0.12038964561174557,orig
64,QL35,0.062419226929932785,0.058599850441823295,0.021854250360831516,0.12017872689844743,orig
64,QLH00,0.13681435002623277,0.13743866950694159,0.06943865782334195,0.20065640029641116,orig
64,QLH15,0.1365942783584259,0.13722797288548688,0.0693332556686656,0.20033437578196703,orig
64,QLH35,0.13631181800903355,0.13694867977434189,0.06919794214648609,0.19992104836160277,orig
65,LE,20.534280014140474,20.534280014140474,20.534280014140474,20.534280014140474,orig
65,QALE1,15.299462242961107,15.303356313020764,15.241437873459851,15.340314261546778,orig
65,QALE0,15.361667148834577,15.361667148834577,15.361667148834577,15.361667148834577,orig
65,QL00,0.06220490587346906,0.05831083581381237,0.021352887287799382,0.12022927537472432,orig
65,QL15,0.06210484870297939,0.05821372822663955,0.021311790220000508,0.12006300837274628,orig
65,QL35,0.06197642588497796,0.058091479902623776,0.02125908475707086,0.11984949189398564,orig
65,QLH00,0.13764369598270124,0.13821078992625918,0.06992855851280609,0.20184490868334473,orig
65,QLH15,0.1374189413237957,0.13799249691630827,0.06982050521577125,0.20150680890764402,orig
65,QLH35,0.13713048648467976,0.13770354699689977,0.06968179679549844,0.20109256184127514,orig
66,LE,19.724167533611688,19.724167533611688,19.724167533611688,19.724167533611688,orig
66,QALE1,14.652715670207275,14.656551616678462,14.594589585991397,14.693709655711308,orig
66,QALE0,14.714466498872412,14.714466498872412,14.714466498872412,14.714466498872412,orig
66,QL00,0.061750828665137966,0.057914882193951134,0.020756843161103558,0.11987691288101432,orig
66,QL15,0.06165003885421372,0.05782042680429357,0.020724478084973616,0.1197086629748829,orig
66,QL35,0.06152068273751711,0.05769919733888111,0.020682932181635704,0.11949261016522357,orig
66,QLH00,0.13847729269233877,0.13887142678232026,0.07042116972051539,0.2030894711494926,orig
66,QLH15,0.1382477820176422,0.138643292511509,0.07031042060351854,0.20273067179106316,orig
66,QLH35,0.13795323982103258,0.13835050088489914,0.07016826040920816,0.20227031261943426,orig
67,LE,18.922939769835974,18.922939769835974,18.922939769835974,18.922939769835974,orig
67,QALE1,14.01507807925755,14.018889100742193,13.95687110326124,14.055668881334483,orig
67,QALE0,14.076361433293721,14.076361433293721,14.076361433293721,14.076361433293721,orig
67,QL00,0.06128335403617147,0.05747233255152907,0.02069255195923846,0.11949033003248401,orig
67,QL15,0.061181867334381385,0.057379652684314796,0.020660363647849452,0.11932030952058689,orig
67,QL35,0.061051623926025665,0.05725560166089663,0.020619044291741665,0.11910199239598968,orig
67,QLH00,0.13931487058633255,0.1396814160539484,0.07091635683773766,0.20436874440866667,orig
67,QLH15,0.13908053498263206,0.1394487269036611,0.07080286921460839,0.20402523218303986,orig
67,QLH35,0.13877981783494214,0.139150105025472,0.07065720292645526,0.20358440108352,orig
68,LE,18.130817754256515,18.130817754256515,18.130817754256515,18.130817754256515,orig
68,QALE1,13.386722631959453,13.390517399944564,13.328727302173778,13.42691234888438,orig
68,QALE0,13.447525512941256,13.447525512941256,13.447525512941256,13.447525512941256,orig
68,QL00,0.06080288098180344,0.05700811299669348,0.02061316405687585,0.11879821076747883,orig
68,QL15,0.060700743008020724,0.05690941143245636,0.020582411370916754,0.1186063868039021,orig
68,QL35,0.06056967096705349,0.05678276143633412,0.020528749364700002,0.11836018019414696,orig
68,QLH00,0.1401560881446649,0.14056699758425478,0.07141394883069378,0.2056795804073692,orig
68,QLH15,0.13991686442842696,0.1403322744972536,0.0712976828127286,0.20527130790177822,orig
68,QLH35,0.13960989206546526,0.1400310448646369,0.07114845969128604,0.20481586420916384,orig
69,LE,17.348118552432428,17.348118552432428,17.348118552432428,17.348118552432428,orig
69,QALE1,12.767902207834313,12.771731831524663,12.710165337382854,12.807799249179956,orig
69,QALE0,12.828207824790537,12.828207824790537,12.828207824790537,12.828207824790537,orig
69,QL00,0.060305616956225376,0.05647599326587426,0.02040857561058224,0.1180424874076841,orig
69,QL15,0.0602028819305246,0.0563748511146802,0.020376878172675375,0.11783971231958525,orig
69,QL35,0.06007105091802938,0.05624508718279378,0.02033618760944339,0.11757951113443046,orig
69,QLH00,0.14100037032871168,0.14141121314473964,0.07191365839513929,0.20705633192828238,orig
69,QLH15,0.14075620531171462,0.14118555062049676,0.07179457900531447,0.20663761862346086,orig
69,QLH35,0.14044291025196462,0.14087888012341504,0.07164175459478679,0.206100698594148,orig
70,LE,16.575424811818053,16.575424811818053,16.575424811818053,16.575424811818053,orig
70,QALE1,12.159067410881535,12.163060516124805,12.10104944371412,12.198686806969935,orig
70,QALE0,12.218856943018665,12.218856943018665,12.218856943018665,12.218856943018665,orig
70,QL00,0.05978953213712831,0.055796426893858914,0.02017013604872898,0.11780749930454498,orig
70,QL15,0.05968626390938914,0.05570544857214703,0.020134422345875116,0.11760058085157256,orig
70,QL35,0.05955375589762691,0.05558868231456942,0.020088599916289973,0.11733508553355024,orig
70,QLH00,0.1418469353217208,0.14209454133174848,0.07241509308568196,0.20829477168985272,orig
70,QLH15,0.14159778953544214,0.14184727880022602,0.07229317214993364,0.20789914939034537,orig
70,QLH35,0.14127812184392421,0.14155137721144903,0.07213671069739241,0.20739119881056797,orig
71,LE,15.813671210220557,15.813671210220557,15.813671210220557,15.813671210220557,orig
71,QALE1,11.560928912144444,11.565110523239513,11.502774738575647,11.600289558141732,orig
71,QALE0,11.620181798156715,11.620181798156715,11.620181798156715,11.620181798156715,orig
71,QL00,0.059252886012270516,0.05507127491720099,0.01989224001498174,0.1174070595810665,orig
71,QL15,0.059149159136288675,0.05497560538392143,0.019850226830476683,0.11720136981790634,orig
71,QL35,0.05901606979043737,0.054852846889907735,0.019796371625939193,0.11693744773244293,orig
71,QLH00,0.14269488046609813,0.14266029017206455,0.07291779594777802,0.20936160318644384,orig
71,QLH15,0.14244073028080811,0.14242327131435617,0.07279301323498263,0.20898867311613742,orig
71,QLH35,0.14211466028217848,0.14211908908304055,0.07263288914943727,0.20851019838762516,orig
72,LE,15.064112839380906,15.064112839380906,15.064112839380906,15.064112839380906,orig
72,QALE1,10.974430918135154,10.978635887768174,10.916210184162143,11.013538836649607,orig
72,QALE0,11.033124906840795,11.033124906840795,11.033124906840795,11.033124906840795,orig
72,QL00,0.05869398870564231,0.05448901907262074,0.01958607019118941,0.1169147226786536,orig
72,QL15,0.05858988859431039,0.054397551848518105,0.019553731791336102,0.11670814763346204,orig
72,QL35,0.05845632751042024,0.05428017543784669,0.01951222907606493,0.11644236782918728,orig
72,QLH00,0.14354331211301052,0.14367728972441532,0.0734263734058715,0.2109280844094859,orig
72,QLH15,0.14328414950634116,0.1434225562826586,0.07329845562067948,0.21054514295889518,orig
72,QLH35,0.14295166749101926,0.14309572389439595,0.07313431996244969,0.2100538610305137,orig
73,LE,14.328173190791945,14.328173190791945,14.328173190791945,14.328173190791945,orig
73,QALE1,10.400637799329765,10.40484632814598,10.34242411074768,10.43983258151281,orig
73,QALE0,10.45874794018249,10.45874794018249,10.45874794018249,10.45874794018249,orig
73,QL00,0.05811014085272617,0.05390161203651004,0.018915358669679434,0.11632382943480911,orig
73,QL15,0.05800575585941131,0.053807031206051875,0.01887705428061573,0.11614446098341928,orig
73,QL35,0.05787183638636356,0.05368567628387406,0.018827936275849923,0.11591420142816104,orig
73,QLH00,0.14439148291202733,0.14463789344068745,0.0739215099530336,0.21204742473515145,orig
73,QLH15,0.1441273129850344,0.14433648107242378,0.07379720784134261,0.21166594035348169,orig
73,QLH35,0.1437884260238664,0.14398080200383867,0.07363703983605606,0.21117650909247274,orig
74,LE,13.60719692812123,13.60719692812123,13.60719692812123,13.60719692812123,orig
74,QALE1,9.840547373072033,9.84495181744515,9.7826054695049791,9.879309883421376,orig
74,QALE0,9.898049824714786,9.898049824714786,9.898049824714786,9.898049824714786,orig
74,QL00,0.05750245164275299,0.05309800726963522,0.018739941293410216,0.11544435520980736,orig
74,QL15,0.057397869606210586,0.053003426551360464,0.018710977520271586,0.11526423103748235,orig
74,QL35,0.057263704425721915,0.052880701612238325,0.01867379704353793,0.11503301054228354,orig
74,QLH00,0.14523877118902948,0.14541373381939734,0.07430383016870162,0.2137224374920481,orig
74,QLH15,0.14496961010765144,0.145138017487483,0.07417748648173582,0.21327846666140626,orig
74,QLH35,0.14462433940504682,0.14481178772041464,0.07401535493658566,0.2127092251552729,orig
75,LE,12.902277167861078,12.902277167861078,12.902277167861078,12.902277167861078,orig
75,QALE1,9.294968987280576,9.2993882327251,9.237189093017218,9.333749359115341,orig
75,QALE0,9.351842045129356,9.351842045129356,9.351842045129356,9.351842045129356,orig
75,QL00,0.05687305784877938,0.05245381240425643,0.01809268601401555,0.11465295211213927,orig
75,QL15,0.056768359136147084,0.052358910376622686,0.0180627991802679,0.1144612862349856,orig
75,QL35,0.05663405130062143,0.052236563640804035,0.018024442611884486,0.11421531213579011,orig
75,QLH00,0.146084659666579,0.1464044908421036,0.0746848906594255,0.21537680618354912,orig
75,QLH15,0.14581053370130373,0.1461048301041445,0.07455653077665492,0.2149058433931625,orig
75,QLH35,0.14545891332308974,0.14572060946734403,0.07439181856617548,0.214302149392674,orig
76,LE,12.214105729968315,12.214105729968315,12.214105729968315,12.214105729968315,orig
76,QALE1,8.76441444654948,8.768847517985431,8.70689403192756,8.802689300592217,orig
76,QALE0,8.820643018678025,8.820643018678025,8.820643018678025,8.820643018678025,orig
76,QL00,0.05622857212854399,0.05179550069259296,0.017953718085808815,0.11374898675046465,orig
76,QL15,0.056123831183367744,0.051691812675349356,0.01792402360207005,0.11349889985482825,orig
76,QL35,0.055989476044288236,0.051558845120524124,0.017885913725268755,0.11318807477641152,orig
76,QLH00,0.14692827106450207,0.14707884010678374,0.0750643029287181,0.21681400304126847,orig
76,QLH15,0.1466492234851107,0.14679757227235316,0.07493395972382315,0.21645456577610464,orig
76,QLH35,0.14629130915301886,0.14646583335168706,0.0747667089667763,0.21584008373955874,orig
77,LE,11.543184014280222,11.543184014280222,11.543184014280222,11.543184014280222,orig
77,QALE1,8.249220353325645,8.253693260242308,8.191762927041186,8.287302782960715,orig
77,QALE0,8.3047954438875,8.3047954438875,8.3047954438875,8.3047954438875,orig
77,QL00,0.05557509056185359,0.051102183645192055,0.01749266092678254,0.11303251684631278,orig
77,QL15,0.05547038594063337,0.05100372206084551,0.017456345027900947,0.1127808479086808,orig
77,QL35,0.05533608403255661,0.05088216081418061,0.017409781841062174,0.11245684031482775,orig
77,QLH00,0.1477683489664615,0.14787055950317843,0.07544150827154109,0.2181329372557485,orig
77,QLH15,0.14748444787002263,0.14759287564529,0.07530922551545462,0.2176429781478464,orig
77,QLH35,0.14712032692503466,0.14723667654011452,0.07513949222084769,0.21701501130953174,orig
78,LE,10.88995221826895,10.88995221826895,10.88995221826895,10.88995221826895,orig
78,QALE1,7.749642998400423,7.7539410619150715,7.692323952660742,7.78728197339328,orig
78,QALE0,7.804557071677209,7.804557071677209,7.804557071677209,7.804557071677209,orig
78,QL00,0.054914073276785554,0.050616009762136774,0.017275098283928817,0.1122331190164663,orig
78,QL15,0.05480949328301101,0.050524065680390376,0.017246281225541272,0.1119971412060206,orig
78,QL35,0.0546753575551927,0.05040611261521988,0.017209298343017203,0.11167103033871958,orig
78,QLH00,0.1486029410376466,0.14877415244668385,0.07574850223323928,0.21972492856524617,orig
78,QLH15,0.14831429259151788,0.14846703674264145,0.07560846705670742,0.21932269256502057,orig
78,QLH35,0.1479441008991959,0.1480898984913932,0.07542882464313716,0.21877784065017103,orig
79,LE,10.255046752474845,10.255046752474845,10.255046752474845,10.255046752474845,orig
79,QALE1,7.2660750911152965,7.27022559032703,7.209046366189286,7.3036915155257605,orig
79,QALE0,7.320321029101659,7.320321029101659,7.320321029101659,7.320321029101659,orig
79,QL00,0.05424593798636211,0.050095438774628014,0.016629513575897346,0.11127466291237273,orig
79,QL15,0.05414157995762298,0.049999510501287314,0.016598969699746936,0.11109050404980239,orig
79,QL35,0.05400773477248496,0.04987007114531168,0.016559785490842912,0.1107779919107393,orig
79,QLH00,0.1494293317743803,0.14939200432132677,0.07621686865804717,0.221026909719967,orig
79,QLH15,0.14913609384822862,0.14911131576767517,0.07605591075879582,0.22059266119178259,orig
79,QLH35,0.14876003323327167,0.1487512609091622,0.0758653170344865,0.22006812695616884,orig
80,LE,9.639524990433271,9.639524990433271,9.639524990433271,9.639524990433271,orig
80,QALE1,6.799198452720976,6.803226110833901,6.742537171093035,6.83632006966708,orig
80,QALE0,6.852772719880087,6.852772719880087,6.852772719880087,6.852772719880087,orig
80,QL00,0.05357426715911132,0.049546609046185935,0.016452650213006695,0.11023554878705173,orig
80,QL15,0.05347024862079794,0.0494594450722463,0.01642223460348391,0.11000236097707283,orig
80,QL35,0.0533368440879243,0.049338637518036355,0.016383215821274034,0.10970339690027808,orig
80,QLH00,0.1502445742277842,0.15015890178514468,0.07679171801363166,0.22291510508813495,orig
80,QLH15,0.14994696158819887,0.14986807614991626,0.07662733967558416,0.2224266870043143,orig
80,QLH35,0.149565306435004,0.14949508000515813,0.07641660675825812,0.221800604786981,orig
81,LE,9.044700909302334,9.044700909302334,9.044700909302334,9.044700909302334,orig
81,QALE1,6.349871410892171,6.353696590796737,6.293702138685663,6.3866263540395485,orig
81,QALE0,6.402767746761442,6.402767746761442,6.402767746761442,6.402767746761442,orig
81,QL00,0.052896335869270714,0.04907115596470396,0.016141392721893678,0.10906560807577932,orig
81,QL15,0.05279280181926893,0.04897724336914262,0.01611369441801731,0.10883302334888739,orig
81,QL35,0.052660023248816946,0.04885375004885065,0.016078150851646145,0.10853484214921134,orig
81,QLH00,0.15104516853958955,0.15111433973369054,0.07735815467798414,0.2247790951478546,orig
81,QLH15,0.1507434622203197,0.15079198391008986,0.07719686795331857,0.22432818227192367,orig
81,QLH35,0.15035657149022766,0.15037530555309075,0.0769795209279701,0.22377673207841572,orig
82,LE,8.472188477450405,8.472188477450405,8.472188477450405,8.472188477450405,orig
82,QALE1,5.91915343870006,5.922871633330228,5.86353297671137,5.95543624732263,orig
82,QALE0,5.971358453760165,5.971358453760165,5.971358453760165,5.971358453760165,orig
82,QL00,0.052205015060104464,0.048486820429936316,0.015922206437534617,0.10782547704879544,orig
82,QL15,0.052102119106476275,0.04838762394190893,0.015894900308817943,0.10759396535356067,orig
82,QL35,0.05197016270361674,0.048259508903423856,0.015859859755222472,0.10729716754555671,orig
82,QLH00,0.15182763332743757,0.1516901619035399,0.07792788177021726,0.22586427417742042,orig
82,QLH15,0.15152217855107974,0.15134198922761072,0.07775724855260979,0.22543274675786362,orig
82,QLH35,0.15113049319261732,0.15096431260827342,0.0775307493199163,0.22487793711376414,orig
83,LE,7.923727643844219,7.923727643844219,7.923727643844219,7.923727643844219,orig
83,QALE1,5.508161810441727,5.511772079592344,5.453155260671602,5.544126545266371,orig
83,QALE0,5.55966707623946,5.55966707623946,5.55966707623946,5.55966707623946,orig
83,QL00,0.05150526579773242,0.047894996647115516,0.015540530973089507,0.10651181556785767,orig
83,QL15,0.05140317627407426,0.047796494994620756,0.015507460010798186,0.10628187326292084,orig
83,QL35,0.05127225715860526,0.04765933660080993,0.015465060828440123,0.10598709303963845,orig
83,QLH00,0.15258966609668217,0.15245737877925708,0.0784738592777765,0.22693203054468672,orig
83,QLH15,0.15228085249406806,0.15216286160224424,0.07830034772408621,0.2264963712965722,orig
83,QLH35,0.1518848700710817,0.1517818336687831,0.07807793745114268,0.22593756579671556,orig
84,LE,7.400547905622649,7.400547905622649,7.400547905622649,7.400547905622649,orig
84,QALE1,5.117646559759853,5.121010692674409,5.063317100965369,5.153093012074213,orig
84,QALE0,5.168438624601066,5.168438624601066,5.168438624601066,5.168438624601066,orig
84,QL00,0.0507920648412131,0.04742793192665749,0.015345612526853767,0.105121523635697,orig
84,QL15,0.05069094569229244,0.04733277936408613,0.015312734898196019,0.10489366954868716,orig
84,QL35,0.050561273231447976,0.04721039702856765,0.015270584625850877,0.10460156971648724,orig
84,QLH00,0.15332912592424724,0.15301890838377163,0.07881622837993621,0.2282999792986468,orig
84,QLH15,0.15301738629409015,0.15273496128422454,0.07868763628084412,0.22779003413116813,orig
84,QLH35,0.15261765933934593,0.1523706989592556,0.07852258748456188,0.22713640275828645,orig
85,LE,6.903264323449189,6.903264323449189,6.903264323449189,6.903264323449189,orig
