Age,Index,A,M,L,U,ValueSet
50,LE,33.626296841494096,33.626296841494096,33.626296841494096,33.626296841494096,uk
50,QALE1,25.955651525287433,25.95707741489823,25.902618666451154,25.998099678636407,uk
50,QALE0,26.026461184547774,26.026461184547774,26.026461184547774,26.026461184547774,uk
50,QL00,0.0708096592603429,0.06938376964954648,0.028361505911366346,0.12384251809662258,uk
50,QL15,0.07071911779965176,0.06930158352264257,0.028326224127801853,0.12366652575837248,uk
50,QL35,0.07060282351394838,0.06918386950381702,0.028280901754481558,0.12344054221507884,uk
50,QLH00,0.13120979139515435,0.13158943967264314,0.07411934994845573,0.1884863813138034,uk
50,QLH15,0.13104005183178066,0.13143341801180608,0.07403251451719205,0.18819919680236114,uk
50,QLH35,0.13082204001298792,0.1312222414318165,0.07392094898461253,0.18783052039516018,uk
51,LE,32.712053124362264,32.712053124362264,32.712053124362264,32.712053124362264,uk
51,QALE1,25.199786865362864,25.2012796624726,25.146336757076483,25.24190140006755,uk
51,QALE0,25.27027720877372,25.27027720877372,25.27027720877372,25.27027720877372,uk
51,QL00,0.07049034341085612,0.06899754630111901,0.028375808706168158,0.1239404516972387,uk
51,QL15,0.07039868535975653,0.06891470514207992,0.028340597752267688,0.12376043288242741,uk
51,QL35,0.07028096233249671,0.06880555360002955,0.028295366024457955,0.12352929561209694,uk
51,QLH00,0.13200559641422038,0.13240675832634002,0.07464233073972289,0.18924047282285708,uk
51,QLH15,0.13183207778998596,0.13222906852711158,0.07455404372198325,0.18900868215389652,uk
51,QLH35,0.13160922217818977,0.13200086258480415,0.07444061596682555,0.18871091460680262,uk
52,LE,31.801942906083454,31.801942906083454,31.801942906083454,31.801942906083454,uk
52,QALE1,24.44937926397702,24.450966512055025,24.395515820594767,24.491278398067948,uk
52,QALE0,24.519604789538075,24.519604789538075,24.519604789538075,24.519604789538075,uk
52,QL00,0.07022552556105717,0.06863827748304935,0.02832639147012595,0.12408896894330886,uk
52,QL15,0.07013268623240325,0.06855541251051753,0.028294919241623216,0.12390354912910101,uk
52,QL35,0.07001345155674962,0.06844635942392963,0.028254478360999473,0.12366549820190359,uk
52,QLH00,0.13280668732244422,0.13306682767383016,0.07517434780224182,0.19027359695824814,uk
52,QLH15,0.13262931127166858,0.13287353828352086,0.07508315122506584,0.19001559438987123,uk
52,QLH35,0.13240151184724974,0.13263798581602376,0.07496599324382597,0.18968425314970386,uk
53,LE,30.896162297818766,30.896162297818766,30.896162297818766,30.896162297818766,uk
53,QALE1,23.704390551062115,23.706094730204182,23.650542861892735,23.74609301831799,uk
53,QALE0,23.774394210342077,23.774394210342077,23.774394210342077,23.774394210342077,uk
53,QL00,0.07000365927996369,0.06829948013789665,0.028301192024090243,0.12385134844934163,uk
53,QL15,0.06990958832759613,0.06820750605318336,0.028264001491649433,0.12366686393377664,uk
53,QL35,0.0697887775323418,0.0680893871891347,0.02821623484212408,0.12342959850351469,uk
53,QLH00,0.13361299909215665,0.13377428084090442,0.07570541367097107,0.19100282415684927,uk
53,QLH15,0.13343168743520673,0.13358286454061516,0.07561175670552438,0.19074117353666553,uk
53,QLH35,0.13319884444288801,0.13334860870923965,0.07549144451042218,0.1904051579226791,uk
54,LE,29.99508910118338,29.99508910118338,29.99508910118338,29.99508910118338,uk
54,QALE1,22.964958025796726,22.966835339680486,22.91095611383825,23.006788950465396,uk
54,QALE0,23.034770500964086,23.034770500964086,23.034770500964086,23.034770500964086,uk
54,QL00,0.06981247516736179,0.06793516128359858,0.02798155049869119,0.12381438712583698,uk
54,QL15,0.06971713469773473,0.0678504494395519,0.027945931411802447,0.12364052529622234,uk
54,QL35,0.06959469930876194,0.0677353379939081,0.027895053222592198,0.12341726685641256,uk
54,QLH00,0.13442450032681175,0.13449489085422905,0.07624001841447264,0.19214739770082145,uk
54,QLH15,0.1342391744516148,0.13430515116926,0.07614384887684811,0.19187208189189928,uk
54,QLH35,0.13400118760892424,0.13406151421310136,0.07602031586352868,0.1915185683714869,uk
55,LE,29.099166635530345,29.099166635530345,29.099166635530345,29.099166635530345,uk
55,QALE1,22.23130120135612,22.233277162254915,22.176990216276266,22.273212292249013,uk
55,QALE0,22.300943162193782,22.300943162193782,22.300943162193782,22.300943162193782,uk
55,QL00,0.06964196083766064,0.06766599993886573,0.027730869944767908,0.12395294591751671,uk
55,QL15,0.0695453262161349,0.06757524830645167,0.02769379613250808,0.12377587521432276,uk
55,QL35,0.06942123477372315,0.06746768896601847,0.027645483323531644,0.12354850873258777,uk
55,QLH00,0.13524122768859714,0.13550467424545032,0.07663923514109489,0.1932866352121174,uk
55,QLH15,0.13505180763475588,0.1352999796549701,0.07651253950142729,0.19302047978993256,uk
55,QLH35,0.1348085749471995,0.13503719782452722,0.0763499409833886,0.19265979256755295,uk
