study,proxy,Source,Age,norm,Country,norm_leoss
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,88,0.787,Korea,0.7796543446496627
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,89,0.787,Korea,0.7804651896206022
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,90,0.787,Korea,0.7814009682403904
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,91,0.787,Korea,0.7824618021849081
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,92,0.787,Korea,0.7836585721949425
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,93,0.787,Korea,0.7849955695355432
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,94,0.787,Korea,0.7864770854717607
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,95,0.787,Korea,0.7881074112686453
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,96,0.787,Korea,0.7898908381912472
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,97,0.787,Korea,0.7918316575046167
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,98,0.787,Korea,0.793934160473804
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,99,0.787,Korea,0.7962026383638596
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,100,0.787,Korea,0.7986413824398336
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,18,0.938,Netherlands,0.9363659774851801
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,19,0.938,Netherlands,0.9350768839642142
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,20,0.938,Netherlands,0.933774400544763
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,21,0.938,Netherlands,0.9324563656060335
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,22,0.938,Netherlands,0.9311206175272331
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,23,0.938,Netherlands,0.9297649946875688
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,24,0.938,Netherlands,0.9283873354662479
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,25,0.91,Netherlands,0.9269854782424777
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,26,0.91,Netherlands,0.9255572613954652
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,27,0.91,Netherlands,0.9241005233044179
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,28,0.91,Netherlands,0.9226131023485429
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,29,0.91,Netherlands,0.9210870829725204
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,30,0.91,Netherlands,0.9195204611457275
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,31,0.91,Netherlands,0.9179199425344159
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,32,0.91,Netherlands,0.916292232804839
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,33,0.91,Netherlands,0.9146440376232482
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,34,0.91,Netherlands,0.9129820626558964
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,35,0.922,Netherlands,0.9113130135690356
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,36,0.922,Netherlands,0.9096435960289183
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,37,0.922,Netherlands,0.9079805157017966
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,38,0.922,Netherlands,0.9063304782539232
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,39,0.922,Netherlands,0.9046691712165675
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,40,0.922,Netherlands,0.9029717758258838
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,41,0.922,Netherlands,0.9012442383054523
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,42,0.922,Netherlands,0.8994925048788525
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,43,0.922,Netherlands,0.8977225217696637
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,44,0.922,Netherlands,0.8959402352014662
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,45,0.874,Netherlands,0.8941515913978394
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,46,0.874,Netherlands,0.892362536582363
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,47,0.874,Netherlands,0.8905790169786169
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,48,0.874,Netherlands,0.8888069788101804
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,49,0.874,Netherlands,0.8870523683006337
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,50,0.874,Netherlands,0.8853675508310177
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,51,0.874,Netherlands,0.883778656836132
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,52,0.874,Netherlands,0.8822522801201934
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,53,0.874,Netherlands,0.8807550144874197
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,54,0.874,Netherlands,0.8792534537420273
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,55,0.869,Netherlands,0.8777141916882341
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,56,0.869,Netherlands,0.8761038221302566
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,57,0.869,Netherlands,0.8743889388723123
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,58,0.869,Netherlands,0.8725361357186182
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,59,0.869,Netherlands,0.8705120064733918
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,60,0.869,Netherlands,0.8683893568139662
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,61,0.869,Netherlands,0.8662593967497907
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,62,0.869,Netherlands,0.864116326583256
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,63,0.869,Netherlands,0.8619543466167522
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,64,0.869,Netherlands,0.8597676571526693
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,65,0.863,Netherlands,0.8575504584933985
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,66,0.863,Netherlands,0.8552969509413295
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,67,0.863,Netherlands,0.8530013347988532
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,68,0.863,Netherlands,0.8506578103683595
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,69,0.863,Netherlands,0.8482605779522391
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,70,0.863,Netherlands,0.8458038378528825
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,71,0.863,Netherlands,0.8431895400902817
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,72,0.863,Netherlands,0.8403658651374121
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,73,0.863,Netherlands,0.8373963589761377
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,74,0.863,Netherlands,0.8343445675883238
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,75,0.798,Netherlands,0.8312740369558337
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,76,0.798,Netherlands,0.8282483130605329
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,77,0.798,Netherlands,0.8253309418842851
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,78,0.798,Netherlands,0.8225854694089555
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,79,0.798,Netherlands,0.8200754416164079
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,80,0.798,Netherlands,0.8178644044885072
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,81,0.798,Netherlands,0.815819025095631
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,82,0.798,Netherlands,0.8137745266429042
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,83,0.798,Netherlands,0.8117472893143106
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,84,0.798,Netherlands,0.8097536932938357
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,85,0.798,Netherlands,0.8078101187654629
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,86,0.798,Netherlands,0.8059329459131777
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,87,0.798,Netherlands,0.8041385549209635
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,88,0.798,Netherlands,0.8024433259728059
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,89,0.798,Netherlands,0.8008636392526886
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,90,0.798,Netherlands,0.7994158749445964
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,91,0.798,Netherlands,0.798099927030803
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,92,0.798,Netherlands,0.79690084436263
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,93,0.798,Netherlands,0.7958127394276333
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,94,0.798,Netherlands,0.7948297247133693
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,95,0.798,Netherlands,0.7939459127073942
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,96,0.798,Netherlands,0.7931554158972641
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,97,0.798,Netherlands,0.7924523467705352
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,98,0.798,Netherlands,0.7918308178147633
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,99,0.798,Netherlands,0.7912849415175051
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,100,0.798,Netherlands,0.7908088303663166
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,18,0.814,Thailand,0.81800900243913
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,19,0.814,Thailand,0.8156340033170326
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,20,0.814,Thailand,0.8132309743144638
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,21,0.814,Thailand,0.8107974778222624
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,22,0.814,Thailand,0.808331076231267
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,23,0.814,Thailand,0.8058293319323164
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,24,0.814,Thailand,0.8032898073162495
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,25,0.785,Thailand,0.8007100647739054
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,26,0.785,Thailand,0.7980876666961226
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,27,0.785,Thailand,0.7954201754737402
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,28,0.785,Thailand,0.7927051534975967
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,29,0.785,Thailand,0.7899349389297883
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,30,0.785,Thailand,0.7871082626438962
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,31,0.785,Thailand,0.7842322760979876
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,32,0.785,Thailand,0.7813141307501303
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,33,0.785,Thailand,0.7783609780583912
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,34,0.785,Thailand,0.7753799694808379
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,35,0.771,Thailand,0.7723782564755374
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,36,0.771,Thailand,0.7693629905005576
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,37,0.771,Thailand,0.7663413230139651
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,38,0.771,Thailand,0.7633204054738278
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,39,0.771,Thailand,0.760242868938569
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,40,0.771,Thailand,0.7570597423830662
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,41,0.771,Thailand,0.7537907741400685
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,42,0.771,Thailand,0.7504557125423242
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,43,0.771,Thailand,0.7470743059225824
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,44,0.771,Thailand,0.7436663026135918
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,45,0.717,Thailand,0.740251450948101
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,46,0.717,Thailand,0.7368494992588587
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,47,0.717,Thailand,0.7334801958786138
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,48,0.717,Thailand,0.730163289140115
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,49,0.717,Thailand,0.726918527376111
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,50,0.717,Thailand,0.7236159951972994
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,51,0.717,Thailand,0.7201487935902384
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,52,0.717,Thailand,0.7165711954514673
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,53,0.717,Thailand,0.7129374736775262
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,54,0.717,Thailand,0.7093019011649542
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,55,0.694,Thailand,0.7057187508102909
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,56,0.694,Thailand,0.7022422955100758
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,57,0.694,Thailand,0.6989268081608487
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,58,0.694,Thailand,0.695826561659149
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,59,0.694,Thailand,0.6929958289015162
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,60,0.694,Thailand,0.6903841424613503
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,61,0.694,Thailand,0.6879004320520509
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,62,0.694,Thailand,0.6855380662801571
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,63,0.694,Thailand,0.683290413752208
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,64,0.694,Thailand,0.6811508430747427
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,65,0.67,Thailand,0.6791127228543004
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,66,0.67,Thailand,0.6771694216974198
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,67,0.67,Thailand,0.6753143082106402
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,68,0.67,Thailand,0.6735407510005008
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,69,0.67,Thailand,0.6718421186735406
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,70,0.67,Thailand,0.6702117798362988
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,71,0.67,Thailand,0.6686585232696364
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,72,0.67,Thailand,0.6671946112445628
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,73,0.67,Thailand,0.6658186226028389
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,74,0.67,Thailand,0.6645291361862263
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,75,0.657,Thailand,0.6633247308364856
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,76,0.657,Thailand,0.6622039853953784
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,77,0.657,Thailand,0.6611654787046651
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,78,0.657,Thailand,0.6602077896061079
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,79,0.657,Thailand,0.659329496941467
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,80,0.657,Thailand,0.6585291795525039
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,81,0.657,Thailand,0.6578078835458064
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,82,0.657,Thailand,0.6571679306168744
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,83,0.657,Thailand,0.6566098129908372
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,84,0.657,Thailand,0.6561340228928245
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,85,0.657,Thailand,0.6557410525479653
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,86,0.657,Thailand,0.6554313941813892
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,87,0.657,Thailand,0.6552055400182256
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,88,0.657,Thailand,0.6550639822836036
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,89,0.657,Thailand,0.6550072132026529
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,90,0.657,Thailand,0.6550357250005028
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,91,0.657,Thailand,0.6551489150143207
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,92,0.657,Thailand,0.6553457947845761
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,93,0.657,Thailand,0.6556262778413521
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,94,0.657,Thailand,0.6559902777147311
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,95,0.657,Thailand,0.6564377079347959
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,96,0.657,Thailand,0.6569684820316289
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,97,0.657,Thailand,0.6575825135353132
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,98,0.657,Thailand,0.6582797159759309
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,99,0.657,Thailand,0.6590600028835653
Rampakakis et al. 2017 Thailand,Thailand,Janssen et al.,100,0.657,Thailand,0.6599232877882986
Scott et al. 2006,UK,McNamara et al.,0,0.8983653442571508,UK,0.8967289643453845
Scott et al. 2006,UK,McNamara et al.,1,0.8983653442571508,UK,0.8972412742288971
Scott et al. 2006,UK,McNamara et al.,2,0.8983653442571508,UK,0.8976753728271636
Scott et al. 2006,UK,McNamara et al.,3,0.8983653442571508,UK,0.8980308890489502
Scott et al. 2006,UK,McNamara et al.,4,0.8983653442571508,UK,0.8983074518030245
Scott et al. 2006,UK,McNamara et al.,5,0.8983653442571508,UK,0.8985046899981526
Scott et al. 2006,UK,McNamara et al.,6,0.8983653442571508,UK,0.8986222325431015
Scott et al. 2006,UK,McNamara et al.,7,0.8983653442571508,UK,0.8986597083466383
Scott et al. 2006,UK,McNamara et al.,8,0.8983653442571508,UK,0.8986167463175291
Scott et al. 2006,UK,McNamara et al.,9,0.8983653442571508,UK,0.8984929753645412
Scott et al. 2006,UK,McNamara et al.,10,0.8983653442571508,UK,0.898288024396441
Scott et al. 2006,UK,McNamara et al.,11,0.8983653442571508,UK,0.8980015223219958
Scott et al. 2006,UK,McNamara et al.,12,0.8983653442571508,UK,0.8976330980499718
Scott et al. 2006,UK,McNamara et al.,13,0.8983653442571508,UK,0.8971793700347102
Scott et al. 2006,UK,McNamara et al.,14,0.8983653442571508,UK,0.896638173369302
Scott et al. 2006,UK,McNamara et al.,15,0.8983653442571508,UK,0.8960109619206396
Scott et al. 2006,UK,McNamara et al.,16,0.8983653442571508,UK,0.8952991895556156
Scott et al. 2006,UK,McNamara et al.,17,0.8983653442571508,UK,0.8945043101411224
Scott et al. 2006,UK,McNamara et al.,18,0.8942223114695699,UK,0.8936277775440521
Scott et al. 2006,UK,McNamara et al.,19,0.8942223114695699,UK,0.8926710456312972
Scott et al. 2006,UK,McNamara et al.,20,0.8770606569713967,UK,0.8916355682697503
Scott et al. 2006,UK,McNamara et al.,21,0.8770606569713967,UK,0.8905227993263035
Scott et al. 2006,UK,McNamara et al.,22,0.8770606569713967,UK,0.8893341926678493
Scott et al. 2006,UK,McNamara et al.,23,0.8770606569713967,UK,0.8880712021612803
Scott et al. 2006,UK,McNamara et al.,24,0.8770606569713967,UK,0.8867352816734886
Scott et al. 2006,UK,McNamara et al.,25,0.8824664537263252,UK,0.8853278850713667
Scott et al. 2006,UK,McNamara et al.,26,0.8824664537263252,UK,0.8838229439002061
Scott et al. 2006,UK,McNamara et al.,27,0.8824664537263252,UK,0.8821990205759708
Scott et al. 2006,UK,McNamara et al.,28,0.8824664537263252,UK,0.8804645152715621
Scott et al. 2006,UK,McNamara et al.,29,0.8824664537263252,UK,0.8786278281598818
Scott et al. 2006,UK,McNamara et al.,30,0.8924247801531272,UK,0.8766973594138311
Scott et al. 2006,UK,McNamara et al.,31,0.8924247801531272,UK,0.8746815092063113
Scott et al. 2006,UK,McNamara et al.,32,0.8924247801531272,UK,0.8725886777102241
Scott et al. 2006,UK,McNamara et al.,33,0.8924247801531272,UK,0.8704272650984708
Scott et al. 2006,UK,McNamara et al.,34,0.8924247801531272,UK,0.8682056715439527
Scott et al. 2006,UK,McNamara et al.,35,0.8583386764236658,UK,0.8659322972195714
Scott et al. 2006,UK,McNamara et al.,36,0.8583386764236658,UK,0.8636155422982285
Scott et al. 2006,UK,McNamara et al.,37,0.8583386764236658,UK,0.861263806952825
Scott et al. 2006,UK,McNamara et al.,38,0.8583386764236658,UK,0.8588854913562627
Scott et al. 2006,UK,McNamara et al.,39,0.8583386764236658,UK,0.8563565972035146
Scott et al. 2006,UK,McNamara et al.,40,0.8590127580040747,UK,0.8535788114089786
Scott et al. 2006,UK,McNamara et al.,41,0.8590127580040747,UK,0.8505990619746917
Scott et al. 2006,UK,McNamara et al.,42,0.8590127580040747,UK,0.8474642769026921
Scott et al. 2006,UK,McNamara et al.,43,0.8590127580040747,UK,0.8442213841950174
Scott et al. 2006,UK,McNamara et al.,44,0.8590127580040747,UK,0.8409173118537053
Scott et al. 2006,UK,McNamara et al.,45,0.8140806869843563,UK,0.8375989878807935
Scott et al. 2006,UK,McNamara et al.,46,0.8140806869843563,UK,0.8343133402783195
Scott et al. 2006,UK,McNamara et al.,47,0.8140806869843563,UK,0.8311072970483211
Scott et al. 2006,UK,McNamara et al.,48,0.8140806869843563,UK,0.8280277861928361
Scott et al. 2006,UK,McNamara et al.,49,0.8140806869843563,UK,0.8251217357139019
Scott et al. 2006,UK,McNamara et al.,50,0.8168027391759443,UK,0.8224360736135566
Scott et al. 2006,UK,McNamara et al.,51,0.8168027391759443,UK,0.8199816797406498
Scott et al. 2006,UK,McNamara et al.,52,0.8168027391759443,UK,0.8177135285087294
Scott et al. 2006,UK,McNamara et al.,53,0.8168027391759443,UK,0.8155946897668795
Scott et al. 2006,UK,McNamara et al.,54,0.8168027391759443,UK,0.8135882333641853
Scott et al. 2006,UK,McNamara et al.,55,0.799706716138512,UK,0.811657229149731
Scott et al. 2006,UK,McNamara et al.,56,0.799706716138512,UK,0.809764746972601
Scott et al. 2006,UK,McNamara et al.,57,0.799706716138512,UK,0.8078738566818803
Scott et al. 2006,UK,McNamara et al.,58,0.799706716138512,UK,0.8059476281266532
Scott et al. 2006,UK,McNamara et al.,59,0.799706716138512,UK,0.803949131156004
Scott et al. 2006,UK,McNamara et al.,60,0.789180770496633,UK,0.8018414356190176
Scott et al. 2006,UK,McNamara et al.,61,0.789180770496633,UK,0.7995876113647786
Scott et al. 2006,UK,McNamara et al.,62,0.789180770496633,UK,0.7971507282423712
Scott et al. 2006,UK,McNamara et al.,63,0.789180770496633,UK,0.7944938561008803
Scott et al. 2006,UK,McNamara et al.,64,0.789180770496633,UK,0.791696883769206
Scott et al. 2006,UK,McNamara et al.,65,0.7855595687035867,UK,0.7888588939049761
Scott et al. 2006,UK,McNamara et al.,66,0.7855595687035867,UK,0.7859717471003654
Scott et al. 2006,UK,McNamara et al.,67,0.7855595687035867,UK,0.7830273039475497
Scott et al. 2006,UK,McNamara et al.,68,0.7855595687035867,UK,0.7800174250387042
Scott et al. 2006,UK,McNamara et al.,69,0.7855595687035867,UK,0.7769339709660043
Scott et al. 2006,UK,McNamara et al.,70,0.7921420009714646,UK,0.7737688023216254
Scott et al. 2006,UK,McNamara et al.,71,0.7921420009714646,UK,0.7705137796977426
Scott et al. 2006,UK,McNamara et al.,72,0.7921420009714646,UK,0.7671607636865316
Scott et al. 2006,UK,McNamara et al.,73,0.7921420009714646,UK,0.7637016148801675
Scott et al. 2006,UK,McNamara et al.,74,0.7921420009714646,UK,0.7601281938708256
Scott et al. 2006,UK,McNamara et al.,75,0.7570600572178829,UK,0.7564323612506815
Scott et al. 2006,UK,McNamara et al.,76,0.7570600572178829,UK,0.7526446108754342
Scott et al. 2006,UK,McNamara et al.,77,0.7570600572178829,UK,0.7487982179726173
Scott et al. 2006,UK,McNamara et al.,78,0.7570600572178829,UK,0.7448892151921566
Scott et al. 2006,UK,McNamara et al.,79,0.7570600572178829,UK,0.7409136351839792
Scott et al. 2006,UK,McNamara et al.,80,0.7351890876753938,UK,0.7368675105980113
Scott et al. 2006,UK,McNamara et al.,81,0.7351890876753938,UK,0.7327468740841793
Scott et al. 2006,UK,McNamara et al.,82,0.7351890876753938,UK,0.7285477582924096
Scott et al. 2006,UK,McNamara et al.,83,0.7351890876753938,UK,0.7242661958726287
Scott et al. 2006,UK,McNamara et al.,84,0.7351890876753938,UK,0.7198982194747632
Scott et al. 2006,UK,McNamara et al.,85,0.6907670924827474,UK,0.715439861748739
Scott et al. 2006,UK,McNamara et al.,86,0.6907670924827474,UK,0.7108871553444834
Scott et al. 2006,UK,McNamara et al.,87,0.6907670924827474,UK,0.7062361329119219
Scott et al. 2006,UK,McNamara et al.,88,0.6907670924827474,UK,0.7014828271009816
Scott et al. 2006,UK,McNamara et al.,89,0.6907670924827474,UK,0.696629585539332
Scott et al. 2006,UK,McNamara et al.,90,0.662229247606729,UK,0.6916823355321415
Scott et al. 2006,UK,McNamara et al.,91,0.662229247606729,UK,0.6866424792455865
Scott et al. 2006,UK,McNamara et al.,92,0.662229247606729,UK,0.6815114188458419
Scott et al. 2006,UK,McNamara et al.,93,0.662229247606729,UK,0.6762905564990833
Scott et al. 2006,UK,McNamara et al.,94,0.662229247606729,UK,0.6709812943714859
Scott et al. 2006,UK,McNamara et al.,95,0.662229247606729,UK,0.6655850346292254
Scott et al. 2006,UK,McNamara et al.,96,0.662229247606729,UK,0.6601031794384772
Scott et al. 2006,UK,McNamara et al.,97,0.662229247606729,UK,0.6545371309654168
Scott et al. 2006,UK,McNamara et al.,98,0.662229247606729,UK,0.6488882913762196
Scott et al. 2006,UK,McNamara et al.,99,0.662229247606729,UK,0.643158062837061
Scott et al. 2006,UK,McNamara et al.,100,0.662229247606729,UK,0.63734784751411655
van Wijck et al. 2016,Netherlands,Janssen et al.,18,0.907,Argentina,0.9096516110413574
van Wijck et al. 2016,Netherlands,Janssen et al.,19,0.907,Argentina,0.9079451897089472
van Wijck et al. 2016,Netherlands,Janssen et al.,20,0.907,Argentina,0.9062230114037858
van Wijck et al. 2016,Netherlands,Janssen et al.,21,0.907,Argentina,0.9044857313377159
van Wijck et al. 2016,Netherlands,Janssen et al.,22,0.907,Argentina,0.9027340047225808
van Wijck et al. 2016,Netherlands,Janssen et al.,23,0.907,Argentina,0.9009684867702233
van Wijck et al. 2016,Netherlands,Janssen et al.,24,0.907,Argentina,0.8991898326924868
van Wijck et al. 2016,Netherlands,Janssen et al.,25,0.889,Argentina,0.8973986977012142
